© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
sodium orthovanadate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP38	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methyl methanesulfonate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Orm2/Orm3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
salmeterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
13-hydroxydocosahexaenoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-[4-(3-hydroxyphenyl)-3-(4-methylphenyl)-6-oxo-1,4-dihydropyrrolo[3,4-c]pyrazol-5-yl]benzoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aloe-emodin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
linseed oil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hymecromone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HTR4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-aminobenzamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITCH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EGTA acetoxymethyl ester	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SELP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SAFB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRHL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methoxetamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-acetylsphingosine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDLIM7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rolipram	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oxamic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FUS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CEACAM7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VSIG4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MOGAT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phosphoenolpyruvate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLRC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FENDRR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Sry	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SFRP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OTUD7B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPP2CA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TH17 cytokine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mrgpra2a (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oligomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Z-IETD-FMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKACA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GDF11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tetrandrine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL20RA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ORAI3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BRAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sivelestat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fontolizumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NDPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SELL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL10RB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL17D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rhein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Triton X-100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ccl11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cocaine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC8A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCL11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL12RB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
histone H3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TTF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DPTIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLR14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C66	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyridostigmine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
perilla alcohol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SEMA7A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRC19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
corylin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SB 290157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B4GALT6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vancomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-phenazinecarboxylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NTRK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MALP-2s	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCL21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SENP7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cd69	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-phenylbutyric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SUMO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RUBCN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(indol-3-yl)pyruvic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AXL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
n-3 fatty acids	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MED25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mitochondria-targeted paraquat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SELE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ammonium trichloro(dioxoethylene-O,O'-)tellurate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diazepam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHOB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-hydroxyanthranilic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Calcineurin A/Calcineurin B/RUNX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSD17B4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
schisandra chinensis baill ethanolic extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FLT4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC6A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DMP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gamma-tocotrienol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLRP12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
isotretinoin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
protodioscin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
artesunic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIRPA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
citarinostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-tocopherol succinate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PELI1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diethylmaleate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD8A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PEBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TP73	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIK3CA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-formyl-Met-Leu-Phe	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SKLB023	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N,N-dimethylsphingosine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFIL3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glycocholic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFAP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tetrabromobisphenol A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4930426D05Rikl	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C5AR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INPP5D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2,4-dinitrofluorobenzene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
B2M	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethylisopropylamiloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFB2-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAD21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pneumocystis beta-glucan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HPSE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNA methyltransferase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-palmitoyl-2-glutaroyl-sn-glycero-3-phosphorylcholine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFSF13B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GDF15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nordihydroguaiaretic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AMFR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
palmitoylethanolamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lentinan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glutathione	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
concanamycin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
epoxyeicosatrienoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
F2R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S-(2,3-bispalmitoyloxypropyl)-cysteine-GDPKHPKSF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fedratinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDPK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
capmatinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLAMF9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-tocopherol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P2RY1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
12-hydroxyeicosapentaenoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anti-miR-202-3p inhibitor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLRP7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IgG2a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-511-5p (miRNAs w/seed UGUCUUU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Snhg16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
taurochenodeoxycholate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBXO42	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBCK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triflusal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cyp2c70	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aroclor 1254	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
isovitexin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,10-phenanthroline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KDM5B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ifi204 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
iodoacetic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mycophenolic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
irisolidone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SU1498	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGDR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
R-WIN 55,212	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL1RL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GABARAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
loxoribine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
irinotecan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEIL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3M-003	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
adenosine dialdehyde	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZFTA-RELA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD47	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTPRJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PINK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PROCR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFG-ALK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LPAR5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BETd-260	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITF3056	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alefacept	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABCD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zunsemetinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSTP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sucrose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFNAR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IKK inhibitor XII	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dichlororibofuranosylbenzimidazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XRN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anandamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXB7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCARB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SUMO3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRDX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-(2-aminoethyl)benzenesulfonylfluoride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
norepinephrine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CMKLR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-129 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HECTD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAMK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICAM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bisindolylmaleimide I	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL12A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CFLAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCL15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glycine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAML1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ginkgo biloba	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPR37	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GW501516	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ivermectin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CFTR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HCAR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tetrahydrocurcumin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
15-E2-isoketal modified phosphatidylethanolamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
amphotericin B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
secukinumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFIA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Collagen type I (complex)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
raloxifene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DAXX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IKK (complex)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DEK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triolein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aucubin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
neomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
etanercept	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dapansutrile	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFKBIE	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKT inhibitor VIII	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
W146	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIF2C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lansoprazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Gm12602	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BK channel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHIA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPL19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LZ1 peptide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAMTS18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
icilin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCNT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CREB/NFkB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PADI4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DSG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mt1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PANX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTSL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FSTL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABRAXAS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LACTB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSTM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
naltrexone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4732491K20Rik	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-[N-(3,5-difluorophenacetyl-L-Ala)]-S-phenylglycine t-butyl ester	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ergosterol-5,8-peroxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-373	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PKA catalytic subunit	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dobesilic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
epoxyeicosatrienoic acid analog A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
estriol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POU2F1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNPO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANGPT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLCO1C1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ONC-201	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CpG ODN 2395	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LGALS3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNAJA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
azithromycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UCN-01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RGCC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
benzenesulfonic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BP-1-102	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
polyphosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ESRRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2'3'-cyclic guanosine monophosphate-adenosine monophosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gildeuretinol acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zafirlukast	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GATAD2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
erythritol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C1QBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRF2BP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNA polymerase II	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
docosapentaenoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ORM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hydrochloric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ECSIT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UXT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hexachlorobenzene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKAP12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMARCB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
halofuginone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pepstatin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAV1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phosphatidylinositol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ocifisertib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SKAP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IgG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TY52156	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fasudil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APLNR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC6A3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Inflammasome	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POLB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ciprofibrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
