© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
MALAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFAIP6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BSCL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXQ1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-23 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATP6AP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HDAC2	0.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ketorolac	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PH-797804	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HYOU1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-24-3p (and other miRNAs w/seed GGCUCAG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ROCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mito-TEMPO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
grepafloxacin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOTCH4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RFXANK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JMF3086	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CGAS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acetaldehyde	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NRIP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
clarithromycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HTR1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UVRAG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COLGALT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RGS4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAEP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hif	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRK6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MK2206	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AIMP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXCR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OPA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C4B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
myxothiazol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAR501	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRC8A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NSG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHI3L1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLCG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-amanitin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chlorcyclizine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glyoxylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
psychosine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPP1R3A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
des-Arg-9 bradykinin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-138-5p (miRNAs w/seed GCUGGUG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vemurafenib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPRM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
F13A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RARG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
salmonella typhimurium lipopolysaccharide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PD 169316	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
histone H4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zerumbone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PX 478	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOCS6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOCS5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIGLEC16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
probucol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-lapachone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tilorone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(R)-limonene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
entolimod	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EED226	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
epalrestat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trans,trans-2,4-decadienal	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zVAD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
satratoxin G	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C/EBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RHBDD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trilostane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFATC1	0.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RC3H2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
14',15'-epoNADA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BIRC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dynamin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C1QTNF6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FPR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-455 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPP1R15A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HMGCR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MED16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CEBPG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
elastase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL6A3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF524	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phloretic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPHK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABCG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BEX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tropicamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
scopoletin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calcineurin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methionine sulfoxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bimekizumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLEC2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINE2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MCOLN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NXF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-196a-5p (and other miRNAs w/seed AGGUAGU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zidovudine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GAST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PKA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHTOP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MARCO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
polymyxin B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lidocaine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIWIL4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
allyl sulfide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-[[9-isopropyl-6-[[4-(2-pyridyl)phenyl]methylamino]purin-2-yl]amino]butan-1-ol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3,3'-iminodipropionitrile	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD200	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
oligodeoxynucleotide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-148 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEIH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.0
L-N6-(1-iminoethyl)-lysine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tat-psi-delta-RACK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sulfatides	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCAPG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trimethyloxamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAM10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTGES	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dinaciclib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FABP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GW-788388	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MCOLN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OCLN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LUM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AMG44	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NKX2-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sphingosylphosphocholine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UFD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SH2D5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
laduviglusib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIFC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PNPT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WAY 200070	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LILRA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NMNAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SAA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIGLEC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ING2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sorafenib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-365 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CP-55940	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
coumestrol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TSLP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
protectin D1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vitamin K2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
E2F5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDX-3379	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BNC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
salicylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AABR07066529.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EHMT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-210-3p (miRNAs w/seed UGUGCGU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
THAP11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
elocalcitol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSK3A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ganglioside GM3 (d18:1/16:0)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calcifediol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bee venom	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERW1041E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
defibrotide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
propolis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL17B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDKN2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC40A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-galactosidase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRT1720	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
thioctic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NMN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AZD8055	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ro-1138452	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC25A12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMARCC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLGRKT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAVIN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIPA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
doxazosin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
17-epi-resolvin D1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYP2C8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-16:0 lysophosphatidylcholine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR2F6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP2B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNA14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N(6)-carboxymethyl-L-lysine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
filipin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZC3H14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCBE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPS6KA5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PECAM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXADR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
adefovir dipivoxil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lanreotide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-204 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CARD9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pomegranate extract pill	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vidarabine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFAIP8L2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MGA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHS-828	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phenylephrine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PON3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STX11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
meloxicam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vasoactive intestinal peptide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LIPE	0.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N(1)-methylnicotinamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANKRD27	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OGG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBTB14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cobalt	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUC16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
linsitinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMB-100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
butylated hydroxytoluene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ML323	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nadifloxacin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
verapamil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lymphotoxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCAM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP2K7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF-562271	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acteoside	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KDM6B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chlormethiazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAAT3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DYRK1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UCN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S1PR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
platelet activating factor-C16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPINDOC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CACNA1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APLN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cannabidiol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLRP10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
baricitinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RTN4RL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POGLUT3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF710	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anisomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mesalamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C12-iE-DAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CENPN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Laminin (complex)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FSHR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ferric chloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VAV2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sudemycin D6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylthiouracil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TPG-1 proteoglycan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM164	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMPRSS6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
prednisolone acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX9:PTGDS gene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BPIFA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VPS37A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
D609	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methacholine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pSTAT3 (Tyr705) inhibitory peptide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMAD6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLEC4D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methimazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cytochalasin D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
butoxamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
jasplakinolide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBX21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
clofibric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APOC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-708	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHA-666859	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WNK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNAQ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cariporide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MS4A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ROBO3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cystamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IgG2b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Z-WEHD-FMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-24 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Am 580	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SETDB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
indolepropionic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cicaprost	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
eplerenone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EREG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ilomastat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YM-58483	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mir223hg	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TM5441	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STEAP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EFEMP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANP32E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMT1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIF1AN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNMT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
scoparone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMI1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FYN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mercaptosteroid 4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-acetylmuramyl-L-alanyl-D-isoglutamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPX8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DUSP14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPING1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YWHAB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
stallimycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
choline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF3C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ubiquitin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acolbifene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nomifensine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Adaptor protein 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P62-mediated mitophagy inducer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PYCARD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFAP2C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
