© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Opioid Signaling Pathway	1.49E00	4.27E-02	NaN	ADCY3,CAMK4,FOS,FOSB,GUCY1B1,LEF1,RAC3,RGS16,RGS20,RGS7,RPS6KA5,RYR3	
Apoptotic execution phase	1.49E00	7.69E-02	NaN	CLSPN,HMGB1,HMGB2,LMNB1	
Signaling by CSF1 (M-CSF) in myeloid cells	1.46E00	9.68E-02	NaN	CSF1R,GRAP2,PIK3CD	
Superpathway of Cholesterol Biosynthesis	1.46E00	9.68E-02	NaN	ACAT2,LBR,MSMO1	
Axonal Guidance Signaling	1.46E00	3.68E-02	NaN	ADAMTS1,ADAMTS15,ADAMTS6,CXCL12,EPHB6,FZD8,GLI2,HHIP,ITGB4,PAK3,PIK3CD,RAC3,RTN4R,SLIT1,SLIT2,TUBA3C,WNT3,WNT5B,WNT7B	
Preeclampsia Signaling Pathway	1.45E00	4.97E-02	NaN	CCN2,EDN1,FOS,FOXM1,FZD8,PIK3CD,PKN3,STOX1	
eNOS Signaling	1.45E00	4.97E-02	NaN	ADCY3,AQP4,CCNA2,CHRFAM7A,CHRNA5,GUCY1B1,NOSTRIN,PIK3CD	
Thyroid Cancer Signaling	1.45E00	6.41E-02	NaN	FOS,GDNF,IRS1,LEF1,PIK3CD	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	1.45E00	6.41E-02	NaN	FZD8,LEF1,WNT3,WNT5B,WNT7B	
Hepatic Fibrosis Signaling Pathway	1.45E00	3.85E-02	NaN	BCL2,CCN2,DIRAS3,EDN1,EZH2,FOS,FZD8,GLI2,ITGB4,LEF1,MYLK2,PIK3CD,RAC3,WNT3,WNT5B,WNT7B	
Nephron development	1.45E00	1.54E-01	NaN	LFNG,WT1	
Cholesterol Biosynthesis I	1.45E00	1.54E-01	NaN	LBR,MSMO1	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	1.45E00	1.54E-01	NaN	LBR,MSMO1	
Cholesterol Biosynthesis III (via Desmosterol)	1.45E00	1.54E-01	NaN	LBR,MSMO1	
HOTAIR Regulatory Pathway	1.4E00	4.85E-02	NaN	EZH2,FOXM1,LEF1,PIK3CD,RBM38,WNT3,WNT5B,WNT7B	
Nucleotide Excision Repair	1.38E00	5.5E-02	NaN	LIG1,PCNA,POLE2,RFC2,RFC3,RFC4	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.37E00	4.37E-02	NaN	BCL2,CSF1R,FOS,FZD8,LEF1,PIK3CD,TNFRSF11A,WNT3,WNT5B,WNT7B	
TCF dependent signaling in response to WNT	1.37E00	4.55E-02	NaN	FZD8,H2AX,H2AZ2,H2BC13,H2BC17,KREMEN2,LEF1,TERT,WNT3	
RUNX1 regulates megakaryocyte differentiation and platelet function	1.34E00	6.9E-02	NaN	H2AX,H2AZ2,H2BC13,H2BC17	
Asparagine Degradation I	1.34E00	5E-01	NaN	ASRGL1	
Putrescine Biosynthesis III	1.34E00	5E-01	NaN	ODC1	
Glycine Biosynthesis I	1.34E00	5E-01	NaN	SHMT1	
Activation of anterior HOX genes in hindbrain during early embryogenesis	1.33E00	5.95E-02	NaN	EZH2,H2AX,H2AZ2,H2BC13,H2BC17	
Pulmonary Healing Signaling Pathway	1.33E00	4.48E-02	NaN	CCNB1,CDC25C,CXCL12,FOXM1,FZD8,LEF1,WNT3,WNT5B,WNT7B	
Activation of NMDA receptors and postsynaptic events	1.32E00	5.88E-02	NaN	CAMK4,KPNA2,NRG1,NRGN,TUBA3C	
PCP (Planar Cell Polarity) Pathway	1.29E00	6.67E-02	NaN	FZD8,WNT3,WNT5B,WNT7B	
Bone Mineralization Signaling Pathway	1.29E00	4.86E-02	NaN	CYP24A1,FZD8,LEF1,SLC8A1,WNT3,WNT5B,WNT7B	
Granzyme B Signaling	1.28E00	1.25E-01	NaN	LMNB1,LMNB2	
D-myo-inositol (1,4,5)-trisphosphate Degradation	1.28E00	1.25E-01	NaN	IMPA2,INPP5J	
Replacement of protamines by nucleosomes in the male pronucleus	1.26E00	8.11E-02	NaN	H2AX,H2BC13,H2BC17	
ABRA Signaling Pathway	1.26E00	5.68E-02	NaN	CCN2,EGR1,FOS,FOSB,TPM1	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	1.26E00	4.17E-02	NaN	BCL2,CTSV,CXCL12,FZD8,IL17B,LEF1,PIK3CD,WNT3,WNT5B,WNT7B	
Cerebral Malformation Signaling Pathway	1.25E00	5.13E-02	NaN	CCNA2,CDK1,CKS1B,E2F1,KLF2,PIK3CD	
Regulation of Cellular Mechanics by Calpain Protease	1.25E00	5.62E-02	NaN	CCNA2,CCNE2,CDK1,CDK2,ITGB4	
Regulation of TP53 Expression and Degradation	1.24E00	7.89E-02	NaN	CCNA2,CDK1,CDK2	
Notch Signaling	1.24E00	7.89E-02	NaN	DTX4,HES1,LFNG	
RAN Signaling	1.23E00	1.18E-01	NaN	KPNA2,RANBP1	
Bladder Cancer Signaling	1.22E00	5.04E-02	NaN	E2F1,E2F2,E2F8,RBL1,RPS6KA5,SUV39H1	
Collagen degradation	1.21E00	6.25E-02	NaN	COL4A1,COL4A2,COL6A3,COL7A1	
PTEN Signaling	1.2E00	4.64E-02	NaN	BCL2,BCL2L11,INPP5J,ITGB4,PIK3CD,RAC3,TNFRSF11A	
Role of JAK2 in Hormone-like Cytokine Signaling	1.19E00	6.15E-02	NaN	BCL2,FOS,IRS1,SOCS3	
Renin-Angiotensin Signaling	1.18E00	4.92E-02	NaN	ADCY3,FOS,GUCY1B1,PAK3,PIK3CD,PTGER2	
Cyclophilin Signaling Pathway	1.17E00	4.02E-02	NaN	BIRC5,CXCL12,KLF2,LEF1,PIK3CD,PLK1,WNT3,WNT5B,WNT7B,ZBTB12	
Diphthamide Biosynthesis	1.17E00	3.33E-01	NaN	DPH6	
Serine Biosynthesis	1.17E00	3.33E-01	NaN	PHGDH	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	1.16E00	3.79E-02	NaN	BCL2,CAMK4,COL4A1,COL4A2,COL6A3,COL7A1,CSF1R,DIRAS3,FOS,PIK3CD,RAC3,TNFRSF11A	
DAG and IP3 signaling	1.16E00	7.32E-02	NaN	ADCY3,CAMK4,KPNA2	
RET signaling	1.16E00	7.32E-02	NaN	ARTN,GDNF,PIK3CD	
Collagen biosynthesis and modifying enzymes	1.15E00	5.97E-02	NaN	COL4A1,COL4A2,COL6A3,COL7A1	
Ribavirin ADME	1.15E00	5.97E-02	NaN	CIT,PIK3CD,PLK4,SLC29A1	
Class B/2 (Secretin family receptors)	1.15E00	5.26E-02	NaN	FZD8,PTHLH,UCN2,WNT3,WNT7B	
Apelin Liver Signaling Pathway	1.11E00	1E-01	NaN	EDN1,IRS1	
Vasopressin regulates renal water homeostasis via Aquaporins	1.11E00	6.98E-02	NaN	ADCY3,AQP4,MYO5B	
ROBO SLIT Signaling Pathway	1.1E00	4.69E-02	NaN	FOS,HES1,mir-25 (includes others),PAK3,SLIT1,SLIT2	
GP6 Signaling Pathway	1.1E00	4.69E-02	NaN	COL4A1,COL4A2,COL6A3,COL7A1,GRAP2,PIK3CD	
TP53 Regulates Transcription of DNA Repair Genes	1.1E00	5.71E-02	NaN	BRCA1,FANCD2,FANCI,FOS	
Glycation Signaling Pathway	1.09E00	4E-02	NaN	COL4A1,COL4A2,EGR1,FOS,HMGB1,IL17B,IRS1,PIK3CD,RAC3	
Melanocyte Development and Pigmentation Signaling	1.09E00	5.05E-02	NaN	ADCY3,BCL2,GUCY1B1,PIK3CD,RPS6KA5	
Glioma Invasiveness Signaling	1.08E00	5.63E-02	NaN	DIRAS3,HMMR,PIK3CD,RAC3	
HER-2 Signaling in Breast Cancer	1.07E00	3.96E-02	NaN	BCL2L11,BIRC5,CCNE2,ETS2,FOS,ITGB4,NRG1,PIK3CD,RBL1	
Formation of the ureteric bud	1.07E00	9.52E-02	NaN	GDNF,SLIT2	
Gene Silencing by RNA	1.05E00	4.9E-02	NaN	H2AX,H2AZ2,H2BC13,H2BC17,MYBL1	
mRNA 3 Prime End Processing Signaling Pathway	1.05E00	4.9E-02	NaN	BARD1,BRCA1,E2F1,E2F2,E2F8	
Neurotransmitter uptake and metabolism In glial cells	1.05E00	2.5E-01	NaN	SLC1A3	
Carnitine synthesis	1.05E00	2.5E-01	NaN	SHMT1	
ILK Signaling	1.04E00	4.06E-02	NaN	DIRAS3,FOS,IRS1,ITGB4,LEF1,PIK3CD,RAC3,RPS6KA5	
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	1.04E00	6.52E-02	NaN	BRCA1,CCNF,ETS2	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	1.04E00	9.09E-02	NaN	IMPA2,INPP5J	
Deubiquitination	1.03E00	3.77E-02	NaN	BARD1,BRCA1,CCNA2,CDC20,CDC25A,CDK1,CLSPN,H2BC13,H2BC17,SKP2	
Regulation of endogenous retroelements	1.02E00	4.81E-02	NaN	DPF1,H2AX,H2AZ2,H2BC13,H2BC17	
Signaling by Rho Family GTPases	1.02E00	3.75E-02	NaN	CIT,DIAPH3,DIRAS3,FOS,ITGB4,PAK3,PIK3CD,RAC3,SEPTIN4,STMN1	
Granzyme A Signaling	1.01E00	5.33E-02	NaN	HMGB2,LMNB1,LMNB2,NDUFA4L2	
IGF-1 Signaling	1.01E00	4.76E-02	NaN	CCN2,FOS,IRS1,PIK3CD,SOCS3	
G alpha (z) signalling events	9.97E-01	6.25E-02	NaN	ADCY3,RGS16,RGS20	
Inositol phosphate metabolism	9.97E-01	6.25E-02	NaN	IMPA2,INPP5J,NUDT11	
Leptin Signaling in Obesity	9.8E-01	5.19E-02	NaN	ADCY3,GUCY1B1,PIK3CD,SOCS3	
STAT3 Pathway	9.73E-01	4.32E-02	NaN	BCL2,CDC25A,CISH,IL27RA,SOCS3,TNFRSF11A	
Interleukin-7 signaling	9.72E-01	8.33E-02	NaN	CISH,IRS1	
Other interleukin signaling	9.72E-01	8.33E-02	NaN	CSF1R,SDC1	
Beta-catenin independent WNT signaling	9.7E-01	3.9E-02	NaN	CIT,FZD8,LEF1,mir-25 (includes others),PIK3CD,PLK4,RAC3,WNT5B	
Hypoxia Signaling in the Cardiovascular System	9.64E-01	5.13E-02	NaN	EDN1,UBE2C,UBE2S,UBE2T	
Transmission across Electrical Synapses	9.54E-01	2E-01	NaN	GJC1	
Pentose Phosphate Pathway (Oxidative Branch)	9.54E-01	2E-01	NaN	G6PD	
Myo-inositol Biosynthesis	9.54E-01	2E-01	NaN	IMPA2	
IL-7 Signaling Pathway	9.49E-01	5.06E-02	NaN	BCL2,CDC25A,CDK2,PIK3CD	
Role of Tissue Factor in Cancer	9.44E-01	3.85E-02	NaN	BCL2,BIRC5,CCN2,EGR1,FOS,PIK3CD,RBL1,RPS6KA5	
FAT10 Cancer Signaling Pathway	9.38E-01	5.88E-02	NaN	MAD2L1,MAD2L2,PCNA	
Degradation of the extracellular matrix	9.2E-01	4.94E-02	NaN	ADAMTS1,CTSV,FBN2,NID1	
Role of JAK family kinases in IL-6-type Cytokine Signaling	9.2E-01	4.94E-02	NaN	BIRC5,FOS,IL27RA,SOCS3	
O-linked glycosylation	9.07E-01	4.42E-02	NaN	ADAMTS1,ADAMTS15,ADAMTS6,B3GNT7,GALNT16	
PD-1, PD-L1 cancer immunotherapy pathway	8.95E-01	4.39E-02	NaN	CDK2,CIP2A,PIK3CD,SKP2,ZBTB12	
JAK/STAT Signaling	8.92E-01	4.82E-02	NaN	CISH,FOS,PIK3CD,SOCS3	
Syndecan interactions	8.87E-01	7.41E-02	NaN	ITGB4,SDC1	
UVB-Induced MAPK Signaling	8.83E-01	5.56E-02	NaN	FOS,PIK3CD,RPS6KA5	
Folate Polyglutamylation	8.8E-01	1.67E-01	NaN	SHMT1	
PI Metabolism	8.78E-01	4.76E-02	NaN	GDPD3,INPP5J,PIK3CD,TNFAIP8L1	
Signaling by PTK6	8.66E-01	5.45E-02	NaN	CDK2,NRG1,SOCS3	
Integrin cell surface interactions	8.65E-01	4.71E-02	NaN	COL4A1,COL4A2,COL6A3,COL7A1	
RAR Activation	8.64E-01	3.23E-02	NaN	ADCY3,DIRAS3,DPF1,FABP5,FOS,GDPD3,GUCY1B1,IL17B,ITGB3BP,KLF2,PIK3CD,RAC3,RPS6KA5,SOCS3	
RHO GTPases activate PKNs	8.61E-01	7.14E-02	NaN	CDC25C,PKN3	
CDP-diacylglycerol Biosynthesis I	8.61E-01	7.14E-02	NaN	GPAT3,MBOAT1	
NAD Signaling Pathway	8.5E-01	3.97E-02	NaN	NAPRT,PIK3CD,POLR2J2/POLR2J3,RYR3,SLC29A1,SLC7A5	
E3 ubiquitin ligases ubiquitinate target proteins	8.49E-01	5.36E-02	NaN	H2BC13,H2BC17,PCNA	
Chromatin organization	8.46E-01	3.53E-02	NaN	EZH2,H2AX,H2AZ2,H2BC13,H2BC17,KDM4D,NSD2,SUV39H1,YEATS4	
Sphingosine-1-phosphate Signaling	8.39E-01	4.2E-02	NaN	ADCY3,DIRAS3,GUCY1B1,PIK3CD,RAC3	
Myelination Signaling Pathway	8.37E-01	3.35E-02	NaN	FOS,FZD8,GLI2,IRS1,ITGB4,LMNB1,NRG1,PIK3CD,WNT3,WNT5B,WNT7B	
Role of p14/p19ARF in Tumor Suppression	8.37E-01	6.9E-02	NaN	E2F1,PIK3CD	
Amyloid fiber formation	8.26E-01	4.55E-02	NaN	H2AX,H2AZ1,H2BC13,H2BC17	
Neuroinflammation Signaling Pathway	8.25E-01	3.33E-02	NaN	BCL2,BIRC5,CSF1R,CXCL12,FOS,GDNF,HMGB1,PIK3CD,RAC3,SLC1A3,ZBTB12	
Fructose metabolism	8.18E-01	1.43E-01	NaN	KHK	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	8.18E-01	1.43E-01	NaN	TK1	
Signaling by PDGF	8.17E-01	5.17E-02	NaN	COL4A1,COL4A2,COL6A3	
NAFLD Signaling Pathway	8.15E-01	3.57E-02	NaN	BCL2L11,FOS,GPAT3,IL17B,IRS1,PIK3CD,SCD,SOCS3	
NAP1L1 Transcription Regulation Signaling Pathway	8.14E-01	4.49E-02	NaN	CCNB1,E2F1,PIK3CD,TUBA3C	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	8.13E-01	6.67E-02	NaN	GPAT3,MBOAT1	
Signaling by ERBB4	8.01E-01	5.08E-02	NaN	CXCL12,NRG1,STMN1	
Semaphorin Signaling in Neurons	8.01E-01	5.08E-02	NaN	DIRAS3,PAK3,RAC3	
Polyamine Regulation in Colon Cancer	8.01E-01	5.08E-02	NaN	BCL2L11,FOS,ODC1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	7.97E-01	4.07E-02	NaN	FZD8,PIK3CD,WNT3,WNT5B,WNT7B	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	7.91E-01	3.65E-02	NaN	BCL2,CCN2,COL4A1,COL4A2,COL6A3,COL7A1,EDN1	
Signaling by ALK	7.9E-01	6.45E-02	NaN	IRS1,PTN	
Regulation of the Epithelial-Mesenchymal Transition Pathway	7.75E-01	3.61E-02	NaN	EGR1,FZD8,LEF1,PIK3CD,WNT3,WNT5B,WNT7B	
RHO GTPases activate IQGAPs	7.69E-01	6.25E-02	NaN	IQGAP3,TUBA3C	
HMGB1 Signaling	7.68E-01	3.75E-02	NaN	DIRAS3,FOS,HMGB1,IL17B,PIK3CD,RAC3	
ERBB Signaling	7.66E-01	4.3E-02	NaN	FOS,NRG1,PAK3,PIK3CD	
NFE2L2 regulates pentose phosphate pathway genes	7.65E-01	1.25E-01	NaN	G6PD	
Sucrose Degradation V (Mammalian)	7.65E-01	1.25E-01	NaN	KHK	
BBSome Signaling Pathway	7.5E-01	3.04E-02	NaN	ADGRA2,CBX2,CELSR2,CXCL12,EZH2,FZD8,GLI2,GPR19,GPR3,GPR85,HTR1D,OXTR,PHF19,PLK1,PTGER2	
MAPK targets/ Nuclear events mediated by MAP kinases	7.48E-01	6.06E-02	NaN	FOS,RPS6KA5	
Inhibition of Angiogenesis by TSP1	7.48E-01	6.06E-02	NaN	GUCY1B1,SDC1	
Endocannabinoid Developing Neuron Pathway	7.48E-01	3.91E-02	NaN	ADCY3,BRCA1,GUCY1B1,PIK3CD,RAC3	
Transcriptional Regulation by MECP2	7.43E-01	4.76E-02	NaN	AURKB,CAMK4,LBR	
Transcriptional Regulatory Network in Embryonic Stem Cells	7.35E-01	3.66E-02	NaN	FZD8,OTX1,PIK3CD,WNT3,WNT5B,WNT7B	
Transcriptional regulation by RUNX3	7.32E-01	4.17E-02	NaN	BCL2L11,CCN2,HES1,LEF1	
Prolactin Signaling	7.32E-01	4.17E-02	NaN	FOS,IRS1,PIK3CD,SOCS3	
Human Embryonic Stem Cell Pluripotency	7.3E-01	3.5E-02	NaN	FZD8,KLF2,PIK3CD,TERT,WNT3,WNT5B,WNT7B	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	7.3E-01	3.39E-02	NaN	CLDN5,FOS,FOSB,FOSL1,GUCY1B1,NECTIN1,PIK3CD,RAC3	
ERB2-ERBB3 Signaling	7.29E-01	4.69E-02	NaN	ETV4,NRG1,PIK3CD	
Signaling by NOTCH2	7.28E-01	5.88E-02	NaN	HES1,NEURL1B	
Costimulation by the CD28 family	7.2E-01	3.82E-02	NaN	CIT,GRAP2,PAK3,PIK3CD,PLK4	
HGF Signaling	7.2E-01	3.82E-02	NaN	CDK2,ETS2,FOS,ITGB4,PIK3CD	
OAS antiviral response	7.19E-01	1.11E-01	NaN	OAS3	
Serine biosynthesis	7.19E-01	1.11E-01	NaN	PHGDH	
Oxytocin in Spinal Neurons Signaling Pathway	7.09E-01	5.71E-02	NaN	GUCY1B1,OXTR	
Protein Ubiquitination Pathway	6.9E-01	3.23E-02	NaN	BRCA1,CDC20,DNAJC9,SKP2,UBE2C,UBE2S,UBE2T,USP1,ZBTB12	
Abacavir ADME	6.89E-01	4.48E-02	NaN	CIT,PIK3CD,PLK4	
Serotonin Receptor Signaling	6.8E-01	2.98E-02	NaN	ADCY3,BCL2,CCNE2,CDK2,DIRAS3,EDN1,GUCY1B1,HTR1D,MYLK2,PAK3,PIK3CD,RAC3,RBL1,RYR3	
mRNA Editing	6.78E-01	1E-01	NaN	APOBEC3B	
Agrin Interactions at Neuromuscular Junction	6.76E-01	4.41E-02	NaN	NRG1,PAK3,RAC3	
RAC Signaling	6.67E-01	3.65E-02	NaN	IQGAP3,ITGB4,PAK3,PIK3CD,RAC3	
Ferroptosis Signaling Pathway	6.67E-01	3.65E-02	NaN	FANCD2,H2AX,H2AZ1,H2AZ2,RBL1	
Neddylation	6.65E-01	3.25E-02	NaN	BIRC5,BRCA1,CCNF,CISH,DTL,LRR1,SKP2,SOCS3	
WNT/β-catenin Signaling	6.64E-01	3.47E-02	NaN	FZD8,KREMEN2,LEF1,WNT3,WNT5B,WNT7B	
Role of JAK1 and JAK3 in γc Cytokine Signaling	6.64E-01	4.35E-02	NaN	IRS1,PIK3CD,SOCS3	
GPER1 signaling	6.6E-01	3.88E-02	NaN	ADCY3,CIT,PIK3CD,PLK4	
Activin Inhibin Signaling Pathway	6.47E-01	3.3E-02	NaN	CCN2,FOS,FOSB,FOSL1,FST,LEF1,PIK3CD	
G-Protein Coupled Receptor Signaling	6.45E-01	2.81E-02	NaN	ADCY3,ADGRA2,CAMK4,CELSR2,FOS,FZD8,GDPD3,GPR19,GPR3,GPR85,GUCY1B1,HTR1D,MYLK2,OXTR,PAK3,PIK3CD,PTGER2,RAC3,RGS16,RGS7	
Phenylalanine and tyrosine metabolism	6.42E-01	9.09E-02	NaN	ASRGL1	
NFE2L2 regulating tumorigenic genes	6.42E-01	9.09E-02	NaN	BCL2	
Pentose Phosphate Pathway	6.42E-01	9.09E-02	NaN	G6PD	
Ketolysis	6.42E-01	9.09E-02	NaN	ACAT2	
Glycine Betaine Degradation	6.42E-01	9.09E-02	NaN	SHMT1	
Folate Transformations I	6.42E-01	9.09E-02	NaN	SHMT1	
FLT3 Signaling	6.39E-01	5.13E-02	NaN	BCL2L11,GRAP2	
Signaling by NOTCH4	6.34E-01	3.55E-02	NaN	CIT,HES1,PIK3CD,PLK4,TACC3	
Sleep REM Signaling Pathway	6.31E-01	3.77E-02	NaN	EGR1,FOS,IL17B,RPS6KA5	
CDK5 Signaling	6.31E-01	3.77E-02	NaN	ADCY3,EGR1,FOSB,GUCY1B1	
Neurotransmitter release cycle	6.23E-01	5E-02	NaN	SLC1A3,TSPOAP1	
WNK Renal Signaling Pathway	6.22E-01	3.74E-02	NaN	BRCA1,IRS1,PIK3CD,RPS6KA5	
MSP-RON Signaling in Cancer Cells Pathway	6.19E-01	3.5E-02	NaN	ETS2,FOS,ITGB4,LEF1,PIK3CD	
Ephrin B Signaling	6.17E-01	4.11E-02	NaN	CXCL12,EPHB6,RAC3	
Telomerase Signaling	6.13E-01	3.7E-02	NaN	E2F1,ETS2,PIK3CD,TERT	
Hedgehog 'on' state	6.11E-01	3.47E-02	NaN	CIT,GLI2,HHIP,PIK3CD,PLK4	
Vitamin D (calciferol) metabolism	6.09E-01	8.33E-02	NaN	CYP24A1	
Signaling by LTK	6.09E-01	8.33E-02	NaN	IRS1	
Ketogenesis	6.09E-01	8.33E-02	NaN	ACAT2	
γ-glutamyl Cycle	6.09E-01	8.33E-02	NaN	CHAC2	
Mechanisms of Viral Exit from Host Cells	6.07E-01	4.88E-02	NaN	LMNB1,LMNB2	
ERK5 Signaling	6.06E-01	4.05E-02	NaN	FOS,FOSL1,RPS6KA5	
Phase II - Conjugation of compounds	6.04E-01	3.67E-02	NaN	CHAC2,GLYATL1,GLYATL2,SULT1E1	
Apelin Endothelial Signaling Pathway	6.03E-01	3.45E-02	NaN	ADCY3,FOS,GUCY1B1,KLF2,PIK3CD	
ERK/MAPK Signaling	5.96E-01	3.18E-02	NaN	ETS2,FOS,ITGB4,PAK3,PIK3CD,RAC3,RPS6KA5	
Gap Junction Signaling	5.92E-01	2.99E-02	NaN	ADCY3,BIRC5,GJC1,GUCY1B1,LEF1,OXTR,PIK3CD,PTGER2,SKP2,TUBA3C	
Endocannabinoid Cancer Inhibition Pathway	5.88E-01	3.4E-02	NaN	ADCY3,CCNE2,GUCY1B1,LEF1,PIK3CD	
Semaphorin Neuronal Repulsive Signaling Pathway	5.88E-01	3.4E-02	NaN	CSPG5,GUCY1B1,ITGB4,PAK3,PIK3CD	
Interleukin-4 and Interleukin-13 signaling	5.87E-01	3.6E-02	NaN	BCL2,BIRC5,FOS,SOCS3	
Regulation of Actin-based Motility by Rho	5.87E-01	3.6E-02	NaN	DIRAS3,ITGB4,PAK3,RAC3	
α-Adrenergic Signaling	5.87E-01	3.6E-02	NaN	ADCY3,CAMK4,GUCY1B1,SLC8A1	
Interferon alpha/beta signaling	5.85E-01	3.95E-02	NaN	EGR1,OAS3,SOCS3	
Macropinocytosis Signaling	5.85E-01	3.95E-02	NaN	CSF1R,ITGB4,PIK3CD	
Trafficking and processing of endosomal TLR	5.79E-01	7.69E-02	NaN	CTSV	
Cytosolic iron-sulfur cluster assembly	5.79E-01	7.69E-02	NaN	BRIP1	
Passive transport by Aquaporins	5.79E-01	7.69E-02	NaN	AQP4	
Advanced glycosylation endproduct receptor signaling	5.79E-01	7.69E-02	NaN	HMGB1	
Mitochondrial calcium ion transport	5.79E-01	7.69E-02	NaN	MCUB	
Transcriptional regulation of testis differentiation	5.79E-01	7.69E-02	NaN	WT1	
Thrombin Signaling	5.78E-01	3.14E-02	NaN	ADCY3,ARHGEF39,CAMK4,DIRAS3,GUCY1B1,PIK3CD,RAC3	
Transport of vitamins, nucleosides, and related molecules	5.78E-01	4.65E-02	NaN	SLC29A1,SLCO4A1	
Smooth Muscle Contraction	5.78E-01	4.65E-02	NaN	GUCY1B1,TPM1	
B Cell Activating Factor Signaling	5.78E-01	4.65E-02	NaN	FOS,TNFRSF13C	
Signaling by NOTCH1	5.74E-01	3.9E-02	NaN	DTX4,HES1,NEURL1B	
SUMOylation of DNA damage response and repair proteins	5.74E-01	3.9E-02	NaN	BLM,BRCA1,CBX2	
Angiopoietin Signaling	5.74E-01	3.9E-02	NaN	BIRC5,PAK3,PIK3CD	
Cardiac Hypertrophy Signaling (Enhanced)	5.67E-01	2.79E-02	NaN	ADCY3,DIAPH3,EDN1,FZD8,GDPD3,GUCY1B1,IL17B,IL27RA,ITGB4,PIK3CD,RPS6KA5,RYR3,WNT3,WNT5B,WNT7B	
VDR/RXR Activation	5.64E-01	3.85E-02	NaN	CYP24A1,HES1,WT1	
Renal Cell Carcinoma Signaling	5.64E-01	3.85E-02	NaN	FOS,PAK3,PIK3CD	
Elastic fibre formation	5.64E-01	4.55E-02	NaN	FBN2,LTBP4	
Netrin-1 signaling	5.64E-01	4.55E-02	NaN	SLIT1,SLIT2	
TP53 Regulates Transcription of Cell Death Genes	5.64E-01	4.55E-02	NaN	BIRC5,TP73	
Aspirin ADME	5.64E-01	4.55E-02	NaN	GLYATL1,GLYATL2	
Hedgehog 'off' state	5.62E-01	3.51E-02	NaN	ADCY3,GLI2,SKP2,TUBA3C	
Dilated Cardiomyopathy Signaling Pathway	5.59E-01	3.31E-02	NaN	ADCY3,BCL2,CAMK4,GUCY1B1,TPM1	
Factors Promoting Cardiogenesis in Vertebrates	5.59E-01	3.31E-02	NaN	FZD8,LEF1,WNT3,WNT5B,WNT7B	
KEAP1-NFE2L2 pathway	5.53E-01	3.29E-02	NaN	BRCA1,CIT,PIK3CD,PLK4,SKP2	
Acetylcholine binding and downstream events	5.52E-01	7.14E-02	NaN	CHRNA5	
Metabolism of nitric oxide: NOS3 activation and regulation	5.52E-01	7.14E-02	NaN	NOSTRIN	
Regulation of TP53 Activity through Association with Co-factors	5.52E-01	7.14E-02	NaN	TP73	
Tryptophan catabolism	5.52E-01	7.14E-02	NaN	SLC7A5	
Formation of axial mesoderm	5.52E-01	7.14E-02	NaN	LEF1	
Guanosine Nucleotides Degradation III	5.52E-01	7.14E-02	NaN	NT5M	
S100 Family Signaling Pathway	5.51E-01	2.69E-02	NaN	ADGRA2,BCL2,CELSR2,ETV4,FOS,FZD8,GPR19,GPR3,GPR85,HTR1D,LEF1,MCAM,OXTR,PIK3CD,PTGER2,RAC3,S100A2,TPM1,WNT3,WNT5B,WNT7B	
Carboxyterminal post-translational modifications of tubulin	5.5E-01	4.44E-02	NaN	TUBA3C,VASH2	
G alpha (12/13) signalling events	5.45E-01	3.75E-02	NaN	ARHGEF39,ECT2,NET1	
IL-17A Signaling in Fibroblasts	5.45E-01	3.75E-02	NaN	BCL2,CXCL12,FOS	
Macrophage Alternative Activation Signaling Pathway	5.37E-01	3.12E-02	NaN	CSF1R,FOS,IRS1,PIK3CD,RPS6KA5,SOCS3	
M-decay: degradation of maternal mRNAs by maternally stored factors	5.37E-01	4.35E-02	NaN	BIRC5,KPNA2	
IL-23 Signaling Pathway	5.37E-01	4.35E-02	NaN	PIK3CD,SOCS3	
Chemokine Signaling	5.35E-01	3.7E-02	NaN	CAMK4,CXCL12,FOS	
Corticotropin Releasing Hormone Signaling	5.32E-01	3.23E-02	NaN	ADCY3,CAMK4,FOS,GLI2,GUCY1B1	
Autism Signaling Pathway	5.32E-01	2.91E-02	NaN	FZD8,GLI2,IL17B,LEF1,PIK3CD,WNT3,WNT5B,WNT7B,ZBTB12	
Regulation of cholesterol biosynthesis by SREBP (SREBF)	5.26E-01	6.67E-02	NaN	INSIG1	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	5.26E-01	6.67E-02	NaN	CCN2	
