© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Protein Kinase A Signaling	1.29E00	3.54E-02	NaN	ADCY2,ADCY5,ADCY8,CNGB3,GNG4,H3C14,NGFR,PDE2A,PDE3B,PRKAR1B,PTPRC,PTPRU,SFN,TTN	
Noradrenaline and Adrenaline Degradation	1.28E00	7.69E-02	NaN	ADH7,DHRS2,MAOB	
Role of JAK2 in Hormone-like Cytokine Signaling	1.28E00	6.15E-02	NaN	CYP3A4,CYP3A7,PGF,PRLR	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	1.27E00	4.84E-02	NaN	AMBN,AMTN,GPC3,IGFBP2,ITIH2,PCSK9	
Thrombin Signaling	1.26E00	4.04E-02	NaN	ADCY2,ADCY5,ADCY8,CAMK1G,GNA15,GNAO1,GNG4,RND1,RND3	
Class C/3 (Metabotropic glutamate/pheromone receptors)	1.26E00	7.5E-02	NaN	GABBR2,GRM8,TAS2R1	
Abacavir ADME	1.24E00	5.97E-02	NaN	CDKL1,SPHK1,STK32A,STK32B	
Neutrophil degranulation	1.24E00	3.35E-02	NaN	ADA2,CD177,CDA,CR1,CYBB,DSC1,IRAG2,ITGAM,NFASC,PLAC8,PNP,PTAFR,PTPRC,SLC11A1,STOM,TNFRSF1B	
Acetone Degradation I (to Methylglyoxal)	1.23E00	7.32E-02	NaN	CYP3A4,CYP3A7,DHRS11	
Endocannabinoid Developing Neuron Pathway	1.22E00	4.69E-02	NaN	ADCY2,ADCY5,ADCY8,GNAO1,GNG4,PRKAR1B	
LPS/IL-1 Mediated Inhibition of RXR Function	1.21E00	3.69E-02	NaN	ABCG8,CYP3A4,CYP3A7,GSTO2,IL1RN,MAOB,NGFR,NR1I2,NR1I3,PPARGC1A,TNFRSF1B	
Leukocyte Extravasation Signaling	1.21E00	4.12E-02	NaN	BMX,BTK,CYBB,ITGAM,ITK,MMP23B,NCF2,TIMP4	
HEY1 Signaling Pathway	1.21E00	4.35E-02	NaN	BMPR1B,CDKN1A,ERBB4,JAG1,MMP23B,NOTCH4,PGF	
Role of NFAT in Cardiac Hypertrophy	1.2E00	3.93E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,CAMK1G,GNG4,PRKAR1B	
FXR/RXR Activation	1.2E00	4.1E-02	NaN	ABCG8,CYP3A4,DDIT3,GSTO2,IL1RN,MTTP,NR1I2,PPARGC1A	
Intracellular oxygen transport	1.2E00	3.33E-01	NaN	CYGB	
Tetrahydrobiopterin Biosynthesis I	1.2E00	3.33E-01	NaN	GCH1	
Xanthine and Xanthosine Salvage	1.2E00	3.33E-01	NaN	PNP	
Tetrahydrobiopterin Biosynthesis II	1.2E00	3.33E-01	NaN	GCH1	
LXR/RXR Activation	1.19E00	4.62E-02	NaN	ABCG4,ABCG8,IL1RN,MSR1,NGFR,TNFRSF1B	
Melanocyte Development and Pigmentation Signaling	1.19E00	5.05E-02	NaN	ADCY2,ADCY5,ADCY8,KITLG,PRKAR1B	
TR/RXR Activation	1.18E00	4.58E-02	NaN	ATP2A1,H3C14,PDE3B,PGF,PPARGC1A,UCP2	
Synaptic Long Term Depression	1.17E00	4.04E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,GNA15,GNAO1,GRM8,PLB1,PPM1J	
HOTAIR Regulatory Pathway	1.16E00	4.24E-02	NaN	CDKN1A,ESR1,ESR2,H3C14,MMP23B,WNT2,WNT9A	
Purine Nucleotides Degradation II (Aerobic)	1.16E00	1E-01	NaN	ADA2,PNP	
Netrin-1 signaling	1.16E00	6.82E-02	NaN	ABLIM1,TRPC3,TRPC4	
Retinoid metabolism and transport	1.16E00	6.82E-02	NaN	AKR1B10,GPC3,PLB1	
Gene Silencing by RNA	1.15E00	4.9E-02	NaN	DDX4,H2BC11,PIWIL2,TDRD9,TDRKH	
Oxytocin in Brain Signaling Pathway	1.14E00	3.98E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,DDIT3,GNAO1,GNG4,NLRP10,PLB1	
Interleukin-10 signaling	1.13E00	6.67E-02	NaN	IL1RN,PTAFR,TNFRSF1B	
ID1 Signaling Pathway	1.13E00	3.96E-02	NaN	ATF3,BMPR1B,CDKN1A,CHRNA3,NGFR,PGF,PLAC8,TNFRSF1B	
Ephrin Receptor Signaling	1.13E00	3.96E-02	NaN	EPHA10,GNA15,GNAO1,GNG4,ITGA8,ITGA9,ITGAM,PGF	
Mitochondrial Dysfunction	1.13E00	3.48E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,CAPN3,CAPN6,CAPN8,MAOB,MAPT,PPARGC1A,PPIF,PRKAR1B,UCP2	
Atherosclerosis Signaling	1.12E00	4.41E-02	NaN	ALOXE3,COL5A3,F3,IL1RN,MSR1,PLB1	
Sheddase Signaling Pathway	1.11E00	3.92E-02	NaN	AREG,CCN3,CCRL2,COL4A6,ERBB4,HGF,IGFBP2,MMP23B	
Apelin Pancreas Signaling Pathway	1.11E00	6.52E-02	NaN	DDIT3,PDE3B,PRKAR1B	
Cargo recognition for clathrin-mediated endocytosis	1.1E00	4.76E-02	NaN	ADRB2,AREG,IL7R,SGIP1,SNAP91	
Hereditary Breast Cancer Signaling	1.09E00	4.35E-02	NaN	CDKN1A,DDB2,ESR1,HGF,PGF,SFN	
STAT3 Pathway	1.08E00	4.32E-02	NaN	BMPR1B,CDKN1A,HGF,IL22RA1,IL7R,NGFR	
Plasma lipoprotein assembly, remodeling, and clearance	1.08E00	5.26E-02	NaN	APOBR,CES3,MTTP,PCSK9	
Extracellular matrix organization	1.08E00	4.67E-02	NaN	COL4A6,COL5A3,ITGA8,ITGA9,MUSK	
Post-translational protein phosphorylation	1.08E00	4.67E-02	NaN	AMBN,AMTN,GPC3,ITIH2,PCSK9	
NGF processing	1.08E00	2.5E-01	NaN	NGF	
Galactose catabolism	1.08E00	2.5E-01	NaN	GALE	
Guanine and Guanosine Salvage I	1.08E00	2.5E-01	NaN	PNP	
Ascorbate Recycling (Cytosolic)	1.08E00	2.5E-01	NaN	GSTO2	
Adenine and Adenosine Salvage I	1.08E00	2.5E-01	NaN	PNP	
Signaling by NOTCH4	1.06E00	4.26E-02	NaN	CDKL1,JAG1,NOTCH4,SPHK1,STK32A,STK32B	
Netrin Signaling	1.06E00	4E-02	NaN	ABLIM1,ADORA2B,CACNA1C,CACNA1E,CACNA2D3,DRAXIN,PRKAR1B	
TP53 Regulates Transcription of Cell Cycle Genes	1.05E00	6.12E-02	NaN	BTG2,CDKN1A,SFN	
PFKFB4 Signaling Pathway	1.05E00	6.12E-02	NaN	GCK,HKDC1,PRKAR1B	
RAR Activation	1.04E00	3.23E-02	NaN	ADCY2,ADCY5,ADCY8,ADH7,CDKN1A,CNGB3,CRABP2,GNA15,PDE2A,PDE3B,PPARGC1A,PRKAR1B,RND1,RND3	
Sphingolipid metabolism	1.04E00	4.55E-02	NaN	ACER2,B3GNT5,NEU4,SPHK1,ST8SIA5	
Regulation of Actin-based Motility by Rho	1.03E00	4.5E-02	NaN	ITGA8,ITGA9,ITGAM,RND1,RND3	
nNOS Signaling in Neurons	1.03E00	6E-02	NaN	CAPN3,CAPN6,CAPN8	
Interleukin-7 signaling	1.02E00	8.33E-02	NaN	HGF,IL7R	
RHO GTPases Activate NADPH Oxidases	1.02E00	8.33E-02	NaN	CYBB,NCF2	
Vitamin-C Transport	1.02E00	8.33E-02	NaN	GSTO2,STOM	
Cell surface interactions at the vascular wall	1.02E00	3.74E-02	NaN	CD177,GRB14,INPP5D,ITGAM,MERTK,PSG3,PSG7,PSG8	
Apelin Endothelial Signaling Pathway	1.02E00	4.14E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,GNAO1,GNG4	
Degradation of the extracellular matrix	1E00	4.94E-02	NaN	ADAMTS18,CAPN3,CAPN6,CAPN8	
Apoptotic execution phase	9.87E-01	5.77E-02	NaN	BMX,DSG3,MAPT	
Signaling by MST1	9.84E-01	2E-01	NaN	MST1R	
Intestinal absorption	9.84E-01	2E-01	NaN	SLC5A1	
Protein Citrullination	9.84E-01	2E-01	NaN	PADI3	
Melatonin Degradation II	9.84E-01	2E-01	NaN	MAOB	
Galactose Degradation I (Leloir Pathway)	9.84E-01	2E-01	NaN	GALE	
Lactose Degradation III	9.84E-01	2E-01	NaN	LCT	
Acetate Conversion to Acetyl-CoA	9.84E-01	2E-01	NaN	ACSS1	
WNT ligand biogenesis and trafficking	9.64E-01	7.69E-02	NaN	WNT2,WNT9A	
Interleukin-20 family signaling	9.64E-01	7.69E-02	NaN	IL22RA1,IL24	
Bupropion Degradation	9.64E-01	7.69E-02	NaN	CYP3A4,CYP3A7	
Ethanol Degradation IV	9.64E-01	7.69E-02	NaN	ACSS1,CYGB	
Xenobiotic Metabolism PXR Signaling Pathway	9.61E-01	3.62E-02	NaN	CES3,CYP3A4,CYP3A7,GSTO2,MAOB,NR1I2,PPARGC1A,PRKAR1B	
ESR-mediated signaling	9.42E-01	4.24E-02	NaN	ERBB4,ESR1,ESR2,GREB1,H2BC11	
Effects of PIP2 hydrolysis	9.37E-01	7.41E-02	NaN	DGKI,TRPC3	
ATF4 activates genes in response to endoplasmic reticulum stress	9.37E-01	7.41E-02	NaN	ATF3,DDIT3	
Digestion	9.37E-01	7.41E-02	NaN	CEL,LCT	
Senescence Pathway	9.15E-01	3.32E-02	NaN	ASXL3,ATF3,CACNA1C,CACNA1E,CACNA2D3,CAPN3,CAPN6,CAPN8,CDKN1A,PPM1J	
Phototransduction Pathway	9.15E-01	5.36E-02	NaN	CNGB3,PRKAR1B,RGS9	
Choline catabolism	9.09E-01	1.67E-01	NaN	DMGDH	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	9.01E-01	3.65E-02	NaN	CYBB,NCF2,NGFR,PPM1J,RND1,RND3,TNFRSF1B	
Pathogen Induced Cytokine Storm Signaling Pathway	8.87E-01	3.14E-02	NaN	COL17A1,COL21A1,COL22A1,COL4A6,COL5A3,EOMES,IL1RN,NGFR,NLRP10,PGF,PRDM1,TNFRSF1B	
p75 NTR receptor-mediated signalling	8.86E-01	3.8E-02	NaN	CDKL1,NGF,NGFR,SPHK1,STK32A,STK32B	
SUMOylation of intracellular receptors	8.86E-01	6.9E-02	NaN	ESR1,NR1I2	
TNFs bind their physiological receptors	8.86E-01	6.9E-02	NaN	EDA2R,TNFRSF1B	
Endothelin-1 Signaling	8.85E-01	3.61E-02	NaN	ADCY2,ADCY5,ADCY8,EDNRA,GNA15,GNAO1,PLB1	
RAB GEFs exchange GTP for GDP on RABs	8.79E-01	4.44E-02	NaN	DENND2D,RAB39A,RAB39B,RAB3IL1	
Microautophagy Signaling Pathway	8.77E-01	3.77E-02	NaN	COL17A1,COL21A1,COL22A1,COL4A6,COL5A3,SPATA18	
Synaptic Long Term Potentiation	8.76E-01	4.03E-02	NaN	ADCY8,CACNA1C,GNA15,GRM8,PRKAR1B	
L1CAM interactions	8.76E-01	4.03E-02	NaN	DCX,ITGA9,NFASC,NRCAM,SCN7A	
p38 MAPK Signaling	8.76E-01	4.03E-02	NaN	DDIT3,H3C14,IL1RN,MAPT,TNFRSF1B	
Signaling by ERBB4	8.66E-01	5.08E-02	NaN	ERBB4,ESR1,GABRG3	
Semaphorin Signaling in Neurons	8.66E-01	5.08E-02	NaN	RND1,RND3,SEMA4D	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	8.62E-01	6.67E-02	NaN	GCK,PPARGC1A	
Tryptophan Degradation X (Mammalian, via Tryptamine)	8.62E-01	6.67E-02	NaN	AKR1B10,MAOB	
CDX Gastrointestinal Cancer Signaling Pathway	8.6E-01	3.55E-02	NaN	CDH17,CYBB,LCT,NCF2,SLC15A1,WNT2,WNT9A	
PPARα/RXRα Activation	8.52E-01	3.54E-02	NaN	ADCY2,ADCY5,ADCY8,ADIPOQ,GNA15,PPARGC1A,PRKAR1B	
Iron uptake and transport	8.5E-01	5E-02	NaN	ATP6V0D2,SLC40A1,STEAP4	
Epithelial-Mesenchymal Transition (EMT) during gastrulation	8.47E-01	1.43E-01	NaN	EOMES	
Mitochondrial Uncoupling	8.47E-01	1.43E-01	NaN	UCP2	
Arsenate Detoxification I (Glutaredoxin)	8.47E-01	1.43E-01	NaN	PNP	
Phosphatidylcholine Biosynthesis I	8.47E-01	1.43E-01	NaN	PCYT1B	
Ceramide Degradation	8.47E-01	1.43E-01	NaN	ACER2	
Post-translational modification: synthesis of GPI-anchored proteins	8.43E-01	4.3E-02	NaN	ART3,LY6D,LYPD5,NTNG2	
Signaling by BMP	8.39E-01	6.45E-02	NaN	BMPR1B,INHBA	
Signaling by ALK	8.39E-01	6.45E-02	NaN	MDK,PRDM1	
Human Embryonic Stem Cell Pluripotency	8.36E-01	3.5E-02	NaN	BMPR1B,INHBA,NGF,SPHK1,TFCP2L1,WNT2,WNT9A	
ROBO SLIT Signaling Pathway	8.35E-01	3.91E-02	NaN	CDKN1A,PAX5,PGF,PRKAR1B,ROBO4	
Assembly of collagen fibrils and other multimeric structures	8.35E-01	4.92E-02	NaN	COL17A1,COL4A6,COL5A3	
Clathrin-mediated endocytosis	8.25E-01	3.88E-02	NaN	ADRB2,AREG,IL7R,SGIP1,SNAP91	
Adrenomedullin signaling pathway	8.21E-01	3.47E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,IL1RN,PRKAR1B,TTN	
Primary Immunodeficiency Signaling	8.2E-01	4.84E-02	NaN	BTK,IL7R,PTPRC	
Class B/2 (Secretin family receptors)	8.19E-01	4.21E-02	NaN	GNG4,VIP,WNT2,WNT9A	
MITF-M-dependent gene expression	8.19E-01	4.21E-02	NaN	CDKN1A,GPR143,MYRIP,PPARGC1A	
G-protein beta:gamma signalling	8.17E-01	6.25E-02	NaN	BTK,GNG4	
Thrombin signalling through proteinase activated receptors (PARs)	8.17E-01	6.25E-02	NaN	GNA15,GNG4	
Surfactant metabolism	8.17E-01	6.25E-02	NaN	ADA2,ADORA2B	
Neuroprotective Role of THOP1 in Alzheimer's Disease	8.16E-01	3.85E-02	NaN	MAPT,PRKAR1B,ST14,TMPRSS11D,TMPRSS11E	
Costimulation by the CD28 family	8.06E-01	3.82E-02	NaN	BTLA,CDKL1,SPHK1,STK32A,STK32B	
HGF Signaling	8.06E-01	3.82E-02	NaN	CDKN1A,HGF,ITGA8,ITGA9,ITGAM	
Triacylglycerol Degradation	8.05E-01	4.76E-02	NaN	CEL,CES3,PLB1	
Signal amplification	7.96E-01	6.06E-02	NaN	GNA15,GNG4	
TNFR2 Signaling	7.96E-01	6.06E-02	NaN	TNFRSF1B,TRAF1	
Superoxide Radicals Degradation	7.93E-01	1.25E-01	NaN	CYGB	
Collagen degradation	7.91E-01	4.69E-02	NaN	COL17A1,COL4A6,COL5A3	
Semaphorin interactions	7.91E-01	4.69E-02	NaN	PTPRC,RND1,SEMA4D	
UFMylation Signaling Pathway	7.91E-01	4.69E-02	NaN	ESR1,H3C14,UFSP1	
Gαq Signaling	7.9E-01	3.55E-02	NaN	BTK,GNA15,GNAO1,GNG4,RND1,RND3	
fMLP Signaling in Neutrophils	7.87E-01	3.76E-02	NaN	CYBB,GNA15,GNAO1,GNG4,NCF2	
Gα12/13 Signaling	7.78E-01	3.73E-02	NaN	BTK,CDH17,CDH26,CDH3,CDH7	
P2Y Purinergic Receptor Signaling Pathway	7.78E-01	3.73E-02	NaN	ADCY2,ADCY5,ADCY8,GNG4,PRKAR1B	
Signaling by NOTCH2	7.75E-01	5.88E-02	NaN	JAG1,MDK	
Methylglyoxal Degradation III	7.75E-01	5.88E-02	NaN	AKR1B10,DHRS11	
Protein folding	7.74E-01	4.04E-02	NaN	GNA15,GNG4,RGS9,SPHK1	
CLEAR Signaling Pathway	7.73E-01	3.16E-02	NaN	ATP6V0D2,BMPR1B,HGF,IFI30,NGFR,PPARGC1A,PPM1J,SFN,TNFRSF1B	
Induction of Apoptosis by HIV1	7.63E-01	4.55E-02	NaN	NGFR,TNFRSF1B,TRAF1	
Nucleotide catabolism	7.56E-01	5.71E-02	NaN	PNP,UPP1	
RAC Signaling	7.5E-01	3.65E-02	NaN	CYBB,ITGA8,ITGA9,ITGAM,NCF2	
Atorvastatin ADME	7.47E-01	1.11E-01	NaN	CYP3A4	
Sphingosine and Sphingosine-1-phosphate Metabolism	7.47E-01	1.11E-01	NaN	ACER2	
Histidine Degradation III	7.47E-01	1.11E-01	NaN	FTCD	
Docosahexaenoic Acid (DHA) Signaling	7.43E-01	3.19E-02	NaN	ADCY2,ADCY5,ADCY8,HGF,NGFR,PLB1,PRKAR1B,TNFRSF1B	
Pyroptosis Signaling Pathway	7.42E-01	3.92E-02	NaN	NGFR,NLRP10,PRKAR1B,TNFRSF1B	
RHO GTPase cycle	7.39E-01	2.89E-02	NaN	ARHGAP44,CYBB,DDX4,FGD5,GOLGA8K (includes others),JAG1,MPP7,NCF2,PRAG1,RND1,RND3,STOM,WIPF3	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	7.37E-01	5.56E-02	NaN	CDKN1A,ESR1	
Xenobiotic Metabolism Signaling	7.33E-01	3.02E-02	NaN	CAMK1G,CES3,CYP3A4,CYP3A7,GSTO2,MAOB,NR1I2,NR1I3,PPARGC1A,PPM1J	
FAK Signaling	7.26E-01	2.61E-02	NaN	ADGRB3,ADORA2B,ADRB2,CAPN3,CAPN6,CAPN8,CCRL2,EDNRA,GABBR2,GALR2,GPR143,GPR156,GPR87,GRM8,GRPR,IL22RA1,IL7R,ITGA8,ITGA9,ITGAM,LGR5,MC5R,NPFFR2,PTAFR,RXFP1,S1PR3,S1PR4	
Ephrin A Signaling	7.24E-01	3.57E-02	NaN	CYBB,EPHA10,HGF,NGFR,PRKAR1B	
Detoxification of Reactive Oxygen Species	7.18E-01	5.41E-02	NaN	CYBB,NCF2	
IGF-1 Signaling	7.12E-01	3.81E-02	NaN	CCN3,IGFBP2,PRKAR1B,SFN	
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	7.06E-01	1E-01	NaN	EOMES	
ATF6 (ATF6-alpha) activates chaperone genes	7.06E-01	1E-01	NaN	DDIT3	
mRNA Editing	7.06E-01	1E-01	NaN	APOBEC3H	
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	7.06E-01	1E-01	NaN	CR1	
Prednisone ADME	7.06E-01	1E-01	NaN	CYP3A4	
Apoptosis Signaling	7.02E-01	3.77E-02	NaN	CAPN3,CAPN6,CAPN8,TNFRSF1B	
Cell Cycle Regulation by BTG Family Proteins	7.01E-01	5.26E-02	NaN	BTG2,PPM1J	
Glioma Invasiveness Signaling	6.99E-01	4.23E-02	NaN	RND1,RND3,TIMP4	
Hematoma Resolution Signaling Pathway	6.94E-01	3.09E-02	NaN	CYBB,CYGB,ITGAM,MERTK,MMP23B,S1PR3,S1PR4,UCP2	
ERK/MAPK Signaling	6.93E-01	3.18E-02	NaN	ESR1,H3C14,ITGA8,ITGA9,ITGAM,PPM1J,PRKAR1B	
Signaling by VEGF	6.92E-01	3.74E-02	NaN	CYBB,NCF2,PGF,SPHK1	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	6.91E-01	3.47E-02	NaN	IL1RN,MMP23B,NGFR,PGF,TNFRSF1B	
Nuclear Cytoskeleton Signaling Pathway	6.87E-01	3.17E-02	NaN	CDH17,CDH26,CDH3,CDH7,ITGA8,ITGA9,ITGAM	
Formation of Fibrin Clot (Clotting Cascade)	6.84E-01	5.13E-02	NaN	CD177,F3	
Complement System	6.84E-01	5.13E-02	NaN	CR1,ITGAM	
Transport of inorganic cations/anions and amino acids/oligopeptides	6.83E-01	3.7E-02	NaN	SLC12A1,SLC15A1,SLC26A3,SLC36A2	
PPAR Signaling	6.83E-01	3.7E-02	NaN	IL1RN,NGFR,PPARGC1A,TNFRSF1B	
Aryl Hydrocarbon Receptor Signaling	6.82E-01	3.28E-02	NaN	CDKN1A,CYP3A4,CYP3A7,ESR1,ESR2,GSTO2	
Ephrin B Signaling	6.76E-01	4.11E-02	NaN	GNA15,GNAO1,GNG4	
Aspartate and asparagine metabolism	6.69E-01	9.09E-02	NaN	FOLH1	
NFE2L2 regulating tumorigenic genes	6.69E-01	9.09E-02	NaN	AREG	
Glycine Betaine Degradation	6.69E-01	9.09E-02	NaN	DMGDH	
Interleukin-4 and Interleukin-13 signaling	6.55E-01	3.6E-02	NaN	CDKN1A,HGF,ITGAM,TNFRSF1B	
Nicotine Degradation III	6.53E-01	4E-02	NaN	ADH7,CYP3A4,CYP3A7	
Autism Signaling Pathway	6.38E-01	2.91E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,GRM8,HGF,IL1RN,PRKAR1B,WNT2,WNT9A	
Peptide hormone biosynthesis	6.36E-01	8.33E-02	NaN	INHBA	
Butyrophilin (BTN) family interactions	6.36E-01	8.33E-02	NaN	PPL	
Hematopoiesis from Multipotent Stem Cells	6.36E-01	8.33E-02	NaN	KITLG	
Pre-NOTCH Expression and Processing	6.31E-01	3.9E-02	NaN	ATP2A1,H2BC11,NOTCH4	
KEAP1-NFE2L2 pathway	6.29E-01	3.29E-02	NaN	CDKL1,CDKN1A,SPHK1,STK32A,STK32B	
Hedgehog 'off' state	6.29E-01	3.51E-02	NaN	ADCY2,ADCY5,ADCY8,PRKAR1B	
Signaling by SCF-KIT	6.21E-01	4.65E-02	NaN	KITLG,PTPRU	
PKR-mediated signaling	6.21E-01	3.85E-02	NaN	HERC5,MAPT,SPHK1	
Caveolar-mediated Endocytosis Signaling	6.1E-01	3.8E-02	NaN	ITGA8,ITGA9,ITGAM	
IL-7 Signaling Pathway	6.1E-01	3.8E-02	NaN	HGF,IL7R,PAX5	
TP53 Regulates Transcription of Cell Death Genes	6.07E-01	4.55E-02	NaN	BCL2L14,PMAIP1	
Mitochondrial iron-sulfur cluster biogenesis	6.05E-01	7.69E-02	NaN	FDXR	
Nephron development	6.05E-01	7.69E-02	NaN	JAG1	
tRNA Splicing	5.93E-01	4.44E-02	NaN	PDE2A,PDE3B	
Epithelial Adherens Junction Signaling	5.86E-01	3.16E-02	NaN	HGF,NANOS1,NOTCH4,PPM1J,SFN	
DNA damage-induced 14-3-3σ Signaling	5.79E-01	4.35E-02	NaN	CDKN1A,SFN	
Ovarian Cancer Signaling	5.79E-01	3.14E-02	NaN	EDNRA,PGF,PRKAR1B,WNT2,WNT9A	
Acetylcholine binding and downstream events	5.78E-01	7.14E-02	NaN	CHRNA3	
Metabolism of nitric oxide: NOS3 activation and regulation	5.78E-01	7.14E-02	NaN	CYGB	
Choline Biosynthesis III	5.78E-01	7.14E-02	NaN	PCYT1B	
Colanic Acid Building Blocks Biosynthesis	5.78E-01	7.14E-02	NaN	GALE	
Guanosine Nucleotides Degradation III	5.78E-01	7.14E-02	NaN	PNP	
Preeclampsia Signaling Pathway	5.66E-01	3.11E-02	NaN	ADORA2B,IL1RN,JAG1,KCNU1,PGF	
Renin-Angiotensin Signaling	5.64E-01	3.28E-02	NaN	ADCY2,ADCY5,ADCY8,PRKAR1B	
PI Metabolism	5.61E-01	3.57E-02	NaN	BMX,INPP5D,PLEKHA6	
Transport of bile salts and organic acids, metal ions and amine compounds	5.61E-01	3.57E-02	NaN	SLC11A1,SLC30A3,SLC40A1	
Inhibition of ARE-Mediated mRNA Degradation Pathway	5.59E-01	3.09E-02	NaN	NGFR,PPM1J,PRKAR1B,SFN,TNFRSF1B	
Oxytocin Signaling Pathway	5.54E-01	2.81E-02	NaN	ATP2B2,CACNA1C,CACNA1E,CACNA2D3,GNAO1,GNG4,MYO18B,PRKAR1B	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	5.52E-01	6.67E-02	NaN	PNP	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	5.52E-01	6.67E-02	NaN	MAOB	
Nicotine Degradation II	5.52E-01	3.53E-02	NaN	ADH7,CYP3A4,CYP3A7	
Granulocyte Adhesion and Diapedesis	5.49E-01	2.94E-02	NaN	CCRL2,IL1RN,ITGAM,MMP23B,NGFR,TNFRSF1B	
Transcriptional Regulatory Network in Embryonic Stem Cells	5.46E-01	3.05E-02	NaN	BMPR1B,EOMES,INHBA,WNT2,WNT9A	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	5.43E-01	3.49E-02	NaN	JAG1,WNT2,WNT9A	
Beta-catenin independent WNT signaling	5.43E-01	2.93E-02	NaN	CDKL1,GNAO1,GNG4,SPHK1,STK32A,STK32B	
Neddylation	5.43E-01	2.85E-02	NaN	ASB16,CDKN1A,DDB2,HIF3A,KBTBD8,KLHL3,SPSB4	
Antimicrobial peptides	5.41E-01	4.08E-02	NaN	RNASE7,SLC11A1	
Sertoli Cell-Sertoli Cell Junction Signaling	5.37E-01	2.83E-02	NaN	CDH17,CDH26,CDH3,CDH7,EPN3,NGFR,TNFRSF1B	
TCR signaling	5.34E-01	3.17E-02	NaN	FYB1,INPP5D,ITK,PTPRC	
Meiotic recombination	5.29E-01	4E-02	NaN	H2BC11,TEX15	
Retinoate Biosynthesis I	5.29E-01	4E-02	NaN	ADH7,AKR1B10	
Signal regulatory protein family interactions	5.29E-01	6.25E-02	NaN	FYB1	
FOXO-mediated transcription of cell death genes	5.29E-01	6.25E-02	NaN	DDIT3	
Extrinsic Prothrombin Activation Pathway	5.29E-01	6.25E-02	NaN	F3	
D-myo-inositol (1,4,5)-trisphosphate Degradation	5.29E-01	6.25E-02	NaN	INPP5D	
Cyclophilin Signaling Pathway	5.27E-01	2.81E-02	NaN	CYBB,DDIT3,ITK,PPIF,PRLR,WNT2,WNT9A	
Role of Tissue Factor in Cancer	5.26E-01	2.88E-02	NaN	F3,GNA15,HGF,NGFR,PPM1J,TNFRSF1B	
Glycosaminoglycan metabolism	5.2E-01	3.12E-02	NaN	CHST9,CSPG4,GPC3,HPSE2	
Transcriptional regulation of granulopoiesis	5.18E-01	3.92E-02	NaN	CDKN1A,H2BC11	
Transcriptional and post-translational regulation of MITF-M expression and activity	5.18E-01	3.92E-02	NaN	KITLG,MC5R	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	5.18E-01	3.92E-02	NaN	CDKN1A,SFN	
FAT10 Cancer Signaling Pathway	5.18E-01	3.92E-02	NaN	NGFR,TNFRSF1B	
BMP signaling pathway	5.08E-01	3.33E-02	NaN	BMPR1B,PRKAR1B,ZNF423	
Prolactin receptor signaling	5.07E-01	5.88E-02	NaN	PRLR	
Metabolism of Angiotensinogen to Angiotensins	5.07E-01	5.88E-02	NaN	CPB1	
Transcriptional regulation of pluripotent stem cells	5.07E-01	5.88E-02	NaN	HIF3A	
FOXO-mediated transcription of cell cycle genes	5.07E-01	5.88E-02	NaN	CDKN1A	
Germ layer formation at gastrulation	5.07E-01	5.88E-02	NaN	EOMES	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	5.07E-01	5.88E-02	NaN	INPP5D	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	5.07E-01	5.88E-02	NaN	INPP5D	
Activin Inhibin Signaling Pathway	5.05E-01	2.83E-02	NaN	CDKN1A,IL1RN,INHBA,NGFR,PAX5,TNFRSF1B	
Glioblastoma Multiforme Signaling	5.03E-01	2.92E-02	NaN	CDKN1A,RND1,RND3,WNT2,WNT9A	
Superpathway of Melatonin Degradation	5E-01	3.3E-02	NaN	CYP3A4,CYP3A7,MAOB	
Signaling by EGFR	4.95E-01	3.77E-02	NaN	AREG,FAM83A	
WNT/β-catenin Signaling	4.92E-01	2.89E-02	NaN	CDH3,GNAO1,PPM1J,WNT2,WNT9A	
Metabolism of amine-derived hormones	4.86E-01	5.56E-02	NaN	DUOX1	
Formation of definitive endoderm	4.86E-01	5.56E-02	NaN	EOMES	
