© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Cardiac Hypertrophy Signaling (Enhanced)	3.49E00	4.66E-02	NaN	ADCY2,ADCY5,ADCY8,ADRB2,ATP2A1,CACNA1C,CACNA1E,CACNA2D3,CYBB,EDNRA,GNA15,GNG4,IL22RA1,IL7R,ITGA8,ITGA9,ITGAM,NGFR,PDE2A,PDE3B,PRKAR1B,TG,TNFRSF1B,WNT2,WNT9A	
G alpha (s) signalling events	3.47E00	7.59E-02	NaN	ADCY2,ADCY5,ADCY8,ADORA2B,ADRB2,GNG4,MC5R,PDE2A,PDE3B,RXFP1,VIP	
GPER1 signaling	3.39E00	8.74E-02	NaN	ADCY2,ADCY5,ADCY8,CDKL1,GNG4,PRKAR1B,SPHK1,STK32A,STK32B	
Dilated Cardiomyopathy Signaling Pathway	3.32E00	7.28E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,CAMK1G,MYO18B,PDE2A,PRKAR1B,TTN	
G-Protein Coupled Receptor Signaling	3.32E00	4.21E-02	NaN	ADCY2,ADCY5,ADCY8,ADGRB3,ADORA2B,ADRB2,CCRL2,CNGB3,EDNRA,GABBR2,GALR2,GNA15,GNAO1,GNG4,GPR143,GPR156,GPR87,GRM8,GRPR,LGR5,MC5R,NPFFR2,PDE2A,PDE3B,PRKAR1B,PTAFR,RXFP1,S1PR3,S1PR4,TTN	
Estrogen Biosynthesis	3.29E00	1.28E-01	NaN	AKR1B15,CYP3A4,CYP3A7,DHRS11,HSD17B2,HSD17B8	
Sperm Motility	3.27E00	5.84E-02	NaN	BMX,BTK,CNGB3,ERBB4,GNA15,GNAO1,GNG4,ITK,MERTK,MST1R,MUSK,PDE2A,PLB1,PRKAR1B,STYK1	
G Beta Gamma Signaling	3.26E00	7.69E-02	NaN	ADCY2,BTK,CACNA1C,CACNA1E,CACNA2D3,GNA15,GNAO1,GNG4,KCNJ3,PRKAR1B	
PXR/RXR Activation	3.21E00	1.04E-01	NaN	CES3,CYP3A4,CYP3A7,NR1I2,NR1I3,PPARGC1A,PRKAR1B	
Ion channel transport	3.16E00	6.56E-02	NaN	ATP2A1,ATP2B2,ATP6V0D2,ATP8A2,BEST3,CLCA2,FXYD3,STOM,TRDN,TRPC3,TRPC4,TRPV2	
Tuberculosis Latent Signaling Pathway	3.12E00	8.89E-02	NaN	ADCY2,ADCY5,ADCY8,NGFR,PGF,PRKAR1B,TNFRSF1B,TRAF1	
Orexin Signaling Pathway	3.05E00	5.79E-02	NaN	ADCY2,ADCY5,ADCY8,ADIPOQ,ATP6V0D2,CACNA1C,CACNA1E,CACNA2D3,GNG4,KCNJ3,PPARGC1A,PRKAR1B,TRPC3,TRPC4	
Dopamine Receptor Signaling	3.02E00	9.72E-02	NaN	ADCY2,ADCY5,ADCY8,GCH1,MAOB,PPM1J,PRKAR1B	
Sleep NREM Signaling Pathway	3.01E00	7.76E-02	NaN	ADCY2,ADCY5,ADCY8,ADORA2B,ADRB2,GABRG3,GABRR3,PRKAR1B,SFN	
Sphingosine-1-phosphate Signaling	2.93E00	7.56E-02	NaN	ACER2,ADCY2,ADCY5,ADCY8,RND1,RND3,S1PR3,S1PR4,SPHK1	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	2.93E00	7.56E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,GNA15,GNG4,PRKAR1B	
Metabolism of steroid hormones	2.88E00	1.32E-01	NaN	AKR1B15,CYP11A1,FDXR,HSD17B2,SRD5A2	
Gαi Signaling	2.85E00	6.8E-02	NaN	ADCY2,ADCY5,ADCY8,GABBR2,GNA15,GNAO1,GNG4,GRM8,PRKAR1B,S1PR3	
Maturity Onset Diabetes of Young (MODY) Signaling	2.82E00	8.97E-02	NaN	ADIPOQ,CACNA1C,CACNA1E,CACNA2D3,CEL,GCK,UCP2	
Phagosome Formation	2.76E00	3.97E-02	NaN	ADGRB3,ADORA2B,ADRB2,CCRL2,CR1,EDNRA,GABBR2,GALR2,GPR143,GPR156,GPR87,GRM8,GRPR,ITGA8,ITGA9,ITGAM,LGR5,MC5R,MSR1,MYO18B,NPFFR2,PLB1,PTAFR,RXFP1,S1PR3,S1PR4,SPHK1,TTN	
Neurovascular Coupling Signaling Pathway	2.75E00	5.6E-02	NaN	ADORA2B,CACNA1C,CACNA1E,CACNA2D3,GABBR2,GABRG3,GABRR3,KCNJ3,KCNU1,MAPT,PLB1,PRKAR1B,TRPC3	
Breast Cancer Regulation by Stathmin1	2.74E00	4.13E-02	NaN	ADGRB3,ADORA2B,ADRB2,CAMK1G,CCRL2,EDNRA,GABBR2,GALR2,GNG4,GPR143,GPR156,GPR87,GRM8,GRPR,HGF,LGR5,MC5R,NPFFR2,PGF,PPM1J,PRKAR1B,PTAFR,RXFP1,S1PR3,S1PR4	
UDP-N-acetyl-D-galactosamine Biosynthesis II	2.71E00	2.5E-01	NaN	GALE,GCK,HKDC1	
Hepatic Fibrosis Signaling Pathway	2.69E00	4.57E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,CYBB,EDNRA,IL1RN,ITGA8,ITGA9,ITGAM,NCF2,NGFR,PGF,PRKAR1B,RND1,RND3,TNFRSF1B,TTN,WNT2,WNT9A	
CDK5 Signaling	2.66E00	7.55E-02	NaN	ADCY2,ADCY5,ADCY8,MAPT,NGF,NGFR,PPM1J,PRKAR1B	
Glutaminergic Receptor Signaling Pathway (Enhanced)	2.66E00	4.91E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,DGKI,GABBR2,GABRG3,GABRR3,GNAO1,GRM8,KCNK3,PLB1,PRKAR1B,SCN7A	
Relaxin Signaling	2.65E00	6.41E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,GNAO1,GNG4,PDE2A,PDE3B,PRKAR1B,RXFP1	
Signaling by Rho Family GTPases	2.65E00	5.24E-02	NaN	CDH17,CDH26,CDH3,CDH7,CYBB,GNA15,GNAO1,GNG4,ITGA8,ITGA9,ITGAM,NCF2,RND1,RND3	
Axonal Guidance Signaling	2.64E00	4.26E-02	NaN	ABLIM1,ADAM29,ADAMTS17,ADAMTS18,EPHA10,GNA15,GNAO1,GNG4,ITGA8,ITGA9,ITGAM,MEP1A,MMP23B,NGF,NGFR,NTNG2,PGF,PRKAR1B,RND1,SEMA4D,WNT2,WNT9A	
Vasopressin regulates renal water homeostasis via Aquaporins	2.64E00	1.16E-01	NaN	ADCY2,ADCY5,ADCY8,GNG4,PRKAR1B	
Circadian Rhythm Signaling	2.61E00	5.19E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,GNA15,GNG4,GRPR,H3C14,NGF,NGFR,PRKAR1B,VIP	
Collagen chain trimerization	2.59E00	1.14E-01	NaN	COL17A1,COL21A1,COL22A1,COL4A6,COL5A3	
BBSome Signaling Pathway	2.55E00	4.26E-02	NaN	ADGRB3,ADORA2B,ADRB2,ASXL3,CCRL2,EDNRA,GABBR2,GALR2,GPR143,GPR156,GPR87,GRM8,GRPR,LGR5,MC5R,NPFFR2,PRKAR1B,PTAFR,RXFP1,S1PR3,S1PR4	
Calcium Signaling	2.52E00	5.5E-02	NaN	ATP2A1,ATP2B2,CACNA1C,CACNA1E,CACNA2D3,CAMK1G,CHRNA3,MYO18B,PRKAR1B,TRDN,TRPC3,TRPC4	
Regulation of Cellular Mechanics by Calpain Protease	2.49E00	7.87E-02	NaN	CAPN3,CAPN6,CAPN8,CNGB3,ITGA8,ITGA9,ITGAM	
Phase I - Functionalization of compounds	2.49E00	7.08E-02	NaN	ACSS1,ADH7,CES3,CYP11A1,CYP3A4,CYP3A7,FDXR,MAOB	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	2.48E00	5.73E-02	NaN	COL17A1,COL21A1,COL22A1,COL4A6,COL5A3,EDNRA,HGF,MYO18B,NGFR,PGF,TNFRSF1B	
Opioid Signaling Pathway	2.45E00	4.98E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,CAMK1G,GNA15,GNAO1,GNG4,KCNJ3,PRKAR1B,RGS9,SCN7A	
Hepatic Cholestasis	2.41E00	5.33E-02	NaN	ABCG8,ADCY2,ADCY5,ADCY8,CYP3A4,CYP3A7,ESR1,IL1RN,NGFR,NR1I2,PRKAR1B,TNFRSF1B	
Acetylcholine Receptor Signaling Pathway	2.38E00	5.56E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,CHRNA3,GNA15,GNAO1,NGFR,PRKAR1B	
Adrenergic Receptor Signaling Pathway (Enhanced)	2.38E00	5.56E-02	NaN	ADCY2,ADCY5,ADCY8,ADRB2,ATP6V0D2,CACNA1C,CACNA1E,CACNA2D3,GNAO1,MAOB,PRKAR1B	
Apelin Adipocyte Signaling Pathway	2.36E00	7.45E-02	NaN	ADCY2,ADCY5,ADCY8,CYBB,NCF2,PPARGC1A,PRKAR1B	
MYC Mediated Apoptosis Signaling	2.35E00	1E-01	NaN	ADRB2,NGFR,PMAIP1,PRKAR1B,TNFRSF1B	
Nitric Oxide Signaling in the Cardiovascular System	2.33E00	6.67E-02	NaN	ATP2A1,CACNA1C,CACNA1E,CACNA2D3,PDE2A,PDE3B,PGF,PRKAR1B	
Cardiac Hypertrophy Signaling	2.31E00	4.98E-02	NaN	ADCY2,ADCY5,ADCY8,ADRB2,CACNA1C,CACNA1E,CACNA2D3,GNA15,GNAO1,GNG4,PRKAR1B,RND1,RND3	
Endocannabinoid Cancer Inhibition Pathway	2.31E00	6.12E-02	NaN	ADCY2,ADCY5,ADCY8,ATF3,CDKN1A,DDIT3,GNAO1,PGF,PRKAR1B	
IL-15 Production	2.28E00	6.56E-02	NaN	BMX,BTK,ERBB4,ITK,MERTK,MST1R,MUSK,STYK1	
Amyloid Processing	2.28E00	9.62E-02	NaN	CAPN3,CAPN6,CAPN8,MAPT,PRKAR1B	
IL-1 Signaling	2.26E00	7.14E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,GNAO1,GNG4,PRKAR1B	
Dopamine-DARPP32 Feedback in cAMP Signaling	2.25E00	5.62E-02	NaN	ADCY2,ADCY5,ADCY8,ATP2A1,CACNA1C,CACNA1E,CACNA2D3,KCNJ3,PPM1J,PRKAR1B	
Extra-nuclear estrogen signaling	2.24E00	8E-02	NaN	AREG,ESR1,ESR2,GNG4,S1PR3,SPHK1	
WNT/SHH Axonal Guidance Signaling Pathway	2.24E00	5.96E-02	NaN	ADCY2,ADCY5,ADCY8,PRKAR1B,SFN,TRPC3,TRPC4,WNT2,WNT9A	
Colorectal Cancer Metastasis Signaling	2.18E00	4.8E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,GNAO1,GNG4,MMP23B,PGF,PRKAR1B,RND1,RND3,WNT2,WNT9A	
Trehalose Degradation II (Trehalase)	2.18E00	3.33E-01	NaN	GCK,HKDC1	
GP6 Signaling Pathway	2.16E00	6.25E-02	NaN	BTK,COL17A1,COL21A1,COL22A1,COL4A6,COL5A3,FYB1,ITK	
Potassium Channels	2.14E00	6.8E-02	NaN	GABBR2,GNG4,KCNB1,KCND3,KCNG3,KCNJ3,KCNK3	
Cardiac conduction	2.12E00	6.15E-02	NaN	ATP2A1,ATP2B2,CACNA1C,FXYD3,KCND3,KCNK3,SCN7A,TRDN	
eNOS Signaling	2.06E00	5.59E-02	NaN	ADCY2,ADCY5,ADCY8,CHRNA3,CNGB3,ESR1,ESR2,PGF,PRKAR1B	
BEX2 Signaling Pathway	2.05E00	7.32E-02	NaN	BEX2,CDKN1A,NGF,NGFR,PGF,PPM1J	
Estrogen Receptor Signaling	2.05E00	4.14E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,CDKN1A,ESR1,ESR2,GNA15,GNAO1,GNG4,MDK,MMP23B,PGF,PPARGC1A,PRKAR1B	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	2.04E00	2.86E-01	NaN	CDA,UPP1	
Synaptogenesis Signaling Pathway	2.02E00	4.43E-02	NaN	ADCY2,ADCY5,ADCY8,CADM1,CDH17,CDH26,CDH3,CDH7,EPHA10,GRM8,MAPT,PRKAR1B,RASGRF1,THBS4	
α-Adrenergic Signaling	1.97E00	6.31E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,GNAO1,GNG4,PRKAR1B	
White Adipose Tissue Browning Pathway	1.96E00	5.76E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,PPARGC1A,PRKAR1B	
G alpha (i) signalling events	1.95E00	4.65E-02	NaN	ADCY2,ADCY5,ADCY8,GABBR2,GALR2,GNG4,GRM8,PPY,RGS9,S1PR3,S1PR4,TAS2R1	
DAG and IP3 signaling	1.93E00	9.76E-02	NaN	ADCY2,ADCY5,ADCY8,PRKAR1B	
Histidine catabolism	1.92E00	2.5E-01	NaN	FTCD,HDC	
Adenine and Adenosine Salvage III	1.92E00	2.5E-01	NaN	ADA2,PNP	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	1.92E00	2.5E-01	NaN	ADA2,PNP	
PI3K/AKT Signaling	1.91E00	5E-02	NaN	CDKN1A,GDF15,IL22RA1,IL7R,INPP5D,ITGA8,ITGA9,ITGAM,PPM1J,SFN	
Nucleotide salvage	1.89E00	1.3E-01	NaN	CDA,PNP,UPP1	
Opioid Signalling	1.87E00	6.67E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,GNG4,PRKAR1B	
Amyotrophic Lateral Sclerosis Signaling	1.86E00	5.98E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,CAPN3,CAPN6,CAPN8,PGF	
Class A/1 (Rhodopsin-like receptors)	1.84E00	4.22E-02	NaN	ADORA2B,ADRB2,CCRL2,EDNRA,GALR2,GPR143,GRPR,MC5R,NPFFR2,PPY,PTAFR,RXFP1,S1PR3,S1PR4	
Ceramide Signaling	1.84E00	6.59E-02	NaN	NGFR,PPM1J,S1PR3,S1PR4,SPHK1,TNFRSF1B	
Androgen Signaling	1.84E00	5.14E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,GNA15,GNAO1,GNG4,H3C14,PRKAR1B,TAF7L	
Cell junction organization	1.82E00	6.52E-02	NaN	CADM1,CDH17,CDH3,CDH7,COL17A1,NECTIN4	
Semaphorin Neuronal Repulsive Signaling Pathway	1.82E00	5.44E-02	NaN	CSPG4,ITGA8,ITGA9,ITGAM,MAPT,PRKAR1B,RND1,SEMA4D	
Collagen biosynthesis and modifying enzymes	1.82E00	7.46E-02	NaN	COL17A1,COL21A1,COL22A1,COL4A6,COL5A3	
Ribavirin ADME	1.82E00	7.46E-02	NaN	CDKL1,PNP,SPHK1,STK32A,STK32B	
GDP-glucose Biosynthesis	1.82E00	2.22E-01	NaN	GCK,HKDC1	
AMPK Signaling	1.74E00	4.51E-02	NaN	ADIPOQ,ADRB2,CDKN1A,CHRNA3,GNA15,GNAO1,GNG4,PPARGC1A,PPM1J,PRKAR1B,RAB39A	
Estrogen-mediated S-phase Entry	1.74E00	1.15E-01	NaN	CDKN1A,ESR1,ESR2	
Tuberculosis Active Signaling Pathway	1.73E00	4.49E-02	NaN	ATP6V0D2,CR1,CYBB,H3C14,INPP5D,ITGAM,MSR1,NCF2,NGFR,NLRP10,TNFRSF1B	
Glucose and Glucose-1-phosphate Degradation	1.73E00	2E-01	NaN	GCK,HKDC1	
Calcium Transport I	1.73E00	2E-01	NaN	ATP2A1,ATP2B2	
G alpha (z) signalling events	1.7E00	8.33E-02	NaN	ADCY2,ADCY5,ADCY8,GNG4	
Corticotropin Releasing Hormone Signaling	1.7E00	5.16E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,GNAO1,PRKAR1B	
Apelin Muscle Signaling Pathway	1.67E00	8.16E-02	NaN	GNA15,GNAO1,GNG4,PPARGC1A	
Histamine Biosynthesis	1.66E00	1E00	NaN	HDC	
UDP-N-acetyl-D-galactosamine Biosynthesis I	1.66E00	1E00	NaN	GALE	
nNOS Signaling in Skeletal Muscle Cells	1.64E00	8E-02	NaN	CACNA1C,CACNA1E,CACNA2D3,CAPN3	
GNRH Signaling	1.59E00	4.66E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,GNA15,GNG4,PRKAR1B	
Glycation Signaling Pathway	1.59E00	4.44E-02	NaN	COL4A6,CYBB,DDIT3,GCK,HKDC1,MAOB,MAPT,MSR1,NCF2,PGF	
Leptin Signaling in Obesity	1.58E00	6.49E-02	NaN	ADCY2,ADCY5,ADCY8,PDE3B,PRKAR1B	
Necroptosis Signaling Pathway	1.58E00	4.91E-02	NaN	CAPN3,CAPN6,CAPN8,CYBB,MERTK,NGFR,PPIF,TNFRSF1B	
Pulmonary Fibrosis Idiopathic Signaling Pathway	1.57E00	3.99E-02	NaN	AREG,COL17A1,COL21A1,COL22A1,COL4A6,COL5A3,EDNRA,JAG1,MMP23B,NOTCH4,PMAIP1,WNT2,WNT9A	
Presynaptic depolarization and calcium channel opening	1.57E00	1.67E-01	NaN	CACNA1E,CACNA2D3	
Specification of primordial germ cells	1.57E00	1.67E-01	NaN	EOMES,PRDM1	
Transcriptional regulation of brown and beige adipocyte differentiation	1.54E00	9.68E-02	NaN	EBF2,PPARGC1A,ZNF423	
Retinol Biosynthesis	1.53E00	7.41E-02	NaN	AKR1B10,CEL,CES3,PLB1	
CXCR4 Signaling	1.51E00	4.76E-02	NaN	ADCY2,ADCY5,ADCY8,GNA15,GNAO1,GNG4,RND1,RND3	
Cachexia Signaling Pathway	1.51E00	3.8E-02	NaN	ADCY2,ADCY5,ADCY8,ADRB2,CAPN3,CAPN6,CAPN8,GDF15,IL1RN,INHBA,NGFR,PDE3B,PRKAR1B,TNFRSF1B	
SNARE Signaling Pathway	1.51E00	5.07E-02	NaN	ADCY2,ADCY5,ADCY8,MYO18B,PRKAR1B,RAB39A,SNAP91	
Pulmonary Healing Signaling Pathway	1.5E00	4.48E-02	NaN	BMPR1B,JAG1,MMP23B,NGFR,NOTCH4,PGF,TNFRSF1B,WNT2,WNT9A	
Sialic acid metabolism	1.47E00	9.09E-02	NaN	NEU4,ST8SIA5,ST8SIA6	
Estrogen-Dependent Breast Cancer Signaling	1.46E00	6.02E-02	NaN	AKR1B15,DHRS11,ESR1,HSD17B2,HSD17B8	
Osteoarthritis Pathway	1.45E00	4.2E-02	NaN	ADIPOQ,ITGA8,ITGA9,ITGAM,JAG1,PGF,PPARGC1A,S1PR3,SPHK1,TNFRSF1B	
LGI-ADAM interactions	1.44E00	1.43E-01	NaN	LGI1,LGI4	
G alpha (q) signalling events	1.44E00	4.6E-02	NaN	BTK,EDNRA,GNA15,GNG4,GPR143,GRPR,NPFFR2,PTAFR	
O-linked glycosylation	1.44E00	5.31E-02	NaN	ADAMTS17,ADAMTS18,B3GNT5,MUC7,SEMA5B,THSD1	
Integrin cell surface interactions	1.42E00	5.88E-02	NaN	COL4A6,COL5A3,ITGA8,ITGA9,ITGAM	
Activation of NMDA receptors and postsynaptic events	1.42E00	5.88E-02	NaN	ADCY8,ERBB4,MAPT,PRKAR1B,RASGRF1	
IL-8 Signaling	1.42E00	4.33E-02	NaN	CYBB,GNA15,GNAO1,GNG4,ITGAM,NCF2,PGF,RND1,RND3	
PIP3 activates AKT signaling	1.41E00	4.83E-02	NaN	AREG,CDKN1A,ERBB4,ESR1,ESR2,HGF,KITLG	
Iron homeostasis signaling pathway	1.41E00	4.83E-02	NaN	ATP6V0D2,BMPR1B,ERFE,GDF15,HIF3A,SLC11A1,SLC40A1	
Platelet homeostasis	1.41E00	5.81E-02	NaN	ATP2A1,ATP2B2,GNG4,PDE2A,TRPC3	
Pancreatic Secretion Signaling Pathway	1.4E00	4.12E-02	NaN	ADCY2,ADCY5,ADCY8,ADORA2B,ATP2A1,ATP2B2,CLCA2,PRKAR1B,TRPC3,VIP	
HIF1α Signaling	1.39E00	4.29E-02	NaN	CAMK1G,CDKN1A,CYBB,GCK,HGF,HKDC1,MMP23B,NCF2,PGF	
Integrin Signaling	1.39E00	4.29E-02	NaN	CAPN3,CAPN6,CAPN8,ITGA8,ITGA9,ITGAM,RND1,RND3,TTN	
Response of EIF2AK1 (HRI) to heme deficiency	1.39E00	1.33E-01	NaN	ATF3,DDIT3	
Insulin Secretion Signaling Pathway	1.38E00	3.94E-02	NaN	ADCY2,ADCY5,ADCY8,CACNA1C,CACNA1E,CACNA2D3,GCK,GNA15,KCNB1,PRKAR1B,PRLR	
Ethanol Degradation II	1.37E00	8.33E-02	NaN	ACSS1,ADH7,DHRS2	
Neuregulin Signaling	1.36E00	5.08E-02	NaN	AREG,ERBB4,ITGA8,ITGA9,ITGAM,TMEFF2	
Eicosanoid Signaling	1.35E00	3.9E-02	NaN	ADCY2,ADCY5,ADCY8,ATP2A1,GNA15,GNAO1,GNG4,KCNU1,PGF,PLB1,PRKAR1B	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	1.35E00	3.79E-02	NaN	ADAM29,BTK,COL17A1,COL21A1,COL22A1,COL4A6,COL5A3,MMP23B,NGFR,RND1,RND3,TNFRSF1B	
Wound Healing Signaling Pathway	1.34E00	4.02E-02	NaN	COL17A1,COL21A1,COL22A1,COL4A6,COL5A3,IL1RN,MST1R,NGFR,PGF,TNFRSF1B	
PTEN Signaling	1.33E00	4.64E-02	NaN	BMPR1B,CDKN1A,INPP5D,ITGA8,ITGA9,ITGAM,NGFR	
Actin Nucleation by ARP-WASP Complex	1.32E00	5.49E-02	NaN	ITGA8,ITGA9,ITGAM,RND1,RND3	
Type II Diabetes Mellitus Signaling	1.32E00	4.61E-02	NaN	ADIPOQ,CACNA1C,CACNA1E,CACNA2D3,GCK,NGFR,TNFRSF1B	
Inhibition of Matrix Metalloproteases	1.31E00	7.89E-02	NaN	MMP23B,TFPI2,TIMP4	
Notch Signaling	1.31E00	7.89E-02	NaN	HES7,JAG1,NOTCH4	
Adenosine Nucleotides Degradation II	1.29E00	1.18E-01	NaN	ADA2,PNP	
