© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
PPARα/RXRα Activation	-0E00	4.93E-03	NaN	IL6	
p53 Signaling	-0E00	1.02E-02	NaN	DRAM1	
Opioid Signalling	-0E00	9.01E-03	NaN	NAD 	
Glycerophospholipid biosynthesis	-0E00	1E-02	NaN	BCHE,NAD 	
Bile acid and bile salt metabolism	-0E00	9.26E-03	NaN	NAD 	
Signaling by VEGF	-0E00	7.69E-03	NaN	NAD 	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	-0E00	8.89E-03	NaN	CD34,MADCAM1	
TCF dependent signaling in response to WNT	-0E00	4.81E-03	NaN	NAD 	
Fcgamma receptor (FCGR) dependent phagocytosis	-0E00	5.52E-03	NaN	NAD 	
Generic Transcription Pathway	-0E00	4.66E-03	NaN	RORA,ZNF793	
Gene Silencing by RNA	-0E00	9.35E-03	NaN	ANG	
Fc epsilon receptor (FCERI) signaling	-0E00	4.48E-03	NaN	NAD 	
Mitotic Metaphase and Anaphase	-0E00	4.07E-03	NaN	NAD 	
EPH-Ephrin signaling	-0E00	9.9E-03	NaN	EPHA3	
Transport of bile salts and organic acids, metal ions and amine compounds	-0E00	6.37E-03	NaN	HEPH	
Transport of inorganic cations/anions and amino acids/oligopeptides	-0E00	5.29E-03	NaN	SLC43A2	
Sphingolipid metabolism	-0E00	6.17E-03	NaN	NAD 	
Interleukin-1 family signaling	-0E00	7.63E-03	NaN	IL33	
O-linked glycosylation	-0E00	7.81E-03	NaN	SPON2	
C-type lectin receptors (CLRs)	-0E00	6.06E-03	NaN	NAD 	
Hedgehog 'on' state	-0E00	6.85E-03	NaN	BOC	
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	-0E00	8.13E-03	NaN	NAD 	
Nucleotide Excision Repair	-0E00	8.55E-03	NaN	NAD 	
Keratinization	-0E00	8.93E-03	NaN	KRT15,KRT38	
PTEN Regulation	-0E00	6.33E-03	NaN	NAD 	
COPI-mediated anterograde transport	-0E00	9.35E-03	NaN	SPTBN2	
Intra-Golgi and retrograde Golgi-to-ER traffic	-0E00	4.65E-03	NaN	RAB6B	
ESR-mediated signaling	-0E00	7.94E-03	NaN	KANK1	
Nucleotide catabolism	-0E00	7.41E-03	NaN	NAD 	
RHO GTPase cycle	-0E00	6.56E-03	NaN	ARHGDIB,PCDH7,RHOU	
GPER1 signaling	-0E00	9.09E-03	NaN	GPER1	
Class I MHC mediated antigen processing and presentation	-0E00	5.03E-03	NaN	HECW2,UBE2U	
Signaling by the B Cell Receptor (BCR)	-0E00	5.46E-03	NaN	NAD 	
Pancreatic Secretion Signaling Pathway	-0E00	3.88E-03	NaN	ARHGDIB	
Protein Sorting Signaling Pathway	-0E00	5.32E-03	NaN	SNX10	
ROBO SLIT Signaling Pathway	-0E00	7.75E-03	NaN	UNC5B	
Nuclear Cytoskeleton Signaling Pathway	-0E00	4.48E-03	NaN	ITGA1	
Mitochondrial Division Signaling Pathway	-0E00	5.81E-03	NaN	CACNB4	
Post-translational modification: synthesis of GPI-anchored proteins	-0E00	9.43E-03	NaN	MDGA2	
Respiratory electron transport	-0E00	9.52E-03	NaN	NAD 	
Cyclophilin Signaling Pathway	-0E00	8E-03	NaN	CCL2,IL6	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	1.76E-03	NaN	IL6	
ID3 Signaling Pathway	-0E00	4.13E-03	NaN	AGTR1,IL33,IL6,SMAD6	
Clathrin-mediated Endocytosis Signaling	-0E00	9.43E-03	NaN	FGF11,FGF7	
IL-8 Signaling	-0E00	4.72E-03	NaN	RHOU	
IL-12 Signaling and Production in Macrophages	-0E00	3.92E-03	NaN	JCHAIN	
Role of NFAT in Regulation of the Immune Response	-0E00	9.5E-04	NaN	RCAN2	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.86E-03	NaN	CACNB4	
CCR5 Signaling in Macrophages	-0E00	3.95E-03	NaN	CACNB4,CCL5	
fMLP Signaling in Neutrophils	-0E00	7.14E-03	NaN	FPR1	
CXCR4 Signaling	-0E00	5.68E-03	NaN	RHOU	
T Helper Cell Differentiation	-0E00	2.11E-03	NaN	IL6	
Dendritic Cell Maturation	-0E00	4.93E-03	NaN	IL33,IL6,JCHAIN	
Neuropathic Pain Signaling in Dorsal Horn Neurons	-0E00	9.52E-03	NaN	GRIA3	
Thrombin Signaling	-0E00	4.37E-03	NaN	RHOU	
CDK5 Signaling	-0E00	9.09E-03	NaN	LAMA2	
Corticotropin Releasing Hormone Signaling	-0E00	6.06E-03	NaN	CACNB4	
GNRH Signaling	-0E00	5.03E-03	NaN	CACNB4	
Androgen Signaling	-0E00	5.62E-03	NaN	CACNB4	
Type I Diabetes Mellitus Signaling	-0E00	1.95E-03	NaN	CPE	
Allograft Rejection Signaling	-0E00	2.02E-03	NaN	JCHAIN	
Glioma Signaling	-0E00	7.35E-03	NaN	PDGFRA	
Autoimmune Thyroid Disease Signaling	-0E00	2.15E-03	NaN	JCHAIN	
Graft-versus-Host Disease Signaling	-0E00	4.44E-03	NaN	IL33,IL6	
Type II Diabetes Mellitus Signaling	-0E00	5.78E-03	NaN	CACNB4	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00	1.01E-02	NaN	PPP1R3C,RHOU	
Gα12/13 Signaling	-0E00	7.41E-03	NaN	LPAR1	
p70S6K Signaling	-0E00	1.7E-03	NaN	AGTR1	
mTOR Signaling	-0E00	4.55E-03	NaN	RHOU	
Pancreatic Adenocarcinoma Signaling	-0E00	7.87E-03	NaN	CYP2E1	
G Beta Gamma Signaling	-0E00	7.14E-03	NaN	CACNB4	
Communication between Innate and Adaptive Immune Cells	-0E00	6.37E-03	NaN	CCL5,IL33,IL6,JCHAIN,TLR7,TNFSF13B	
Systemic Lupus Erythematosus Signaling	-0E00	4.66E-03	NaN	IL33,IL6,JCHAIN,TLR7,TNFSF13B	
CDC42 Signaling	-0E00	1.72E-03	NaN	ITGA1	
ILK Signaling	-0E00	1.01E-02	NaN	ACTN2,RHOU	
RAC Signaling	-0E00	7.14E-03	NaN	ITGA1	
RHOA Signaling	-0E00	8E-03	NaN	LPAR1	
Phospholipase C Signaling	-0E00	2.65E-03	NaN	ITGA1,JCHAIN,RHOU	
HER-2 Signaling in Breast Cancer	-0E00	4.39E-03	NaN	ELF3	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	5.3E-03	NaN	CSF1,IL33,IL6,TLR7,TNFSF13B	
Regulation of eIF4 and p70S6K Signaling	-0E00	5.21E-03	NaN	ITGA1	
PKCθ Signaling in T Lymphocytes	-0E00	1.77E-03	NaN	CACNB4	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	5.21E-03	NaN	CACNB4	
Signaling by Rho Family GTPases	-0E00	7.43E-03	NaN	ITGA1,RHOU	
Telomerase Signaling	-0E00	9.26E-03	NaN	ELF3	
Mouse Embryonic Stem Cell Pluripotency	-0E00	9.71E-03	NaN	ID1	
Hematopoiesis from Pluripotent Stem Cells	-0E00	6.7E-03	NaN	CSF1,IL6,JCHAIN	
eNOS Signaling	-0E00	5.75E-03	NaN	LPAR1	
Ephrin A Signaling	-0E00	6.99E-03	NaN	EPHA3	
Salvage Pathways of Pyrimidine Ribonucleotides	-0E00	8.55E-03	NaN	AK4	
Sperm Motility	-0E00	7.35E-03	NaN	EPHA3,PDGFRA	
TEC Kinase Signaling	-0E00	3.44E-03	NaN	ITGA1,RHOU	
Oxidative Phosphorylation	-0E00	8.47E-03	NaN	NAD 	
Adipogenesis pathway	-0E00	7.19E-03	NaN	TXNIP	
Estrogen Receptor Signaling	-0E00	9.62E-03	NaN	CACNB4,DLG4,GPER1,SOD2	
PI3K/AKT Signaling	-0E00	9.76E-03	NaN	CSF2RB,ITGA1	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	7.52E-03	NaN	CACNB4	
Cardiac β-adrenergic Signaling	-0E00	5.62E-03	NaN	CACNB4	
GABA Receptor Signaling	-0E00	7.19E-03	NaN	CACNB4	
IL-4 Signaling	-0E00	3.46E-03	NaN	COL8A1,TIMP3	
B Cell Receptor Signaling	-0E00	1.56E-03	NaN	JCHAIN	
WNT/β-catenin Signaling	-0E00	5.78E-03	NaN	SFRP4	
Serotonin Receptor Signaling	-0E00	1E-02	NaN	CACNB4,CPE,IL33,IL6,RHOU	
p38 MAPK Signaling	-0E00	8.06E-03	NaN	IL33	
NF-κB Signaling	-0E00	7.01E-03	NaN	IL33,PDGFRA,TLR7,TNFSF13B	
VEGF Signaling	-0E00	9.71E-03	NaN	ACTN2	
Autophagy	-0E00	4.35E-03	NaN	DRAM1	
Th1 Pathway	-0E00	7.94E-03	NaN	IL6	
Th2 Pathway	-0E00	7.09E-03	NaN	IL33	
Sirtuin Signaling Pathway	-0E00	9.09E-03	NaN	NAD ,NDRG1,SOD2	
Opioid Signaling Pathway	-0E00	6.87E-03	NaN	CACNB4,RGS5	
Th17 Activation Pathway	-0E00	4.07E-03	NaN	IL6,RORA	
Apelin Endothelial Signaling Pathway	-0E00	6.54E-03	NaN	CCL2	
T Cell Exhaustion Signaling Pathway	-0E00	1.75E-03	NaN	IL6	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	3.07E-03	NaN	IL6,RHOU	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	6.81E-03	NaN	IL33,IL6,TLR7,TNFSF13B,TNFSF14	
White Adipose Tissue Browning Pathway	-0E00	6.58E-03	NaN	CACNB4	
HOTAIR Regulatory Pathway	-0E00	5.99E-03	NaN	PCDH10	
Xenobiotic Metabolism General Signaling Pathway	-0E00	6.02E-03	NaN	UGT1A7	
Kinetochore Metaphase Signaling Pathway	-0E00	9.71E-03	NaN	DNAH1	
Coronavirus Replication Pathway	-0E00	5.99E-03	NaN	TMPRSS2	
Ephrin Receptor Signaling	-0E00	9.76E-03	NaN	EPHA3,ITGA1	
