© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Glucocorticoid Receptor Signaling	7.56E-01	1.48E-02	NaN	CCL2,CCL5,CSF2RB,DNAH1,IL6,KRT15,KRT38,PDK4,SLPI	
Choline catabolism	7.51E-01	5.26E-02	NaN	NAD 	
Lysine Degradation II	7.51E-01	5.26E-02	NaN	NAD 	
Sensory perception of taste	7.47E-01	2.67E-02	NaN	TAS2R3,TRPM4	
Glutamate Receptor Signaling	7.47E-01	2.67E-02	NaN	DLG4,GRIA3	
Iron uptake and transport	7.39E-01	2.63E-02	NaN	FTH1,HEPH	
Complement cascade	7.37E-01	2.08E-02	NaN	CFH,SERPING1,VTN	
Molecular Mechanisms of Cancer	7.33E-01	1.38E-02	NaN	AGTR1,CSF2RB,FPR1,GPER1,GPR146,GPR68,ID1,ITGA1,LPAR1,PTGIR,RHOU,SMAD6	
Lung Ionic Balance Signaling Pathway	7.31E-01	1.49E-02	NaN	AGTR1,ATP1A2,FPR1,GPER1,GPR146,GPR68,LPAR1,PTGIR	
Ketolysis	7.31E-01	5E-02	NaN	NAD 	
Metabolism of water-soluble vitamins and cofactors	7.31E-01	2.07E-02	NaN	ACP5,NAD ,SLC23A1	
Senescence-Associated Secretory Phenotype (SASP)	7.21E-01	2.56E-02	NaN	IGFBP7,IL6	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	7.19E-01	2.04E-02	NaN	CCL2,IL33,IL6	
Xenobiotic Metabolism PXR Signaling Pathway	7.14E-01	1.8E-02	NaN	ALDH1L1,HS6ST3,SULT4A1,UGT1A7	
Mitochondrial biogenesis	7.13E-01	2.53E-02	NaN	NAD ,SOD2	
Interferon alpha/beta signaling	7.13E-01	2.53E-02	NaN	BST2,IRF6	
VDR/RXR Activation	7.13E-01	2.53E-02	NaN	CCL5,IGFBP3	
Ketogenesis	7.12E-01	4.76E-02	NaN	NAD 	
ERK/MAPK Signaling	7.04E-01	1.79E-02	NaN	ELF3,ITGA1,PPP1R3C,RAPGEF4	
Insulin Secretion Signaling Pathway	7.03E-01	1.66E-02	NaN	CACNB4,CPE,PCSK1,RAPGEF4,SLC2A5	
Gαi Signaling	7.01E-01	2E-02	NaN	AGTR1,FPR1,LPAR1	
Cell surface interactions at the vascular wall	7E-01	1.78E-02	NaN	JCHAIN,SDC3,SDC4,SIRPG	
G alpha (q) signalling events	6.95E-01	1.77E-02	NaN	AGTR1,GPR68,LPAR1,RGS5	
Synthesis of Lipoxins (LX)	6.94E-01	4.55E-02	NaN	NAD 	
RHO GTPases activate CIT	6.94E-01	4.55E-02	NaN	DLG4	
3-phosphoinositide Biosynthesis	6.86E-01	1.75E-02	NaN	ACP5,ATP1A2,PPP1R3C,PXYLP1	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	6.81E-01	2.41E-02	NaN	DIO1,UGT1A7	
PIP3 activates AKT signaling	6.79E-01	1.95E-02	NaN	FGF7,IL33,PDGFRA	
Chaperone Mediated Autophagy	6.76E-01	4.35E-02	NaN	PLIN2	
Serine biosynthesis	6.76E-01	4.35E-02	NaN	NAD 	
Gustation Pathway	6.73E-01	1.73E-02	NaN	CACNB4,P2RX5,TAS2R3,TRPM4	
Glycosaminoglycan metabolism	6.68E-01	1.92E-02	NaN	HS6ST3,SDC3,SDC4	
Eicosanoid Signaling	6.65E-01	1.6E-02	NaN	NAD ,PTGDS,PTGIR,PTGIS,RAPGEF4	
Xenobiotic Metabolism CAR Signaling Pathway	6.64E-01	1.72E-02	NaN	ALDH1L1,HS6ST3,SULT4A1,UGT1A7	
Neutrophil degranulation	6.61E-01	1.47E-02	NaN	BST2,FPR1,FTH1,HVCN1,SIRPB1,SLC2A5,SLPI	
RORA activates gene expression	6.6E-01	4.17E-02	NaN	RORA	
Rap1 signalling	6.6E-01	4.17E-02	NaN	RAPGEF4	
Other interleukin signaling	6.6E-01	4.17E-02	NaN	CSF1	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	6.6E-01	4.17E-02	NaN	NAD 	
Guanosine Nucleotides Degradation III	6.6E-01	4.17E-02	NaN	NAD 	
Pyruvate metabolism	6.58E-01	2.33E-02	NaN	NAD ,PDK4	
Role of MAPK Signaling in the Pathogenesis of Influenza	6.51E-01	2.3E-02	NaN	CCL2,CCL5	
Chondroitin Sulfate Biosynthesis	6.51E-01	2.3E-02	NaN	HS6ST3,SULT4A1	
Metabolism of Angiotensinogen to Angiotensins	6.44E-01	4E-02	NaN	ENPEP	
Nephrin family interactions	6.44E-01	4E-02	NaN	ACTN2	
Ketone body metabolism	6.44E-01	4E-02	NaN	NAD 	
Lysine Degradation V	6.44E-01	4E-02	NaN	NAD 	
Dermatan Sulfate Biosynthesis	6.43E-01	2.27E-02	NaN	HS6ST3,SULT4A1	
IL-10 Signaling	6.37E-01	1.85E-02	NaN	IL33,IL6,NAD 	
Pre-NOTCH Expression and Processing	6.36E-01	2.25E-02	NaN	ELF3,NAD 	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	6.36E-01	1.56E-02	NaN	ACP5,COL8A1,CSF1,RHOU,SFRP4	
RAF-independent MAPK1/3 activation	6.3E-01	3.85E-02	NaN	IL6	
Interleukin-6 family signaling	6.3E-01	3.85E-02	NaN	IL6	
Cardiomyocyte Differentiation via BMP Receptors	6.3E-01	3.85E-02	NaN	SMAD6	
IL-17A Signaling in Gastric Cells	6.3E-01	3.85E-02	NaN	CCL5	
Leucine Degradation I	6.3E-01	3.85E-02	NaN	NAD 	
Regulation of Cellular Mechanics by Calpain Protease	6.29E-01	2.22E-02	NaN	ACTN2,ITGA1	
FGF Signaling	6.29E-01	2.22E-02	NaN	FGF11,FGF7	
Endocannabinoid Neuronal Synapse Pathway	6.27E-01	1.83E-02	NaN	CACNB4,DNAH1,GRIA3	
Synaptogenesis Signaling Pathway	6.22E-01	1.54E-02	NaN	CACNB4,DLG4,EPHA3,GRIA3,SYT1	
Actin Nucleation by ARP-WASP Complex	6.22E-01	2.2E-02	NaN	ITGA1,RHOU	
Unfolded protein response	6.15E-01	2.17E-02	NaN	DNAJC12,PDIA2	
ATF4 activates genes in response to endoplasmic reticulum stress	6.15E-01	3.7E-02	NaN	CCL2	
Histidine catabolism	6.15E-01	3.7E-02	NaN	NAD 	
BBSome Signaling Pathway	6.13E-01	1.42E-02	NaN	AGTR1,FPR1,GPER1,GPR146,GPR68,LPAR1,PTGIR	
Amyloid fiber formation	6.02E-01	2.13E-02	NaN	H2AB3,ODAM	
Glutaryl-CoA Degradation	6.02E-01	3.57E-02	NaN	NAD 	
Adenosine Nucleotides Degradation II	6.02E-01	3.57E-02	NaN	NAD 	
NAD Signaling Pathway	5.98E-01	1.76E-02	NaN	NAD ,SLC22A13,SOD2	
Xenobiotic Metabolism Signaling	5.89E-01	1.5E-02	NaN	ALDH1L1,HS6ST3,IL6,SULT4A1,UGT1A7	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	5.89E-01	3.45E-02	NaN	LAMA2	
Glucocorticoid Biosynthesis	5.76E-01	3.33E-02	NaN	NAD 	
Mineralocorticoid Biosynthesis	5.76E-01	3.33E-02	NaN	NAD 	
Folate Transformations I	5.76E-01	3.33E-02	NaN	NAD 	
FAK Signaling	5.74E-01	1.25E-02	NaN	AGTR1,CSF2RB,ELF3,FPR1,GPER1,GPR146,GPR68,IL33,ITGA1,LPAR1,PCDH12,PDGFRA,PTGIR	
Immunogenic Cell Death Signaling Pathway	5.7E-01	2.02E-02	NaN	FPR1,IL6	
Regulation of CDH11 Expression and Function	5.64E-01	3.23E-02	NaN	ANGPTL4	
NAD biosynthesis II (from tryptophan)	5.64E-01	3.23E-02	NaN	NAD 	
Interferon gamma signaling	5.58E-01	1.98E-02	NaN	IRF6,MT2A	
Neuroinflammation Signaling Pathway	5.54E-01	1.45E-02	NaN	CCL2,CCL5,IL6,SOD2,TLR7	
Myogenesis	5.52E-01	3.12E-02	NaN	BOC	
Signaling by BMP	5.41E-01	3.03E-02	NaN	SMAD6	
MyD88 dependent cascade initiated on endosome	5.41E-01	3.03E-02	NaN	TLR7	
Isoleucine Degradation I	5.41E-01	3.03E-02	NaN	NAD 	
Superpathway of Inositol Phosphate Compounds	5.38E-01	1.5E-02	NaN	ACP5,ATP1A2,PPP1R3C,PXYLP1	
SIRT1 negatively regulates rRNA expression	5.3E-01	2.94E-02	NaN	NAD 	
Activation of kainate receptors upon glutamate binding	5.3E-01	2.94E-02	NaN	DLG4	
Vitamin-C Transport	5.3E-01	2.94E-02	NaN	SLC23A1	
Pyroptosis Signaling Pathway	5.3E-01	1.89E-02	NaN	TLR7,TXNIP	
Paxillin Signaling	5.3E-01	1.89E-02	NaN	ACTN2,ITGA1	
IGF-1 Signaling	5.24E-01	1.87E-02	NaN	IGFBP3,IGFBP7	
Sumoylation Pathway	5.24E-01	1.87E-02	NaN	ARHGDIB,RHOU	
Lysine catabolism	5.19E-01	2.86E-02	NaN	NAD 	
Late endosomal microautophagy	5.19E-01	2.86E-02	NaN	PLIN2	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	5.19E-01	2.86E-02	NaN	NAD 	
PPAR Signaling	5.19E-01	1.85E-02	NaN	IL33,PDGFRA	
Cellular response to heat stress	5.13E-01	1.83E-02	NaN	CRYAB,NAD 	
SUMOylation of intracellular receptors	5.09E-01	2.78E-02	NaN	RORA	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	5.09E-01	2.78E-02	NaN	TFAP2E	
Androgen Biosynthesis	5.09E-01	2.78E-02	NaN	NAD 	
Colanic Acid Building Blocks Biosynthesis	5.09E-01	2.78E-02	NaN	NAD 	
Putrescine Degradation III	5.09E-01	2.78E-02	NaN	NAD 	
Hepatitis B Chronic Liver Pathogenesis Signaling Pathway	5.08E-01	1.57E-02	NaN	CCL2,CCL5,IL6	
Arachidonic acid metabolism	5.03E-01	1.8E-02	NaN	CYP2J2,NAD 	
Oncogene Induced Senescence	5E-01	2.7E-02	NaN	ID1	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	5E-01	2.7E-02	NaN	SOD2	
Phenylalanine and tyrosine metabolism	5E-01	2.7E-02	NaN	NAD 	
Valine Degradation I	5E-01	2.7E-02	NaN	NAD 	
Purine Nucleotides Degradation II (Aerobic)	5E-01	2.7E-02	NaN	NAD 	
Histamine Degradation	5E-01	2.7E-02	NaN	NAD 	
Ethanol Degradation IV	5E-01	2.7E-02	NaN	NAD 	
Serotonin Degradation	4.98E-01	1.79E-02	NaN	NAD ,UGT1A7	
Regulation of the Epithelial-Mesenchymal Transition Pathway	4.96E-01	1.55E-02	NaN	FGF11,FGF7,LOX	
Platelet homeostasis	4.93E-01	1.77E-02	NaN	P2RX5,PTGIR	
Regulation of Actin-based Motility by Rho	4.93E-01	1.77E-02	NaN	ITGA1,RHOU	
Integrin signaling	4.9E-01	2.63E-02	NaN	RAPGEF4	
Circadian Rhythm Signaling	4.83E-01	1.41E-02	NaN	CACNB4,GRIA3,PTGDS,RORA	
Protein Ubiquitination Pathway	4.83E-01	1.41E-02	NaN	CRYAB,DNAJC12,UBE2U,USP2	
Cargo recognition for clathrin-mediated endocytosis	4.83E-01	1.74E-02	NaN	AGTR1,SYT1	
Glycogen metabolism	4.81E-01	2.56E-02	NaN	PPP1R3C	
Inhibition of Matrix Metalloproteases	4.81E-01	2.56E-02	NaN	TIMP3	
Leukocyte Extravasation Signaling	4.74E-01	1.5E-02	NaN	ACTN2,RAPGEF4,TIMP3	
Transcriptional Regulation by VENTX	4.72E-01	2.5E-02	NaN	IL6	
Signaling by CSF1 (M-CSF) in myeloid cells	4.72E-01	2.5E-02	NaN	CSF1	
Maturation of TCA enzymes and regulation of TCA cycle	4.72E-01	2.5E-02	NaN	NAD 	
Tryptophan Degradation X (Mammalian, via Tryptamine)	4.72E-01	2.5E-02	NaN	NAD 	
Bladder Cancer Signaling	4.63E-01	1.68E-02	NaN	FGF11,FGF7	
ID1 Signaling Pathway	4.63E-01	1.48E-02	NaN	ID1,IL6,RNF125	
NGF-stimulated transcription	4.63E-01	2.44E-02	NaN	ID1	
TCA Cycle II (Eukaryotic)	4.63E-01	2.44E-02	NaN	NAD 	
Human Embryonic Stem Cell Pluripotency	4.6E-01	1.47E-02	NaN	ID1,PDGFRA,SMAD6	
Regulation of TP53 Expression and Degradation	4.55E-01	2.38E-02	NaN	USP2	
Oxytocin Signaling Pathway	4.53E-01	1.37E-02	NaN	CACNB4,CCL5,IL6,KCNT2	
Cholecystokinin/Gastrin-mediated Signaling	4.5E-01	1.64E-02	NaN	IL33,RHOU	
B Cell Activating Factor Signaling	4.47E-01	2.33E-02	NaN	TNFSF13B	
Role of Tissue Factor in Cancer	4.46E-01	1.44E-02	NaN	CSF1,PDIA2,TFPI	
IL-13 Signaling Pathway	4.45E-01	1.63E-02	NaN	IL33,POSTN	
Neuregulin Signaling	4.45E-01	1.63E-02	NaN	DLG4,ITGA1	
Sphingosine-1-phosphate Signaling	4.45E-01	1.63E-02	NaN	PDGFRA,RHOU	
Incretin synthesis, secretion, and inactivation	4.39E-01	2.27E-02	NaN	PCSK1	
Tryptophan catabolism	4.39E-01	2.27E-02	NaN	NAD 	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	4.39E-01	2.27E-02	NaN	AK4	
Amyotrophic Lateral Sclerosis Signaling	4.32E-01	1.59E-02	NaN	CACNB4,GRIA3	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.32E-01	1.59E-02	NaN	CACNB4,RAPGEF4	
Resolution of Abasic Sites (AP sites)	4.24E-01	2.17E-02	NaN	NAD 	
Azathioprine ADME	4.24E-01	2.17E-02	NaN	NAD 	
Ethanol Degradation II	4.24E-01	2.17E-02	NaN	NAD 	
IL-23 Signaling Pathway	4.24E-01	2.17E-02	NaN	RORA	
HIF1α Signaling	4.2E-01	1.39E-02	NaN	ADM,IL6,SLC2A5	
TBC/RABGAPs	4.16E-01	2.13E-02	NaN	RAB6B	
Fatty Acid β-oxidation I	4.16E-01	2.13E-02	NaN	NAD 	
Glyoxylate metabolism and glycine degradation	4.09E-01	2.08E-02	NaN	NAD 	
Surfactant metabolism	4.09E-01	2.08E-02	NaN	CSF2RB	
Citric acid cycle (TCA cycle)	4.09E-01	2.08E-02	NaN	NAD 	
GP6 Signaling Pathway	4.03E-01	1.5E-02	NaN	COL8A1,LAMA2	
DAP12 interactions	4.02E-01	2.04E-02	NaN	SIRPB1	
Interleukin-2 family signaling	4.02E-01	2.04E-02	NaN	CSF2RB	
Tryptophan Degradation III (Eukaryotic)	4.02E-01	2.04E-02	NaN	NAD 	
Metabolism of amine-derived hormones	3.96E-01	2E-02	NaN	DIO1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	3.91E-01	1.47E-02	NaN	PRSS53,TMPRSS2	
RHOGDI Signaling	3.9E-01	1.33E-02	NaN	ARHGDIB,ITGA1,RHOU	
Calcium Signaling	3.9E-01	1.33E-02	NaN	CACNB4,GRIA3,RCAN2	
PI3K Cascade	3.89E-01	1.96E-02	NaN	FGF7	
Netrin-1 signaling	3.89E-01	1.96E-02	NaN	UNC5B	
FAT10 Cancer Signaling Pathway	3.89E-01	1.96E-02	NaN	IL6	
IL-27 Signaling Pathway	3.84E-01	1.45E-02	NaN	RORA,TLR7	
TR/RXR Activation	3.84E-01	1.45E-02	NaN	DIO1,RCAN2	
DAG and IP3 signaling	3.83E-01	1.92E-02	NaN	NAD 	
Branched-chain amino acid catabolism	3.83E-01	1.92E-02	NaN	NAD 	
iNOS Signaling	3.83E-01	1.92E-02	NaN	LBP	
tRNA Splicing	3.83E-01	1.92E-02	NaN	NAD 	
Reelin Signaling in Neurons	3.8E-01	1.44E-02	NaN	DNAH1,PDK4	
STAT3 Pathway	3.76E-01	1.43E-02	NaN	CSF2RB,PDGFRA	
Smooth Muscle Contraction	3.76E-01	1.89E-02	NaN	ITGA1	
Pyrimidine Ribonucleotides Interconversion	3.76E-01	1.89E-02	NaN	AK4	
Class C/3 (Metabotropic glutamate/pheromone receptors)	3.7E-01	1.85E-02	NaN	TAS2R3	
Dopamine Degradation	3.7E-01	1.85E-02	NaN	NAD 	
SNARE Signaling Pathway	3.69E-01	1.41E-02	NaN	CACNB4,SYT1	
Pulmonary Fibrosis Idiopathic Signaling Pathway	3.66E-01	1.22E-02	NaN	COL8A1,IL6,LPAR1,PDGFRA	
Integration of energy metabolism	3.66E-01	1.4E-02	NaN	NAD ,RAPGEF4	
MSP-RON Signaling in Cancer Cells Pathway	3.66E-01	1.4E-02	NaN	CSF2RB,ELF3	
Gap junction trafficking and regulation	3.64E-01	1.82E-02	NaN	GJC2	
nNOS Signaling in Neurons	3.64E-01	1.82E-02	NaN	DLG4	
Clathrin-mediated endocytosis	3.62E-01	1.39E-02	NaN	AGTR1,SYT1	
Role of NFAT in Cardiac Hypertrophy	3.62E-01	1.27E-02	NaN	CACNB4,IL6,RCAN2	
Neutrophil Extracellular Trap Signaling Pathway	3.59E-01	1.18E-02	NaN	CCL5,COL8A1,FPR1,JCHAIN,TLR7	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	3.59E-01	1.79E-02	NaN	NAD 	
Noradrenaline and Adrenaline Degradation	3.59E-01	1.79E-02	NaN	NAD 	
Detoxification of Reactive Oxygen Species	3.53E-01	1.75E-02	NaN	SOD2	
E3 ubiquitin ligases ubiquitinate target proteins	3.53E-01	1.75E-02	NaN	RNF152	
Lymphotoxin β Receptor Signaling	3.53E-01	1.75E-02	NaN	TNFSF14	
Axonal Guidance Signaling	3.51E-01	1.15E-02	NaN	ADAMDEC1,EPHA3,ITGA1,NTN5,PLXNA3,UNC5B	
Interleukin-3, Interleukin-5 and GM-CSF signaling	3.47E-01	1.72E-02	NaN	CSF2RB	
Transcriptional regulation by RUNX2	3.47E-01	1.72E-02	NaN	SMAD6	
Semaphorin Neuronal Repulsive Signaling Pathway	3.45E-01	1.34E-02	NaN	ITGA1,PLXNA3	
Myelination Signaling Pathway	3.44E-01	1.19E-02	NaN	LAMA2,NDRG1,PDGFRA,SMAD6	
Fatty acyl-CoA biosynthesis	3.42E-01	1.69E-02	NaN	TECRL	
Triglyceride metabolism	3.42E-01	1.69E-02	NaN	FABP3	
TNF signaling	3.37E-01	1.67E-02	NaN	USP2	
Bile Acid Biosynthesis, Neutral Pathway	3.37E-01	1.67E-02	NaN	NAD 	
G-Protein Coupled Receptor Signaling	3.35E-01	1.1E-02	NaN	AGTR1,FPR1,GPER1,GPR146,GPR68,LPAR1,PTGIR,RAPGEF4	
WNT/SHH Axonal Guidance Signaling Pathway	3.32E-01	1.31E-02	NaN	BOC,PLXNA3	
PTEN Signaling	3.32E-01	1.31E-02	NaN	ITGA1,PDGFRA	
NLR signaling pathways	3.31E-01	1.64E-02	NaN	TXNIP	
Signaling by EGFR	3.31E-01	1.64E-02	NaN	SPRY1	
Metabolism of cofactors	3.26E-01	1.61E-02	NaN	NAD 	
Primary Immunodeficiency Signaling	3.26E-01	1.61E-02	NaN	JCHAIN	
Sertoli Cell-Sertoli Cell Junction Signaling	3.26E-01	1.2E-02	NaN	ACTN2,LAMA2,SPTBN2	
Retinol Biosynthesis	3.21E-01	1.59E-02	NaN	AADAC	
Tuberculosis Active Signaling Pathway	3.19E-01	1.19E-02	NaN	IL6,TNFSF13B,TNFSF14	
Signaling by PTK6	3.17E-01	1.56E-02	NaN	GPNMB	
Heme signaling	3.17E-01	1.56E-02	NaN	RORA	
Bone Mineralization Signaling Pathway	3.14E-01	1.26E-02	NaN	FGF11,FGF7	
PFKFB4 Signaling Pathway	3.12E-01	1.54E-02	NaN	PFKFB4	
Neurovascular Coupling Signaling Pathway	3.07E-01	1.16E-02	NaN	CACNB4,GRIA3,PTGIR	
Activation of IRF by Cytosolic Pattern Recognition Receptors	3.07E-01	1.52E-02	NaN	IL6	
Inhibition of ARE-Mediated mRNA Degradation Pathway	3.05E-01	1.23E-02	NaN	TNFSF13B,TNFSF14	
AMPK Signaling	3.03E-01	1.15E-02	NaN	AK4,NAD ,PFKFB4	
Signaling by ERBB4	3.03E-01	1.49E-02	NaN	DLG4	
Cholesterol biosynthesis	3.03E-01	1.49E-02	NaN	NAD 	
Pyrimidine Ribonucleotides De Novo Biosynthesis	3.03E-01	1.49E-02	NaN	AK4	
RAB geranylgeranylation	2.98E-01	1.47E-02	NaN	RAB6B	
HEY1 Signaling Pathway	2.97E-01	1.21E-02	NaN	IL6,SMAD6	
Agrin Interactions at Neuromuscular Junction	2.94E-01	1.45E-02	NaN	LAMA2	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	2.94E-01	1.45E-02	NaN	CCL5	
Triacylglycerol Degradation	2.94E-01	1.45E-02	NaN	AADAC	
Ferroptosis Signaling Pathway	2.92E-01	1.2E-02	NaN	ANGPTL4,FTH1	
UFMylation Signaling Pathway	2.89E-01	1.43E-02	NaN	IL6	
IL-17A Signaling in Airway Cells	2.89E-01	1.43E-02	NaN	IL6	
Docosahexaenoic Acid (DHA) Signaling	2.88E-01	1.12E-02	NaN	FABP3,SPTBN2,SYT1	
G alpha (s) signalling events	2.86E-01	1.18E-02	NaN	ADM,PTGIR	
Deubiquitination	2.86E-01	1.12E-02	NaN	IL33,TNIP3,USP2	
Circadian Clock	2.85E-01	1.41E-02	NaN	RORA	
Inositol phosphate metabolism	2.85E-01	1.41E-02	NaN	NAD 	
Superpathway of Methionine Degradation	2.85E-01	1.41E-02	NaN	NAD 	
Remodeling of Epithelial Adherens Junctions	2.85E-01	1.41E-02	NaN	ACTN2	
GM-CSF Signaling	2.85E-01	1.41E-02	NaN	CSF2RB	
Cardiac Hypertrophy Signaling	2.81E-01	1.11E-02	NaN	CACNB4,IL6,RHOU	
Peroxisomal lipid metabolism	2.77E-01	1.37E-02	NaN	NAD 	
Germ Cell-Sertoli Cell Junction Signaling	2.73E-01	1.15E-02	NaN	ACTN2,RHOU	
Colorectal Cancer Metastasis Signaling	2.69E-01	1.09E-02	NaN	IL6,RHOU,TLR7	
Neurotransmitter release cycle	2.69E-01	1.33E-02	NaN	SYT1	
Glioblastoma Multiforme Signaling	2.68E-01	1.14E-02	NaN	PDGFRA,RHOU	
Mitochondrial Dysfunction	2.68E-01	1.06E-02	NaN	ATP1A2,CACNB4,NAD ,SOD2	
Gαq Signaling	2.66E-01	1.13E-02	NaN	AGTR1,RHOU	
Th1 and Th2 Activation Pathway	2.66E-01	1.13E-02	NaN	IL33,IL6	
Macropinocytosis Signaling	2.65E-01	1.32E-02	NaN	CSF1	
Phagosome Maturation	2.63E-01	1.12E-02	NaN	CTSF,CTSO	
Growth Hormone Signaling	2.62E-01	1.3E-02	NaN	IGFBP3	
Stearate Biosynthesis I (Animals)	2.62E-01	1.3E-02	NaN	CYP2E1	
Regulation of RUNX2 expression and activity	2.58E-01	1.28E-02	NaN	DLX5	
HIPPO signaling	2.58E-01	1.28E-02	NaN	DLG4	
Hypoxia Signaling in the Cardiovascular System	2.58E-01	1.28E-02	NaN	UBE2U	
Aldosterone Signaling in Epithelial Cells	2.56E-01	1.1E-02	NaN	CRYAB,DNAJC12	
COPII-mediated vesicle transport	2.54E-01	1.27E-02	NaN	SEC16B	
Netrin Signaling	2.52E-01	1.09E-02	NaN	CACNB4,UNC5B	
Sulfur amino acid metabolism	2.51E-01	1.25E-02	NaN	NAD 	
Melatonin Signaling	2.51E-01	1.25E-02	NaN	RORA	
trans-Golgi Network Vesicle Budding	2.47E-01	1.23E-02	NaN	FTH1	
Signaling by FGFR2	2.47E-01	1.23E-02	NaN	FGF7	
Caveolar-mediated Endocytosis Signaling	2.47E-01	1.23E-02	NaN	ITGA1	
IL-3 Signaling	2.47E-01	1.23E-02	NaN	CSF2RB	
Maturity Onset Diabetes of Young (MODY) Signaling	2.47E-01	1.23E-02	NaN	CACNB4	
Gap Junction Signaling	2.45E-01	1.02E-02	NaN	GJC2,GRIA3,LPAR1,PDGFRA	
Degradation of the extracellular matrix	2.44E-01	1.22E-02	NaN	SCUBE3	
Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	2.44E-01	1.22E-02	NaN	NAD 	
CLEAR Signaling Pathway	2.43E-01	1.03E-02	NaN	CTSF,PDGFRA,TLR7	
Abacavir ADME	2.41E-01	1.2E-02	NaN	NAD 	
Interconversion of nucleotide di- and triphosphates	2.41E-01	1.2E-02	NaN	AK4	
Cytoprotection by HMOX1	2.41E-01	1.2E-02	NaN	TXNIP	
Folate Signaling Pathway	2.41E-01	1.2E-02	NaN	ALDH1L1	
JAK/STAT Signaling	2.41E-01	1.2E-02	NaN	IL6	
Neurotrophin/TRK Signaling	2.41E-01	1.2E-02	NaN	SPRY1	
Aryl Hydrocarbon Receptor Signaling	2.4E-01	1.06E-02	NaN	ALDH1L1,IL6	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	2.37E-01	1.19E-02	NaN	RNF125	
PEDF Signaling	2.37E-01	1.19E-02	NaN	SOD2	
LPS-stimulated MAPK Signaling	2.34E-01	1.18E-02	NaN	LBP	
Signaling by MET	2.31E-01	1.16E-02	NaN	LAMA2	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	2.31E-01	1.16E-02	NaN	LOX	
Estrogen-Dependent Breast Cancer Signaling	2.28E-01	1.15E-02	NaN	HSD17B1	
ABRA Signaling Pathway	2.25E-01	1.14E-02	NaN	IL6	
BMP signaling pathway	2.16E-01	1.1E-02	NaN	SMAD6	
Transcriptional regulation of white adipocyte differentiation	2.13E-01	1.09E-02	NaN	ANGPTL4	
Plasma lipoprotein assembly, remodeling, and clearance	2.1E-01	1.08E-02	NaN	ANGPTL4	
Mitochondrial Fatty Acid Beta-Oxidation	2.1E-01	1.08E-02	NaN	NAD 	
PDGF Signaling	2.1E-01	1.08E-02	NaN	PDGFRA	
Cell junction organization	2.08E-01	1.06E-02	NaN	ANG	
Acute Myeloid Leukemia Signaling	2.05E-01	1.05E-02	NaN	CSF2RB	
Class B/2 (Secretin family receptors)	1.99E-01	1.03E-02	NaN	ADM	
Death Receptor Signaling	1.99E-01	1.03E-02	NaN	ARHGDIB	
TGF-β Signaling	1.99E-01	1.03E-02	NaN	SMAD6	
Dilated Cardiomyopathy Signaling Pathway	-0E00	6.54E-03	NaN	CACNB4	
Oxytocin in Brain Signaling Pathway	-0E00	9.71E-03	NaN	CACNB4,IL6	
Pulmonary Healing Signaling Pathway	-0E00	9.85E-03	NaN	CTRC,FGF7	
Ribonucleotide Reductase Signaling Pathway	-0E00	5.68E-03	NaN	IL6	
Synaptic Long Term Potentiation	-0E00	7.58E-03	NaN	GRIA3	
Synaptic Long Term Depression	-0E00	9.66E-03	NaN	CACNB4,GRIA3	
Huntington's Disease Signaling	-0E00	3.41E-03	NaN	DLG4	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	3.1E-03	NaN	PLIN2,SNX10	
DHCR24 Signaling Pathway	-0E00	5.88E-03	NaN	VTN	
WNK Renal Signaling Pathway	-0E00	8.77E-03	NaN	AGTR1	
Acetylcholine Receptor Signaling Pathway	-0E00	9.52E-03	NaN	CACNB4,IL6	
GABAergic Receptor Signaling Pathway (Enhanced)	-0E00	6.67E-03	NaN	CACNB4	
Glutaminergic Receptor Signaling Pathway (Enhanced)	-0E00	5.88E-03	NaN	CACNB4,GRIA3	
Microautophagy Signaling Pathway	-0E00	6.25E-03	NaN	COL8A1	
NFKBIE Signaling Pathway	-0E00	4.45E-03	NaN	TNFSF13B,TNFSF14	
Orexin Signaling Pathway	-0E00	7.91E-03	NaN	CACNB4,IL6	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	-0E00	4.05E-03	NaN	LAMA2	
