© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Sertoli Cell-Sertoli Cell Junction Signaling	1.65E00	4.86E-02	NaN	CDH10,CDH12,CDH4,CLDN1,CREB5,IL1RAPL1,IL1RL1,LAMB3,LAMC3,MYO7A,NGFR,TJP3	
Multiple Sclerosis Signaling Pathway	1.64E00	5.02E-02	NaN	C6,CTNNA3,GRIN2B,IL12A,IL36G,MASP1,NFATC2,PPARG,TLR8,TNFSF15,TNFSF8	
GNRH Signaling	1.62E00	5.18E-02	NaN	ADCY2,CACNA1E,CACNA2D3,CAMK2A,CAMK2B,CREB5,GNG4,HBEGF,PRKAR1B,PRKCB	
Xenobiotic Metabolism PXR Signaling Pathway	1.62E00	4.98E-02	NaN	CAMK2A,CAMK2B,CES1,CYP3A5,CYP3A7,GSTO2,MAOA,MAOB,PRKAR1B,PRKCB,SULT1B1	
Neurotransmitter clearance	1.61E00	2E-01	NaN	MAOA,SLC22A1	
Leukocyte Extravasation Signaling	1.61E00	5.15E-02	NaN	ARHGAP9,CLDN1,CTNNA3,MMP12,MMP3,NCF2,PLCG2,PRKCB,RASGRP1,TIMP4	
Docosahexaenoic Acid (DHA) Signaling	1.6E00	4.78E-02	NaN	ADCY2,BIRC3,CREB5,GRIN2B,NGFR,PLCG2,PLCL1,PRKAR1B,PRKCB,SYT11,SYT16,TGFA	
Histamine Biosynthesis	1.6E00	1E00	NaN	HDC	
Arachidonic acid metabolism	1.59E00	8.89E-02	NaN	ALOXE3,CYP1A1,EPHX2,FAAH	
Abacavir ADME	1.58E00	7.46E-02	NaN	ABCG2,SLC22A1,STK31,STK32B,STK33	
NoRC negatively regulates rRNA expression	1.58E00	7.46E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Cardiomyocyte Differentiation via BMP Receptors	1.58E00	1.15E-01	NaN	BMP7,MYL2,NPPB	
Bupropion Degradation	1.58E00	1.15E-01	NaN	CYP1A1,CYP3A5,CYP3A7	
Superpathway of Melatonin Degradation	1.57E00	6.59E-02	NaN	CYP1A1,CYP3A5,CYP3A7,MAOA,MAOB,SULT1B1	
CDX Gastrointestinal Cancer Signaling Pathway	1.57E00	5.08E-02	NaN	BMP7,HBEGF,HNF4A,IL12A,IL36G,LCT,NCF2,SI,TNFSF15,TNFSF8	
Cell junction organization	1.55E00	6.52E-02	NaN	CADM2,CDH10,CDH12,CDH4,CLDN1,LAMB3	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	1.54E00	5.56E-02	NaN	IL1RAPL1,IL1RL1,IL1RN,IL36G,IL36RN,MMP12,MMP3,NGFR	
Sensory processing of sound by inner hair cells of the cochlea	1.53E00	7.25E-02	NaN	CLIC5,MYO3A,MYO7A,OTOF,XIRP2	
Post-translational modification: synthesis of GPI-anchored proteins	1.53E00	6.45E-02	NaN	CNTN4,CNTN5,LSAMP,LYPD5,NTNG1,OPCML	
Sensory perception of taste	1.53E00	8.51E-02	NaN	GRM4,SCN3A,SCN4B,TAS2R1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.52E00	4.8E-02	NaN	BIRC3,BMP7,FRZB,IL1RAPL1,IL1RL1,IL1RN,IL36G,IL36RN,MMP3,NFATC2,NGFR	
Hematoma Resolution Signaling Pathway	1.51E00	4.63E-02	NaN	C6,CYGB,GRIN2B,IL12A,IL1RL1,IL36G,MERTK,MMP12,MMP3,PPARG,TNFSF15,TNFSF8	
Irritable Bowel Syndrome Signaling Pathway	1.51E00	4.5E-02	NaN	BIRC3,HNF4A,IL12A,IL1RAPL1,IL1RL1,IL36G,MMP12,MMP3,MYL2,NOD2,TLR8,TNFSF15,TNFSF8	
Nitric Oxide Signaling in the Cardiovascular System	1.5E00	5.83E-02	NaN	CACNA1E,CACNA2D3,PDE1A,PDE3B,PRKAR1B,PRKCB,PRKG2	
G alpha (q) signalling events	1.5E00	5.17E-02	NaN	CHRM3,CHRM5,GNG4,HTR2C,KALRN,PTAFR,RGS13,TACR1,XCL1	
Semaphorin Neuronal Repulsive Signaling Pathway	1.49E00	5.44E-02	NaN	DPYSL5,ITGA8,MAPT,MYL2,PDE4C,PLCG2,PRKAR1B,PRKG2	
Serotonin Degradation	1.49E00	6.32E-02	NaN	ADH7,DHRS2,DHRS9,MAOA,MAOB,SULT1B1	
Hepatic Fibrosis Signaling Pathway	1.47E00	4.09E-02	NaN	CACNA1E,CACNA2D3,CCL3,CREB5,IL1RAPL1,IL1RL1,IL1RN,IL36G,IL36RN,ITGA8,MYL2,NCF2,NGFR,PLCG2,PPARG,PRKAR1B,PRKCB	
Dopamine Receptor Signaling	1.46E00	6.94E-02	NaN	ADCY2,DDC,MAOA,MAOB,PRKAR1B	
Presynaptic depolarization and calcium channel opening	1.46E00	1.67E-01	NaN	CACNA1E,CACNA2D3	
TNFs bind their physiological receptors	1.45E00	1.03E-01	NaN	TNFRSF9,TNFSF15,TNFSF8	
p38 MAPK Signaling	1.44E00	5.65E-02	NaN	CREB5,IL1RAPL1,IL1RL1,IL1RN,IL36G,IL36RN,MAPT	
Senescence-Associated Secretory Phenotype (SASP)	1.42E00	6.76E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
RNA Polymerase I Transcription	1.42E00	6.76E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
HIF1α Signaling	1.4E00	4.76E-02	NaN	CAMK1G,CAMK2A,CAMK2B,HKDC1,MMP12,MMP3,NCF2,PLCG2,PRKCB,TGFA	
Apelin Cardiomyocyte Signaling Pathway	1.4E00	6E-02	NaN	MAPK4,MYL2,PLCG2,PLCL1,PRKCB,SLC9A2	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	1.39E00	5.19E-02	NaN	IL12A,IL36G,NOD2,PLCG2,PRKCB,TLR8,TNFSF15,TNFSF8	
Trafficking and processing of endosomal TLR	1.39E00	1.54E-01	NaN	CTSS,TLR8	
Activin Inhibin Signaling Pathway	1.38E00	4.72E-02	NaN	IL1RAPL1,IL1RL1,IL1RN,IL36G,IL36RN,MAPK4,NGFR,PAX5,PPARG,TLR8	
Corticotropin Releasing Hormone Signaling	1.38E00	5.16E-02	NaN	ADCY2,CACNA1E,CACNA2D3,CREB5,IVL,PLCG2,PRKAR1B,PRKCB	
Glioma Signaling	1.37E00	5.47E-02	NaN	CAMK1G,CAMK2A,CAMK2B,HDAC9,PLCG2,PRKCB,TGFA	
Gene Silencing by RNA	1.36E00	5.88E-02	NaN	DDX4,H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Signaling by EGFR	1.36E00	7.55E-02	NaN	FAM83A,FAM83B,HBEGF,TGFA	
Clathrin-mediated endocytosis	1.36E00	5.43E-02	NaN	ADRB2,CHRM2,HBEGF,LRP2,SYT11,TACR1,TGFA	
Pre-NOTCH Expression and Processing	1.36E00	6.49E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Leptin Signaling in Obesity	1.36E00	6.49E-02	NaN	ADCY2,PDE3B,PLCG2,PLCL1,PRKAR1B	
GPER1 signaling	1.35E00	5.83E-02	NaN	ADCY2,GNG4,PRKAR1B,STK31,STK32B,STK33	
Surfactant metabolism	1.34E00	9.38E-02	NaN	ADA2,ADGRF5,DMBT1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	1.34E00	5.38E-02	NaN	MAPT,MASP1,PRKAR1B,RELN,TMPRSS11B,TMPRSS11E,TMPRSS7	
Tuberculosis Active Signaling Pathway	1.34E00	4.49E-02	NaN	IL12A,IL1RAPL1,IL1RL1,MSR1,NCF2,NGFR,NLRP10,NOD2,PPARG,TNFSF15,TNFSF8	
VDR/RXR Activation	1.34E00	6.41E-02	NaN	CALB1,IGFBP5,IL12A,IL1RL1,PRKCB	
Retinol Biosynthesis	1.34E00	7.41E-02	NaN	AKR1B10,CES1,DHRS9,LIPF	
Keratinization	1.34E00	4.63E-02	NaN	DSC1,DSC3,DSG1,DSP,FLG,IVL,KRT23,KRTAP2-3/KRTAP2-4,SPINK5,TCHH	
Mitotic Prophase	1.33E00	5.77E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5,PRKCB	
Sensory processing of sound by outer hair cells of the cochlea	1.31E00	7.27E-02	NaN	CLIC5,MYO3A,MYO7A,XIRP2	
L-dopachrome Biosynthesis	1.31E00	5E-01	NaN	TYRP1	
Insulin Secretion Signaling Pathway	1.31E00	4.3E-02	NaN	ADCY2,CACNA1E,CACNA2D3,CAMK2A,CAMK2B,CHRM3,CREB5,PLCG2,PLCL1,PRKAR1B,PRKCB,RYR1	
CDK5 Signaling	1.3E00	5.66E-02	NaN	ADCY2,LAMB3,MAPK4,MAPT,NGFR,PRKAR1B	
Phototransduction Pathway	1.29E00	7.14E-02	NaN	CNGB1,CNGB3,PDE6G,PRKAR1B	
P2Y Purinergic Receptor Signaling Pathway	1.28E00	5.22E-02	NaN	ADCY2,CREB5,GNG4,PLCG2,PLCL1,PRKAR1B,PRKCB	
Post-translational protein phosphorylation	1.28E00	5.61E-02	NaN	AMBN,AMELX,IGFBP5,PCSK9,SCG3,SPARCL1	
Degradation of the extracellular matrix	1.28E00	6.17E-02	NaN	CTSS,LAMB3,MMP12,MMP3,SCUBE1	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	1.28E00	1.33E-01	NaN	MAOA,MAOB	
Neutrophil Extracellular Trap Signaling Pathway	1.27E00	3.91E-02	NaN	COL11A1,COL21A1,COL22A1,COL24A1,COL25A1,COL28A1,COL4A6,COL6A6,COL9A1,KCNN3,NCF2,PLCG2,PLCL1,PPIF,PRKCB,TLR8	
Atherosclerosis Signaling	1.26E00	5.15E-02	NaN	ALOXE3,IL1RN,IL36G,IL36RN,LPA,MMP3,MSR1	
Oxytocin Signaling Pathway	1.25E00	4.21E-02	NaN	CACNA1E,CACNA2D3,CREB5,GNG4,MAPK4,MYH13,MYH14,MYL2,PPARG,PRKAR1B,PRKCB,PRKG2	
IL-33 Signaling Pathway	1.24E00	4.62E-02	NaN	CREB5,H2BC26,IL1RL1,IL1RN,IL36G,IL36RN,MMP12,PLCG2,PRKAR1B	
Activation of anterior HOX genes in hindbrain during early embryogenesis	1.22E00	5.95E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Striated Muscle Contraction	1.22E00	8.33E-02	NaN	MYBPC1,MYL2,NEB	
Ethanol Degradation II	1.22E00	8.33E-02	NaN	ADH7,DHRS2,DHRS9	
G alpha (i) signalling events	1.21E00	4.26E-02	NaN	ADCY2,CHRM2,CXCL2,GNG4,GRM4,GRM7,P2RY14,RGS13,RGS22,RGS6,TAS2R1	
Ephrin A Signaling	1.2E00	5E-02	NaN	EPHA7,MYL2,NGFR,PLCG2,PRKAR1B,PRKG2,TGFA	
Iron uptake and transport	1.2E00	6.67E-02	NaN	ABCG2,LCN2,SLC40A1,STEAP4	
GABA receptor activation	1.2E00	6.67E-02	NaN	ADCY2,GABRA2,GABRB2,GNG4	
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.17E00	5.26E-02	NaN	IL12A,IL36G,LCN2,TNFSF15,TNFSF8,TSLP	
Inhibition of Matrix Metalloproteases	1.16E00	7.89E-02	NaN	MMP12,MMP3,TIMP4	
Oxidative Stress Induced Senescence	1.15E00	5.68E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Telomere Maintenance	1.14E00	5.62E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Transcriptional Regulation by MECP2	1.14E00	6.35E-02	NaN	CAMK2A,CAMK2B,GRIN2B,PPARG	
Proline catabolism	1.14E00	3.33E-01	NaN	PRODH	
Intracellular oxygen transport	1.14E00	3.33E-01	NaN	CYGB	
Proline Degradation	1.14E00	3.33E-01	NaN	PRODH	
Thyronamine and Iodothyronamine Metabolism	1.14E00	3.33E-01	NaN	DIO2	
Anandamide Degradation	1.14E00	3.33E-01	NaN	FAAH	
Thyroid Hormone Metabolism I (via Deiodination)	1.14E00	3.33E-01	NaN	DIO2	
L-serine Degradation	1.14E00	3.33E-01	NaN	SDS	
Metabolism of amine-derived hormones	1.13E00	1.11E-01	NaN	DDC,DIO2	
Gastrin-CREB signalling pathway via PKC and MAPK	1.13E00	1.11E-01	NaN	HBEGF,MMP3	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	1.13E00	1.11E-01	NaN	CCL3,IL12A	
Amyotrophic Lateral Sclerosis Signaling	1.13E00	5.13E-02	NaN	BIRC3,CACNA1E,CACNA2D3,GRIA4,GRID2,GRIN2B	
Class A/1 (Rhodopsin-like receptors)	1.12E00	3.92E-02	NaN	ADRB2,CCL3,CCRL2,CHRM2,CHRM3,CHRM5,CXCL2,HTR2C,P2RY14,PTAFR,RXFP1,TACR1,XCL1	
Semaphorin interactions	1.12E00	6.25E-02	NaN	DPYSL5,MYH14,PLXNA4,PTPRC	
Gαi Signaling	1.11E00	4.76E-02	NaN	ADCY2,CHRM2,GNG4,GRM4,GRM7,P2RY14,PRKAR1B	
Osteoarthritis Pathway	1.11E00	4.2E-02	NaN	CREB5,FRZB,GREM1,IL1RAPL1,IL1RL1,ITGA8,MMP12,MMP3,PPARG,PRG4	
Class C/3 (Metabotropic glutamate/pheromone receptors)	1.11E00	7.5E-02	NaN	GRM4,GRM7,TAS2R1	
Dopamine Degradation	1.11E00	7.5E-02	NaN	MAOA,MAOB,SULT1B1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	1.09E00	5.43E-02	NaN	CCL3,IL12A,IL1RN,IL36G,IL36RN	
Acetone Degradation I (to Methylglyoxal)	1.08E00	7.32E-02	NaN	CYP1A1,CYP3A5,CYP3A7	
PXR/RXR Activation	1.06E00	5.97E-02	NaN	CYP3A5,CYP3A7,HNF4A,PRKAR1B	
Regulation of beta-cell development	1.06E00	7.14E-02	NaN	HNF4A,NR5A2,RFX6	
Transcriptional regulation by RUNX1	1.05E00	4.61E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5,PAX5,PRKCB	
Interleukin-12 family signaling	1.05E00	1E-01	NaN	EBI3,IL12A	
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs	1.04E00	4.84E-02	NaN	AMBN,AMELX,IGFBP5,PCSK9,SCG3,SPARCL1	
Vasopressin regulates renal water homeostasis via Aquaporins	1.03E00	6.98E-02	NaN	ADCY2,GNG4,PRKAR1B	
Formation of the ureteric bud	1.02E00	9.52E-02	NaN	GREM1,ITGA8	
Threonine catabolism	1.02E00	2.5E-01	NaN	SDS	
Catecholamine Biosynthesis	1.02E00	2.5E-01	NaN	DDC	
Phenylethylamine Degradation I	1.02E00	2.5E-01	NaN	AOC3	
Ascorbate Recycling (Cytosolic)	1.02E00	2.5E-01	NaN	GSTO2	
Assembly and cell surface presentation of NMDA receptors	1.01E00	6.82E-02	NaN	CAMK2A,CAMK2B,GRIN2B	
RHOGDI Signaling	9.88E-01	4.09E-02	NaN	ARHGAP9,CDH10,CDH12,CDH4,GNG4,ITGA8,MYH13,MYH14,MYL2	
ROBO SLIT Signaling Pathway	9.88E-01	4.69E-02	NaN	CNTNAP2,DCC,MYL2,NRXN1,PAX5,PRKAR1B	
Melanocyte Development and Pigmentation Signaling	9.87E-01	5.05E-02	NaN	ADCY2,CREB5,PLCG2,PRKAR1B,TYRP1	
IL-6 Signaling	9.76E-01	4.65E-02	NaN	IL1RAPL1,IL1RL1,IL1RN,IL36G,IL36RN,NGFR	
Thrombin Signaling	9.62E-01	4.04E-02	NaN	ADCY2,CAMK1G,CAMK2A,CAMK2B,GNG4,MYL2,PLCG2,PLCL1,PRKCB	
Macrophage Alternative Activation Signaling Pathway	9.56E-01	4.17E-02	NaN	ABCA1,CREB5,IL12A,IL1RN,IL36G,IL36RN,MARCO,PPARG	
eNOS Signaling	9.56E-01	4.35E-02	NaN	ADCY2,CHRM5,CNGB1,CNGB3,PLCG2,PRKAR1B,PRKCB	
Estrogen Biosynthesis	9.47E-01	6.38E-02	NaN	CYP1A1,CYP3A5,CYP3A7	
G alpha (z) signalling events	9.26E-01	6.25E-02	NaN	ADCY2,GNG4,PRKCB	
Extra-nuclear estrogen signaling	9.25E-01	5.33E-02	NaN	GNG4,HBEGF,MMP3,TGFA	
Nicotine Degradation III	9.25E-01	5.33E-02	NaN	ADH7,CYP1A1,CYP3A5,CYP3A7	
Melanin biosynthesis	9.24E-01	2E-01	NaN	TYRP1	
Reelin signalling pathway	9.24E-01	2E-01	NaN	RELN	
Serotonin and Melatonin Biosynthesis	9.24E-01	2E-01	NaN	DDC	
Lactose Degradation III	9.24E-01	2E-01	NaN	LCT	
Pulmonary Fibrosis Idiopathic Signaling Pathway	9.21E-01	3.68E-02	NaN	COL11A1,COL21A1,COL22A1,COL24A1,COL25A1,COL28A1,COL4A6,COL6A6,COL9A1,MMP12,MMP3,TGFA	
DNA Replication Pre-Initiation	9.2E-01	4.81E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Regulation of endogenous retroelements	9.2E-01	4.81E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Interleukin-7 signaling	9.19E-01	8.33E-02	NaN	RAG1,TSLP	
RHO GTPases Activate NADPH Oxidases	9.19E-01	8.33E-02	NaN	NCF2,PRKCB	
Putrescine Degradation III	9.19E-01	8.33E-02	NaN	MAOA,MAOB	
IL-27 Signaling Pathway	9.18E-01	4.48E-02	NaN	EBI3,IL1RAPL1,IL1RL1,NGFR,TLR8,TNFRSF9	
PFKFB4 Signaling Pathway	9.07E-01	6.12E-02	NaN	CREB5,HKDC1,PRKAR1B	
Mitochondrial Division Signaling Pathway	9.06E-01	4.22E-02	NaN	CACNA1E,CACNA2D3,CAMK2A,CAMK2B,CCNB3,NGFR,PRKAR1B	
PPARα/RXRα Activation	9.01E-01	4.04E-02	NaN	ABCA1,ADCY2,IL1RAPL1,IL1RL1,PLCG2,PLCL1,PRKAR1B,PRKCB	
Insulin processing	8.9E-01	8E-02	NaN	KIF5A,MYRIP	
Xenobiotic Metabolism Signaling	8.87E-01	3.63E-02	NaN	CAMK1G,CAMK2A,CAMK2B,CES1,CYP1A1,CYP3A5,CYP3A7,GSTO2,MAOA,MAOB,PRKCB,SULT1B1	
MYC Mediated Apoptosis Signaling	8.87E-01	6E-02	NaN	ADRB2,NGFR,PRKAR1B	
nNOS Signaling in Neurons	8.87E-01	6E-02	NaN	CAMK2A,GRIN2B,PRKCB	
nNOS Signaling in Skeletal Muscle Cells	8.87E-01	6E-02	NaN	CACNA1E,CACNA2D3,RYR1	
Retinoate Biosynthesis I	8.87E-01	6E-02	NaN	ADH7,AKR1B10,DHRS9	
Deubiquitination	8.84E-01	3.77E-02	NaN	ADRB2,BIRC3,H2AC25,H2BC11,H2BC21,H2BC26,H2BC5,NOD2,OTUB2,USP18	
Gαq Signaling	8.77E-01	4.14E-02	NaN	CHRM3,CHRM5,GNG4,HTR2C,NFATC2,PLCG2,PRKCB	
Role of PKR in Interferon Induction and Antiviral Response	8.75E-01	4.35E-02	NaN	FCGR1A,IL24,MARCO,MSR1,NLRP10,SCARA5	
Integration of energy metabolism	8.7E-01	4.63E-02	NaN	ADCY2,CACNA1E,CHRM3,GNG4,PRKAR1B	
Transport of inorganic cations/anions and amino acids/oligopeptides	8.7E-01	4.63E-02	NaN	SLC24A2,SLC24A3,SLC24A4,SLC26A7,SLC9A2	
Signaling by the B Cell Receptor (BCR)	8.67E-01	4.12E-02	NaN	CD22,DAPP1,NFATC2,PIK3AP1,PLCG2,PRKCB,RASGRP1	
Signaling by MET	8.66E-01	5.06E-02	NaN	COL11A1,COL24A1,LAMB3,LAMC3	
The Visual Cycle	8.62E-01	7.69E-02	NaN	AKR1B10,DHRS9	
Ethanol Degradation IV	8.62E-01	7.69E-02	NaN	CYGB,TYRP1	
Gap Junction Signaling	8.61E-01	3.58E-02	NaN	ADCY2,CREB5,GRIA4,HTR2C,KCNN3,NGFR,P2RY14,PLCG2,PLCL1,PRKAR1B,PRKCB,PRKG2	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	8.54E-01	3.81E-02	NaN	CAMK2B,CLDN1,IL1RAPL1,IL1RL1,LAMB3,LAMC3,NGFR,PRKAR1B,PRKG2	
Trehalose Degradation II (Trehalase)	8.5E-01	1.67E-01	NaN	HKDC1	
Sheddase Signaling Pathway	8.5E-01	3.92E-02	NaN	CCRL2,CDH12,COL4A6,HBEGF,IGFBP5,MMP12,MMP3,TGFA	
D-myo-inositol-5-phosphate Metabolism	8.5E-01	3.92E-02	NaN	DUSP5,EPHX2,PLCG2,PPP1R3A,PTPN20,PTPRC,PTPRD,PTPRQ	
Sphingolipid metabolism	8.47E-01	4.55E-02	NaN	ABCG2,B3GNT5,NEU4,ST6GALNAC5,ST8SIA5	
Beta-catenin independent WNT signaling	8.41E-01	3.9E-02	NaN	CAMK2A,GNG4,PDE6G,PRKCB,PRKG2,STK31,STK32B,STK33	
α-Adrenergic Signaling	8.35E-01	4.5E-02	NaN	ADCY2,GNG4,PLCG2,PRKAR1B,PRKCB	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	8.24E-01	3.75E-02	NaN	BMP7,CTSS,FRZB,IL12A,IL36G,MMP12,MMP3,TNFSF15,TNFSF8	
Pancreatic Secretion Signaling Pathway	8.01E-01	3.7E-02	NaN	ADCY2,CHRM3,CLCA2,LIPF,PLCG2,PLCL1,PRKAR1B,PRKCB,RYR1	
Binding and Uptake of Ligands by Scavenger Receptors	8.01E-01	4.39E-02	NaN	HPX,MARCO,MASP1,MSR1,SCARA5	
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	8.01E-01	4.39E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
PD-1, PD-L1 cancer immunotherapy pathway	8.01E-01	4.39E-02	NaN	IL12A,LAT,NGFR,RASGRP1,ZAP70	
Phosphatidylcholine Biosynthesis I	7.89E-01	1.43E-01	NaN	PHKA1	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	7.89E-01	1.43E-01	NaN	CDA	
Glycoaminoglycan-protein Linkage Region Biosynthesis	7.89E-01	1.43E-01	NaN	XYLT1	
Aspartate Degradation II	7.89E-01	1.43E-01	NaN	LIPF	
Integrin cell surface interactions	7.84E-01	4.71E-02	NaN	COL4A6,COL6A6,COL9A1,ITGA8	
Melatonin Degradation I	7.84E-01	4.71E-02	NaN	CYP1A1,CYP3A5,CYP3A7,SULT1B1	
Nicotine Degradation II	7.84E-01	4.71E-02	NaN	ADH7,CYP1A1,CYP3A5,CYP3A7	
Platelet homeostasis	7.72E-01	4.65E-02	NaN	GNG4,PDE11A,PDE1A,PRKG2	
Tight Junction Signaling	7.7E-01	3.87E-02	NaN	CLDN1,MYH13,MYH14,MYL2,NGFR,PRKAR1B,TJP3	
Cell surface interactions at the vascular wall	7.7E-01	3.74E-02	NaN	CD84,MERTK,OLR1,PSG11,PSG2,PSG6,PSG8,PSG9	
Neurexins and neuroligins	7.67E-01	5.26E-02	NaN	DLGAP1,GRIN2B,NRXN1	
Activation of kainate receptors upon glutamate binding	7.63E-01	6.67E-02	NaN	GNG4,NCALD	
Neuregulin Signaling	7.58E-01	4.24E-02	NaN	HBEGF,ITGA8,PLCG2,PRKCB,TGFA	
WNT/SHH Axonal Guidance Signaling Pathway	7.48E-01	3.97E-02	NaN	ADCY2,CAMK2A,CAMK2B,PRKAR1B,TRPC4,TRPC5	
Sonic Hedgehog Signaling	7.41E-01	6.45E-02	NaN	CCNB3,PRKAR1B	
Histidine catabolism	7.36E-01	1.25E-01	NaN	HDC	
NFE2L2 regulating MDR associated enzymes	7.36E-01	1.25E-01	NaN	ABCG2	
Sucrose Degradation V (Mammalian)	7.36E-01	1.25E-01	NaN	SI	
Adenine and Adenosine Salvage III	7.36E-01	1.25E-01	NaN	ADA2	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	7.36E-01	1.25E-01	NaN	ADA2	
Toll-like Receptor Cascades	7.2E-01	6.25E-02	NaN	PLCG2,TLR8	
IL-15 Production	7.18E-01	4.1E-02	NaN	MERTK,MUSK,NTRK3,STYK1,ZAP70	
Macrophage Classical Activation Signaling Pathway	7.14E-01	3.72E-02	NaN	IL12A,IL36G,MERTK,NCF2,PPARG,TNFSF15,TNFSF8	
IL-10 Signaling	7.13E-01	3.87E-02	NaN	CREB5,IL1RAPL1,IL1RL1,IL1RN,IL36G,IL36RN	
IL-13 Signaling Pathway	7.08E-01	4.07E-02	NaN	CCL26,HBEGF,IL24,MAOA,TSLP	
IL-17 Signaling	7.06E-01	3.7E-02	NaN	IL12A,IL36G,LCN2,MMP3,RGS13,TNFSF15,TNFSF8	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	7.06E-01	3.7E-02	NaN	DUSP5,EPHX2,PPP1R3A,PTPN20,PTPRC,PTPRD,PTPRQ	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	7.06E-01	3.7E-02	NaN	DUSP5,EPHX2,PPP1R3A,PTPN20,PTPRC,PTPRD,PTPRQ	
Activation of Matrix Metalloproteinases	6.99E-01	6.06E-02	NaN	KLKB1,MMP3	
Airway Inflammation in Asthma	6.99E-01	6.06E-02	NaN	IL12A,TSLP	
TNFR2 Signaling	6.99E-01	6.06E-02	NaN	BIRC3,TRAF1	
L1CAM interactions	6.99E-01	4.03E-02	NaN	ANK1,CHL1,NRCAM,SCN3A,SCN4B	
Myelination Signaling Pathway	6.94E-01	3.35E-02	NaN	ARHGAP9,BMP7,CREB5,HDAC9,LAMB3,LAMC3,MPZ,NFATC2,NGFR,PLCG2,PRKAR1B	
Primary Immunodeficiency Signaling	6.93E-01	4.84E-02	NaN	PTPRC,RAG1,ZAP70	
Acute Phase Response Signaling	6.91E-01	3.66E-02	NaN	CRABP2,HPX,IL1RN,IL36G,IL36RN,KLKB1,NGFR	
OAS antiviral response	6.9E-01	1.11E-01	NaN	OASL	
Pathogenesis of Multiple Sclerosis	6.9E-01	1.11E-01	NaN	CCL3	
GDP-glucose Biosynthesis	6.9E-01	1.11E-01	NaN	HKDC1	
EPH-Ephrin signaling	6.89E-01	4.3E-02	NaN	EPHA7,GRIN2B,KALRN,MYH14	
ERBB Signaling	6.89E-01	4.3E-02	NaN	HBEGF,PLCG2,PRKCB,TGFA	
4-1BB Signaling in T Lymphocytes	6.8E-01	5.88E-02	NaN	TNFRSF9,TRAF1	
Cardiac Hypertrophy Signaling	6.79E-01	3.45E-02	NaN	ADCY2,ADRB2,CACNA1E,CACNA2D3,GNG4,MYL2,PLCG2,PLCL1,PRKAR1B	
Apelin Adipocyte Signaling Pathway	6.79E-01	4.26E-02	NaN	ADCY2,MAPK4,NCF2,PRKAR1B	
NOD1/2 Signaling Pathway	6.76E-01	3.63E-02	NaN	BIRC3,IL12A,IL36G,NOD2,TLR8,TNFSF15,TNFSF8	
Cohesin Chromatin Regulation Pathway	6.67E-01	3.42E-02	NaN	CCNB3,H2AC25,H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5,HNF4A,PCDH11X	
Endocannabinoid Developing Neuron Pathway	6.61E-01	3.91E-02	NaN	ADCY2,CREB5,GNG4,MAPK4,PRKAR1B	
GPVI-mediated activation cascade	6.61E-01	5.71E-02	NaN	LAT,PLCG2	
RAB geranylgeranylation	6.53E-01	4.62E-02	NaN	RAB39A,RAB39B,RAB44	
Role of JAK2 in Hormone-like Cytokine Signaling	6.53E-01	4.62E-02	NaN	BIRC3,CYP3A5,CYP3A7	
