© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Caspase activation via Dependence Receptors in the absence of ligand	6.5E-01	1E-01	NaN	DCC	
Creatine metabolism	6.5E-01	1E-01	NaN	SLC6A7	
mRNA Editing	6.5E-01	1E-01	NaN	A1CF	
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	6.5E-01	1E-01	NaN	NFATC2	
Glucose and Glucose-1-phosphate Degradation	6.5E-01	1E-01	NaN	HKDC1	
Citrulline Biosynthesis	6.5E-01	1E-01	NaN	PRODH	
Necroptosis Signaling Pathway	6.47E-01	3.68E-02	NaN	BIRC3,CAMK2A,CAMK2B,MERTK,NGFR,PPIF	
Induction of Apoptosis by HIV1	6.4E-01	4.55E-02	NaN	BIRC3,NGFR,TRAF1	
TCF dependent signaling in response to WNT	6.4E-01	3.54E-02	NaN	CCDC88C,H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5,LGR5	
Ribavirin ADME	6.28E-01	4.48E-02	NaN	STK31,STK32B,STK33	
3-phosphoinositide Degradation	6.26E-01	3.5E-02	NaN	DUSP5,EPHX2,PPP1R3A,PTPN20,PTPRC,PTPRD,PTPRQ	
RHO GTPases activate KTN1	6.14E-01	9.09E-02	NaN	KIF5A	
Glycine Betaine Degradation	6.14E-01	9.09E-02	NaN	SDS	
TWEAK Signaling	6.09E-01	5.26E-02	NaN	BIRC3,TRAF1	
Mitochondrial Dysfunction	6.04E-01	3.19E-02	NaN	CACNA1E,CACNA2D3,CAMK2A,CAMK2B,CREB5,MAOA,MAOB,MAPT,PPARG,PPIF,PRKAR1B	
Pyroptosis Signaling Pathway	5.98E-01	3.92E-02	NaN	NGFR,NLRP10,PRKAR1B,TLR8	
Complement System	5.93E-01	5.13E-02	NaN	C6,MASP1	
GM-CSF Signaling	5.92E-01	4.29E-02	NaN	CAMK2A,CAMK2B,PRKCB	
Superpathway of Inositol Phosphate Compounds	5.88E-01	3.32E-02	NaN	DUSP5,EPHX2,PLCG2,PPP1R3A,PTPN20,PTPRC,PTPRD,PTPRQ	
RAC Signaling	5.85E-01	3.65E-02	NaN	ANK1,CYFIP2,IQGAP2,ITGA8,NCF2	
IL-12 Signaling and Production in Macrophages	5.82E-01	3.31E-02	NaN	EBI3,FCGR1A,IL12A,LPA,NFATC2,NOD2,PPARG,PRKCB	
Neurotransmitter receptors and postsynaptic signal transmission	5.81E-01	8.33E-02	NaN	GLRA3	
Vitamin D (calciferol) metabolism	5.81E-01	8.33E-02	NaN	LRP2	
Oleate Biosynthesis II (Animals)	5.81E-01	8.33E-02	NaN	PTPRT	
UDP-N-acetyl-D-galactosamine Biosynthesis II	5.81E-01	8.33E-02	NaN	HKDC1	
CGAS-STING Signaling Pathway	5.78E-01	3.62E-02	NaN	CCL26,IL12A,IL36G,TNFSF15,TNFSF8	
Reelin Signaling in Neurons	5.78E-01	3.62E-02	NaN	CAMK2A,CAMK2B,GRIN2B,MAPT,RELN	
Neurotransmitter release cycle	5.77E-01	5E-02	NaN	MAOA,SLC22A1	
Th2 Pathway	5.55E-01	3.55E-02	NaN	IL12A,IL1RL1,IL24,NFATC2,TSLP	
Nephron development	5.52E-01	7.69E-02	NaN	HNF4A	
Olfactory Signaling Pathway	5.48E-01	4.05E-02	NaN	CNGB1,OR51B5,OR8D1	
April Mediated Signaling	5.48E-01	4.76E-02	NaN	NFATC2,TRAF1	
DAP12 interactions	5.34E-01	4.65E-02	NaN	LAT,PLCG2	
B Cell Activating Factor Signaling	5.34E-01	4.65E-02	NaN	NFATC2,TRAF1	
3-phosphoinositide Biosynthesis	5.32E-01	3.26E-02	NaN	DUSP5,EPHX2,PPP1R3A,PTPN20,PTPRC,PTPRD,PTPRQ	
Plasma lipoprotein assembly, remodeling, and clearance	5.28E-01	3.95E-02	NaN	ABCA1,LPA,PCSK9	
Interferon alpha/beta signaling	5.28E-01	3.95E-02	NaN	IFI27,OASL,USP18	
PIP3 activates AKT signaling	5.25E-01	3.45E-02	NaN	HBEGF,IL1RL1,NTRK3,PIK3AP1,TGFA	
C-type lectin receptors (CLRs)	5.25E-01	3.45E-02	NaN	MUC13,MUC16,MUC19,NFATC2,PLCG2	
Metabolism of nitric oxide: NOS3 activation and regulation	5.25E-01	7.14E-02	NaN	CYGB	
Regulation of TP53 Activity through Association with Co-factors	5.25E-01	7.14E-02	NaN	POU4F2	
Choline Biosynthesis III	5.25E-01	7.14E-02	NaN	PHKA1	
Erythropoietin Signaling Pathway	5.21E-01	3.31E-02	NaN	BIRC3,IL12A,IL36G,PRKCB,TNFSF15,TNFSF8	
Elastic fibre formation	5.2E-01	4.55E-02	NaN	BMP7,ITGA8	
TAK1-dependent IKK and NF-kappa-B activation	5.2E-01	4.55E-02	NaN	NOD2,USP18	
Aspirin ADME	5.2E-01	4.55E-02	NaN	ACSM5,CES1	
Retinoid metabolism and transport	5.2E-01	4.55E-02	NaN	AKR1B10,LRP2	
Interleukin-4 and Interleukin-13 signaling	5.19E-01	3.6E-02	NaN	IL12A,LCN2,MAOA,MMP3	
Chromatin organization	5.1E-01	3.14E-02	NaN	H2AC25,H2BC11,H2BC21,H2BC26,H2BC5,H3C10,H4C14,H4C8	
Autophagy	5.09E-01	3.2E-02	NaN	ATG9B,CREB5,NGFR,NOD2,PRKAR1B,RAG1,TGFA	
Maturity Onset Diabetes of Young (MODY) Signaling	5.08E-01	3.85E-02	NaN	CACNA1E,CACNA2D3,HNF4A	
Neurotrophin/TRK Signaling	5.08E-01	3.85E-02	NaN	CREB5,NGFR,NTRK3	
ERK/MAPK Signaling	5.03E-01	3.18E-02	NaN	CREB5,ITGA8,PLCG2,PPARG,PPP1R3A,PRKAR1B,PRKCB	
Signaling by Retinoic Acid	4.94E-01	4.35E-02	NaN	CRABP2,DHRS9	
Apelin Pancreas Signaling Pathway	4.94E-01	4.35E-02	NaN	PDE3B,PRKAR1B	
IL-17A Signaling in Fibroblasts	4.89E-01	3.75E-02	NaN	LCN2,MMP3,PRKCB	
NAD Signaling Pathway	4.85E-01	3.31E-02	NaN	H1-0,H1-2,H2BC26,RYR1,TGFA	
Type II Diabetes Mellitus Signaling	4.78E-01	3.29E-02	NaN	CACNA1E,CACNA2D3,NGFR,PPARG,PRKCB	
Rap1 signalling	4.77E-01	6.25E-02	NaN	RASGRP1	
Superpathway of Citrulline Metabolism	4.77E-01	6.25E-02	NaN	PRODH	
RAF/MAP kinase cascade	4.75E-01	3.05E-02	NaN	CAMK2A,CAMK2B,DUSP5,GRIN2B,HBEGF,LAT,RASGRP1,TGFA	
Estrogen Receptor Signaling	4.75E-01	2.92E-02	NaN	ADCY2,CACNA1E,CACNA2D3,CREB5,GNG4,MMP12,MMP3,MYL2,PLCG2,PLCL1,PRKAR1B,PRKCB	
Cerebral Malformation Signaling Pathway	4.73E-01	3.42E-02	NaN	IL1RN,IL36G,IL36RN,MYL2	
Cholecystokinin/Gastrin-mediated Signaling	4.73E-01	3.42E-02	NaN	IL1RN,IL36G,IL36RN,PRKCB	
Antimicrobial peptides	4.58E-01	4.08E-02	NaN	LCN2,SLC11A1	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	4.56E-01	3.12E-02	NaN	LPA,NCF2,NGFR,PLCG2,PPP1R3A,PRKCB	
Metabolism of Angiotensinogen to Angiotensins	4.56E-01	5.88E-02	NaN	CES1	
Zygotic genome activation (ZGA)	4.56E-01	5.88E-02	NaN	ZSCAN4	
RAN Signaling	4.56E-01	5.88E-02	NaN	KPNA7	
Adenosine Nucleotides Degradation II	4.56E-01	5.88E-02	NaN	ADA2	
p75 NTR receptor-mediated signalling	4.41E-01	3.16E-02	NaN	KALRN,NGFR,STK31,STK32B,STK33	
Renin-Angiotensin Signaling	4.38E-01	3.28E-02	NaN	ADCY2,PLCG2,PRKAR1B,PRKCB	
Isoleucine Degradation I	4.36E-01	5.56E-02	NaN	SDS	
HMGB1 Signaling	4.29E-01	3.12E-02	NaN	IL12A,IL36G,NGFR,TNFSF15,TNFSF8	
Amyloid Processing	4.26E-01	3.85E-02	NaN	MAPT,PRKAR1B	
Inhibition of ARE-Mediated mRNA Degradation Pathway	4.18E-01	3.09E-02	NaN	MAPK4,NGFR,PRKAR1B,TNFSF15,TNFSF8	
RHO GTPases activate CIT	4.17E-01	5.26E-02	NaN	MYH14	
RHO GTPases Activate ROCKs	4.17E-01	5.26E-02	NaN	MYH14	
Regulation of Cellular Mechanics by Calpain Protease	4.14E-01	3.37E-02	NaN	CNGB1,CNGB3,ITGA8	
TCR signaling	4.11E-01	3.17E-02	NaN	LAT,PLCG2,PTPRC,ZAP70	
Oxytocin in Brain Signaling Pathway	4.09E-01	2.99E-02	NaN	CACNA1E,CACNA2D3,CREB5,GNG4,NLRP10,PRKCB	
BMP signaling pathway	4.06E-01	3.33E-02	NaN	BMP7,GREM1,PRKAR1B	
Ephrin Receptor Signaling	4.04E-01	2.97E-02	NaN	CREB5,EPHA7,GNG4,GRIN2B,ITGA8,KALRN	
Valine Degradation I	4E-01	5E-02	NaN	SDS	
Purine Nucleotides Degradation II (Aerobic)	4E-01	5E-02	NaN	ADA2	
Natural Killer Cell Signaling	3.99E-01	2.96E-02	NaN	IL12A,LAT,NFATC2,PLCG2,SH2D1A,ZAP70	
MAPK6/MAPK4 signaling	3.92E-01	3.26E-02	NaN	KALRN,MAPK4,RAG1	
NLR signaling pathways	3.86E-01	3.57E-02	NaN	BIRC3,NOD2	
E3 ubiquitin ligases ubiquitinate target proteins	3.86E-01	3.57E-02	NaN	H2BC11,H2BC5	
AMPK Signaling	3.86E-01	2.87E-02	NaN	ADRB2,CHRM5,CREB5,GNG4,HNF4A,PRKAR1B,RAB39A	
RHO GTPases activate PAKs	3.84E-01	4.76E-02	NaN	MYH14	
TNF signaling	3.77E-01	3.51E-02	NaN	BIRC3,TRAF1	
14-3-3-mediated Signaling	3.75E-01	3.03E-02	NaN	MAPT,PLCG2,PLCL1,PRKCB	
fMLP Signaling in Neutrophils	3.69E-01	3.01E-02	NaN	GNG4,NCF2,NFATC2,PRKCB	
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	3.69E-01	4.55E-02	NaN	OTOF	
Fatty Acid α-oxidation	3.69E-01	4.55E-02	NaN	ALOXE3	
Signaling by PDGF	3.68E-01	3.45E-02	NaN	COL6A6,COL9A1	
Gα12/13 Signaling	3.64E-01	2.99E-02	NaN	CDH10,CDH12,CDH4,MYL2	
Signaling by ERBB4	3.6E-01	3.39E-02	NaN	GABRB2,HBEGF	
RAF-independent MAPK1/3 activation	3.55E-01	4.35E-02	NaN	DUSP5	
Nucleotide salvage	3.55E-01	4.35E-02	NaN	CDA	
TCA Cycle II (Eukaryotic)	3.55E-01	4.35E-02	NaN	LIPF	
Crosstalk between Dendritic Cells and Natural Killer Cells	3.51E-01	3.06E-02	NaN	CAMK2A,CAMK2B,IL12A	
IL-1 Signaling	3.51E-01	3.06E-02	NaN	ADCY2,GNG4,PRKAR1B	
Androgen Signaling	3.5E-01	2.86E-02	NaN	CACNA1E,CACNA2D3,GNG4,PRKAR1B,PRKCB	
Th1 and Th2 Activation Pathway	3.46E-01	2.84E-02	NaN	IL12A,IL1RL1,IL24,NFATC2,TSLP	
Protein folding	3.44E-01	3.03E-02	NaN	CCT6B,GNG4,RGS6	
RHO GTPase cycle	3.44E-01	2.67E-02	NaN	ARHGAP15,ARHGAP9,CYFIP2,DDX4,DSG1,DSP,FAM83B,IQGAP2,KALRN,MUC13,NCF2,ZAP70	
RAS processing	3.41E-01	4.17E-02	NaN	PRKG2	
Androgen Biosynthesis	3.41E-01	4.17E-02	NaN	SRD5A2	
Vitamin-C Transport	3.41E-01	4.17E-02	NaN	GSTO2	
Inflammasome pathway	3.41E-01	4.17E-02	NaN	NOD2	
STAT3 Pathway	3.37E-01	2.88E-02	NaN	IL1RL1,NGFR,NTRK3,TGFA	
MSP-RON Signaling Pathway	3.35E-01	3.23E-02	NaN	IL12A,KLKB1	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	3.35E-01	3.23E-02	NaN	DIO2,SULT1B1	
Cellular response to heat stress	3.32E-01	2.97E-02	NaN	CAMK2A,CAMK2B,COL4A6	
Sirtuin Signaling Pathway	3.31E-01	2.69E-02	NaN	ABCA1,ATG9B,CYGB,H1-0,H1-2,MAPK4,PPARG,PPIF	
Metabolism of cofactors	3.28E-01	4E-02	NaN	PRKG2	
Glycogen metabolism	3.28E-01	4E-02	NaN	PHKA1	
Signaling by NTRK2 (TRKB)	3.28E-01	4E-02	NaN	GRIN2B	
NCAM signaling for neurite out-growth	3.28E-01	3.17E-02	NaN	COL6A6,COL9A1	
Triacylglycerol Degradation	3.28E-01	3.17E-02	NaN	FAAH,LIPF	
Nuclear Cytoskeleton Signaling Pathway	3.2E-01	2.71E-02	NaN	CDH10,CDH12,CDH4,ITGA8,KIF5A,PPARG	
Thrombopoietin Signaling	3.2E-01	3.12E-02	NaN	PLCG2,PRKCB	
Fertilization	3.16E-01	3.85E-02	NaN	IZUMO3	
Metabolism of porphyrins	3.16E-01	3.85E-02	NaN	ABCG2	
Miscellaneous transport and binding events	3.16E-01	3.85E-02	NaN	AZGP1	
Interleukin-20 family signaling	3.16E-01	3.85E-02	NaN	IL24	
Signaling by Erythropoietin	3.16E-01	3.85E-02	NaN	PLCG2	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	3.16E-01	3.85E-02	NaN	PLCG2	
SPINK1 Pancreatic Cancer Pathway	3.13E-01	3.08E-02	NaN	KLKB1,MMP12	
NAFLD Signaling Pathway	3.09E-01	2.68E-02	NaN	IL12A,IL36G,NGFR,TLR8,TNFSF15,TNFSF8	
Iron homeostasis signaling pathway	3.07E-01	2.76E-02	NaN	BMP7,HPX,SLC11A1,SLC40A1	
Effects of PIP2 hydrolysis	3.05E-01	3.7E-02	NaN	RASGRP1	
Integrin signaling	3.05E-01	3.7E-02	NaN	RASGRP1	
ERBB4 Signaling	2.99E-01	2.99E-02	NaN	PLCG2,PRKCB	
WNK Renal Signaling Pathway	2.98E-01	2.8E-02	NaN	BIRC3,PRKCB,WNK3	
Signaling by VEGF	2.98E-01	2.8E-02	NaN	CYFIP2,NCF2,PRKCB	
Signaling by Rho Family GTPases	2.97E-01	2.62E-02	NaN	CDH10,CDH12,CDH4,GNG4,ITGA8,MYL2,NCF2	
RHO GTPases activate PKNs	2.94E-01	3.57E-02	NaN	MYH14	
Phospholipases	2.92E-01	2.94E-02	NaN	PLCG2,PLCL1	
Phase II - Conjugation of compounds	2.87E-01	2.75E-02	NaN	ACSM5,GSTO2,SULT1B1	
Xenobiotic Metabolism AHR Signaling Pathway	2.87E-01	2.75E-02	NaN	ABCG2,CYP1A1,GSTO2	
Colorectal Cancer Metastasis Signaling	2.84E-01	2.58E-02	NaN	ADCY2,DCC,GNG4,MMP12,MMP3,PRKAR1B,TLR8	
SUMOylation of intracellular receptors	2.83E-01	3.45E-02	NaN	PPARG	
Myogenesis	2.83E-01	3.45E-02	NaN	CDH4	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	2.83E-01	3.45E-02	NaN	MPZ	
Paracetamol ADME	2.83E-01	3.45E-02	NaN	ABCG2	
Xenobiotic Metabolism CAR Signaling Pathway	2.76E-01	2.58E-02	NaN	CYP1A1,CYP3A5,CYP3A7,GSTO2,PRKCB,SULT1B1	
Signaling by NTRK3 (TRKC)	2.73E-01	3.33E-02	NaN	NTRK3	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	2.73E-01	3.33E-02	NaN	PLXNA4	
Gluconeogenesis I	2.73E-01	3.33E-02	NaN	LIPF	
SUMOylation of chromatin organization proteins	2.73E-01	2.82E-02	NaN	H4C14,H4C8	
Chondroitin Sulfate Biosynthesis	2.73E-01	2.82E-02	NaN	SULT1B1,XYLT1	
Endothelin-1 Signaling	2.7E-01	2.58E-02	NaN	ADCY2,MAPK4,PLCG2,PLCL1,PRKCB	
Signaling by CSF1 (M-CSF) in myeloid cells	2.64E-01	3.23E-02	NaN	PLCG2	
Growth Hormone Signaling	2.61E-01	2.74E-02	NaN	PLCG2,PRKCB	
Ephrin B Signaling	2.61E-01	2.74E-02	NaN	GNG4,KALRN	
Dermatan Sulfate Biosynthesis	2.61E-01	2.74E-02	NaN	SULT1B1,XYLT1	
ILK Signaling	2.59E-01	2.54E-02	NaN	CREB5,DSP,MYH13,MYH14,MYL2	
G-protein beta:gamma signalling	2.55E-01	3.12E-02	NaN	GNG4	
Thrombin signalling through proteinase activated receptors (PARs)	2.55E-01	3.12E-02	NaN	GNG4	
RIPK1-mediated regulated necrosis	2.55E-01	3.12E-02	NaN	BIRC3	
RHO GTPases activate IQGAPs	2.55E-01	3.12E-02	NaN	IQGAP2	
ISG15 antiviral mechanism	2.55E-01	2.7E-02	NaN	KPNA7,USP18	
Granzyme A Signaling	2.49E-01	2.67E-02	NaN	H1-0,H1-2	
Antioxidant Action of Vitamin C	2.49E-01	2.56E-02	NaN	GSTO2,PLCG2,PLCL1	
Toll Like Receptor 3 (TLR3) Cascade	2.46E-01	3.03E-02	NaN	BIRC3	
Signal amplification	2.46E-01	3.03E-02	NaN	GNG4	
Macropinocytosis Signaling	2.44E-01	2.63E-02	NaN	PLCG2,PRKCB	
Regulation of lipid metabolism by PPARalpha	2.4E-01	2.52E-02	NaN	ABCA1,CYP1A1,PPARG	
Bladder Cancer Signaling	2.4E-01	2.52E-02	NaN	HDAC9,MMP12,MMP3	
Sphingosine-1-phosphate Signaling	2.4E-01	2.52E-02	NaN	ADCY2,PLCG2,PLCL1	
Cargo concentration in the ER	2.38E-01	2.94E-02	NaN	TGFA	
Methylglyoxal Degradation III	2.38E-01	2.94E-02	NaN	AKR1B10	
Fatty Acid β-oxidation I	2.38E-01	2.94E-02	NaN	SDS	
Oxytocin in Spinal Neurons Signaling Pathway	2.3E-01	2.86E-02	NaN	PRKG2	
Coagulation System	2.3E-01	2.86E-02	NaN	KLKB1	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	2.23E-01	2.78E-02	NaN	TGFA	
Detoxification of Reactive Oxygen Species	2.15E-01	2.7E-02	NaN	NCF2	
Fatty acyl-CoA biosynthesis	2.15E-01	2.7E-02	NaN	OLAH	
MyD88-independent TLR4 cascade	2.09E-01	2.63E-02	NaN	BIRC3	
Metabolism of steroid hormones	2.09E-01	2.63E-02	NaN	SRD5A2	
Formation of Fibrin Clot (Clotting Cascade)	2.02E-01	2.56E-02	NaN	KLKB1	
MAP kinase activation	2.02E-01	2.56E-02	NaN	NOD2	
Pulmonary Healing Signaling Pathway	-0E00	2.49E-02	NaN	HBEGF,MMP12,MMP3,NGFR,PRKCB	
CLEAR Signaling Pathway	-0E00	2.46E-02	NaN	CREB5,MAPK4,NGFR,NTRK3,PRKCB,TGFA,TLR8	
ID1 Signaling Pathway	-0E00	9.9E-03	NaN	CHRM5,NGFR	
Immunogenic Cell Death Signaling Pathway	-0E00	1.05E-02	NaN	NGFR	
MicroRNA Biogenesis Signaling Pathway	-0E00	5.35E-03	NaN	TGFA	
Ribonucleotide Reductase Signaling Pathway	-0E00	5.75E-03	NaN	CREB5	
Glucocorticoid Receptor Signaling	-0E00	1.5E-02	NaN	ADRB2,CCL3,FCGR1A,IL1RL1,IL1RN,KRT23,MMP3,NFATC2,PPARG	
Fc Epsilon RI Signaling	-0E00	2.5E-02	NaN	LAT,PLCG2,PRKCB	
Actin Cytoskeleton Signaling	-0E00	2.48E-02	NaN	CYFIP2,IQGAP2,ITGA8,MYH13,MYH14,MYL2	
Huntington's Disease Signaling	-0E00	1.74E-02	NaN	CREB5,GNG4,GRIN2B,HDAC9,PRKCB	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	6.28E-03	NaN	MAPT,MMP12,MMP3,NFATC2	
ABRA Signaling Pathway	-0E00	1.14E-02	NaN	NPPB	
DHCR24 Signaling Pathway	-0E00	2.1E-02	NaN	HPX,MAPT,PRKCB	
ISGylation Signaling Pathway	-0E00	1.83E-02	NaN	TLR8,USP18	
NFKBIE Signaling Pathway	-0E00	6.68E-03	NaN	NGFR,TNFSF15,TNFSF8	
NRF2-mediated Oxidative Stress Response	-0E00	2.22E-02	NaN	CYGB,CYP1A1,CYP3A5,CYP3A7,GSTO2,PRKCB	
Aryl Hydrocarbon Receptor Signaling	-0E00	2.19E-02	NaN	CYP1A1,CYP3A5,CYP3A7,GSTO2	
p53 Signaling	-0E00	2.04E-02	NaN	HDAC9,SERPINB5	
PI3K Cascade	-0E00	2.27E-02	NaN	PDE3B	
Signaling by ERBB2	-0E00	2E-02	NaN	HBEGF	
Glycerophospholipid biosynthesis	-0E00	7.81E-03	NaN	DGAT2L6	
PI Metabolism	-0E00	1.19E-02	NaN	PLEKHA6	
Glycosaminoglycan metabolism	-0E00	1.56E-02	NaN	HPSE2,XYLT1	
Macroautophagy	-0E00	1.49E-02	NaN	ATG9B	
Complement cascade	-0E00	1.47E-02	NaN	C6,MASP1	
Signaling by TGF-beta Receptor Complex	-0E00	1.85E-02	NaN	ITGA8	
Signaling by NTRK1 (TRKA)	-0E00	1.23E-02	NaN	ADCYAP1R1	
Metabolism of water-soluble vitamins and cofactors	-0E00	2.44E-02	NaN	GSTO2,LRP2	
Signaling by NOTCH1	-0E00	1.3E-02	NaN	HDAC9	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	-0E00	1.86E-02	NaN	CD22,CD96,FCGR1A,SH2D1A	
Fcgamma receptor (FCGR) dependent phagocytosis	-0E00	1.83E-02	NaN	CYFIP2,FCGR1A,PLCG2	
Generic Transcription Pathway	-0E00	1.17E-02	NaN	HDAC9,HNF4A,NR5A2,PPARG,ZNF716	
RNA Polymerase II Transcription	-0E00	6.67E-03	NaN	LUZP4	
COPII-mediated vesicle transport	-0E00	1.37E-02	NaN	TGFA	
Asparagine N-linked glycosylation	-0E00	8E-03	NaN	MGAT4C	
MHC class II antigen presentation	-0E00	1.56E-02	NaN	CTSS,KIF5A	
Fc epsilon receptor (FCERI) signaling	-0E00	1.94E-02	NaN	LAT,NFATC2,PLCG2,RASGRP1	
Class B/2 (Secretin family receptors)	-0E00	2.11E-02	NaN	ADCYAP1R1,GNG4	
Signaling by ROBO receptors	-0E00	4.07E-03	NaN	DCC	
Transcriptional regulation of white adipocyte differentiation	-0E00	1.19E-02	NaN	PPARG	
ABC-family proteins mediated transport	-0E00	1.94E-02	NaN	ABCA4,ABCB5	
Costimulation by the CD28 family	-0E00	2.29E-02	NaN	STK31,STK32B,STK33	
G alpha (12/13) signalling events	-0E00	2.5E-02	NaN	GNG4,KALRN	
Hedgehog 'off' state	-0E00	1.75E-02	NaN	ADCY2,PRKAR1B	
Cilium Assembly	-0E00	9.8E-03	NaN	CCT6B,CNGB1	
Hedgehog 'on' state	-0E00	2.08E-02	NaN	STK31,STK32B,STK33	
RHO GTPases Activate WASPs and WAVEs	-0E00	2.33E-02	NaN	CYFIP2	
TNFR2 non-canonical NF-kB pathway	-0E00	1.47E-02	NaN	BIRC3	
PTEN Regulation	-0E00	6.67E-03	NaN	PPARG	
COPI-mediated anterograde transport	-0E00	9.8E-03	NaN	ANK1	
Intra-Golgi and retrograde Golgi-to-ER traffic	-0E00	9.8E-03	NaN	KIF5A,RAB39A	
Cell Cycle Checkpoints	-0E00	1.84E-02	NaN	H2BC11,H2BC12L,H2BC21,H2BC26,H2BC5	
Glucose metabolism	-0E00	1.16E-02	NaN	HKDC1	
Processing of Capped Intron-Containing Pre-mRNA	-0E00	3.47E-03	NaN	LUZP4	
Response to elevated platelet cytosolic Ca2+	-0E00	1.52E-02	NaN	PRKCB,SCG3	
Signaling by PTK6	-0E00	1.82E-02	NaN	HBEGF	
RAB GEFs exchange GTP for GDP on RABs	-0E00	2.22E-02	NaN	RAB39A,RAB39B	
Neddylation	-0E00	8.13E-03	NaN	ASB15,ASB2	
Carboxyterminal post-translational modifications of tubulin	-0E00	2.22E-02	NaN	TTLL6	
Signaling by NOTCH4	-0E00	2.13E-02	NaN	STK31,STK32B,STK33	
NR1H2 and NR1H3-mediated signaling	-0E00	1.96E-02	NaN	ABCA1	
Peroxisomal protein import	-0E00	1.56E-02	NaN	EPHX2	
Expression and translocation of olfactory receptors	-0E00	1.48E-02	NaN	OR2C3,OR51B5,OR6C3,OR6C6,OR6C74,OR8D1	
KEAP1-NFE2L2 pathway	-0E00	1.97E-02	NaN	STK31,STK32B,STK33	
Class I MHC mediated antigen processing and presentation	-0E00	1.31E-02	NaN	ASB15,ASB2,CTSS,FCGR1A,NCF2	
Kinesins	-0E00	1.61E-02	NaN	KIF5A	
Factors involved in megakaryocyte development and platelet production	-0E00	1.08E-02	NaN	PRKAR1B	
Protein Sorting Signaling Pathway	-0E00	1.1E-02	NaN	ADCY2,PRKAR1B	
Folate Signaling Pathway	-0E00	1.75E-02	NaN	FOLR3	
HEY1 Signaling Pathway	-0E00	2.48E-02	NaN	BMP7,MMP12,MMP3,NTRK3	
UFMylation Signaling Pathway	-0E00	1.56E-02	NaN	ABCA1	
Histone Modification Signaling Pathway	-0E00	2E-02	NaN	CDYL2,CECR2,H1-0,H1-2,H2BC26,PRKCB	
Inositol phosphate metabolism	-0E00	2.08E-02	NaN	PLCG2	
PKR-mediated signaling	-0E00	1.28E-02	NaN	MAPT	
Transcriptional and post-translational regulation of MITF-M expression and activity	-0E00	1.96E-02	NaN	TFEC	
MITF-M-dependent gene expression	-0E00	2.11E-02	NaN	MYRIP,TYRP1	
Cyclophilin Signaling Pathway	-0E00	2.41E-02	NaN	ABCA1,CREB5,GRIN2B,NFATC2,OLR1,PPIF	
Hepatitis B Chronic Liver Pathogenesis Signaling Pathway	-0E00	1.06E-02	NaN	CREB5,PRKCB	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	3.53E-03	NaN	ATG9B,IL12A	
Bone Mineralization Signaling Pathway	-0E00	2.08E-02	NaN	CALB1,PLCG2,PLCL1	
ID3 Signaling Pathway	-0E00	4.14E-03	NaN	BMP7,IL1RL1,NCF2,PAX5	
Preeclampsia Signaling Pathway	-0E00	1.86E-02	NaN	IL1RN,IL36G,IL36RN	
Ceramide Signaling	-0E00	1.1E-02	NaN	NGFR	
TR/RXR Activation	-0E00	2.29E-02	NaN	DIO2,PDE3B,PPARG	
Regulation of Actin-based Motility by Rho	-0E00	1.8E-02	NaN	ITGA8,MYL2	
Caveolar-mediated Endocytosis Signaling	-0E00	1.27E-02	NaN	ITGA8	
Clathrin-mediated Endocytosis Signaling	-0E00	4.78E-03	NaN	LPA	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	-0E00	2.15E-02	NaN	FCGR1A,PRKCB	
IL-8 Signaling	-0E00	2.4E-02	NaN	GNG4,HBEGF,MYL2,NCF2,PRKCB	
Role of NFAT in Regulation of the Immune Response	-0E00	6.69E-03	NaN	FCGR1A,GNG4,KPNA7,LAT,NFATC2,PLCG2,ZAP70	
FcγRIIB Signaling in B Lymphocytes	-0E00	5.63E-03	NaN	CACNA1E,CACNA2D3,PLCG2	
LPS-stimulated MAPK Signaling	-0E00	1.18E-02	NaN	PRKCB	
NF-κB Activation by Viruses	-0E00	1.28E-02	NaN	PRKCB	
CCR5 Signaling in Macrophages	-0E00	1.2E-02	NaN	CACNA1E,CACNA2D3,CCL3,GNG4,PLCG2,PRKCB	
CD40 Signaling	-0E00	1.49E-02	NaN	TRAF1	
Calcium-induced T Lymphocyte Apoptosis	-0E00	6.45E-03	NaN	NFATC2,PRKCB,ZAP70	
IL-3 Signaling	-0E00	1.23E-02	NaN	PRKCB	
Lymphotoxin β Receptor Signaling	-0E00	1.82E-02	NaN	TRAF1	
