© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
S100 Family Signaling Pathway	5.96E-01	1.53E-02	NaN	AGTR1,CACNB4,GPER1,GPR146,GPR68,HTR1F,IL6,JCHAIN,LPAR1,MMP24,PLAT,PTGIR	
Other interleukin signaling	5.91E-01	4.17E-02	NaN	CSF1	
Interleukin-6 family signaling	5.91E-01	4.17E-02	NaN	IL6	
Vitamin-C Transport	5.91E-01	4.17E-02	NaN	SLC23A1	
HIF1α Signaling	5.9E-01	1.9E-02	NaN	ADM,IL6,MMP24,SLC2A5	
Insulin Secretion Signaling Pathway	5.88E-01	1.79E-02	NaN	CACNB4,CPE,PCSK1,RAPGEF4,SLC2A5	
Molecular Mechanisms of Cancer	5.85E-01	1.51E-02	NaN	AGTR1,CSF2RB,GPER1,GPR146,GPR68,HTR1F,ID1,ITGA1,ITGA7,LPAR1,MMP24,PTGIR,RHOU	
Gustation Pathway	5.85E-01	1.9E-02	NaN	CACNB4,P2RX5,TAS2R3,TRPM4	
Chemokine Signaling	5.83E-01	2.47E-02	NaN	CCL2,CCL7	
PIP3 activates AKT signaling	5.81E-01	2.07E-02	NaN	FGF7,IL33,PDGFRA	
Eicosanoid Signaling	5.77E-01	1.77E-02	NaN	PTGDS,PTGES,PTGIR,PTGIS,RAPGEF4	
Incretin synthesis, secretion, and inactivation	5.76E-01	4E-02	NaN	PCSK1	
Glycogen metabolism	5.76E-01	4E-02	NaN	PPP1R3C	
Mitochondrial RNA degradation	5.76E-01	4E-02	NaN	MT-ATP8	
Metabolism of water-soluble vitamins and cofactors	5.75E-01	2.44E-02	NaN	ACP5,SLC23A1	
Cell surface interactions at the vascular wall	5.72E-01	1.87E-02	NaN	JCHAIN,SDC3,SDC4,SIRPG	
Gαi Signaling	5.7E-01	2.04E-02	NaN	AGTR1,HTR1F,LPAR1	
Semaphorin Neuronal Repulsive Signaling Pathway	5.7E-01	2.04E-02	NaN	ITGA1,ITGA7,PLXNA3	
3-phosphoinositide Biosynthesis	5.67E-01	1.86E-02	NaN	ACP5,ATP1A2,PPP1R3C,PXYLP1	
The Visual Cycle	5.62E-01	3.85E-02	NaN	RDH5	
Endocannabinoid Neuronal Synapse Pathway	5.54E-01	2E-02	NaN	CACNB4,DNAH1,GRIA3	
PTEN Signaling	5.49E-01	1.99E-02	NaN	ITGA1,ITGA7,PDGFRA	
Integrin signaling	5.48E-01	3.7E-02	NaN	RAPGEF4	
ATF4 activates genes in response to endoplasmic reticulum stress	5.48E-01	3.7E-02	NaN	CCL2	
Platelet homeostasis	5.46E-01	2.33E-02	NaN	P2RX5,PTGIR	
Glucose metabolism	5.46E-01	2.33E-02	NaN	ENO2,PFKFB4	
FGF Signaling	5.46E-01	2.33E-02	NaN	FGF11,FGF7	
RHOGDI Signaling	5.46E-01	1.82E-02	NaN	ARHGDIB,ITGA1,ITGA7,RHOU	
Xenobiotic Metabolism PXR Signaling Pathway	5.42E-01	1.81E-02	NaN	ALDH1L1,HS6ST3,SULT4A1,UGT1A7	
FAK Signaling	5.36E-01	1.45E-02	NaN	ACVR1C,AGTR1,CSF2RB,ELF3,GPER1,GPR146,GPR68,HTR1F,IL33,ITGA1,ITGA7,LPAR1,PCDH12,PDGFRA,PTGIR	
SUMOylation of intracellular receptors	5.22E-01	3.45E-02	NaN	RORA	
Myogenesis	5.22E-01	3.45E-02	NaN	BOC	
EGR2 and SOX10-mediated initiation of Schwann cell myelination	5.22E-01	3.45E-02	NaN	LAMA2	
Glycolysis I	5.22E-01	3.45E-02	NaN	ENO2	
Activation of kainate receptors upon glutamate binding	5.1E-01	3.33E-02	NaN	DLG4	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	5.1E-01	3.33E-02	NaN	SOD2	
Regulation of CDH11 Expression and Function	5.1E-01	3.33E-02	NaN	ANGPTL4	
Glutathione Redox Reactions I	5.1E-01	3.33E-02	NaN	PTGES	
Gluconeogenesis I	5.1E-01	3.33E-02	NaN	ENO2	
Lung Ionic Balance Signaling Pathway	5.08E-01	1.53E-02	NaN	AGTR1,ATP1A2,GPER1,GPR146,GPR68,HTR1F,LPAR1,PTGIR	
Signaling by CSF1 (M-CSF) in myeloid cells	4.98E-01	3.23E-02	NaN	CSF1	
MyD88 dependent cascade initiated on endosome	4.98E-01	3.23E-02	NaN	TLR7	
Xenobiotic Metabolism CAR Signaling Pathway	4.95E-01	1.72E-02	NaN	ALDH1L1,HS6ST3,SULT4A1,UGT1A7	
Surfactant metabolism	4.87E-01	3.12E-02	NaN	CSF2RB	
rRNA processing	4.87E-01	3.12E-02	NaN	MT-ATP8	
Breast Cancer Regulation by Stathmin1	4.86E-01	1.49E-02	NaN	AGTR1,GPER1,GPR146,GPR68,HTR1F,LPAR1,mir-210,PPP1R3C,PTGIR	
Activation of Matrix Metalloproteinases	4.76E-01	3.03E-02	NaN	MMP24	
Cristae formation	4.76E-01	3.03E-02	NaN	MT-ATP8	
Superpathway of Inositol Phosphate Compounds	4.66E-01	1.66E-02	NaN	ACP5,ATP1A2,PPP1R3C,PXYLP1	
Late endosomal microautophagy	4.65E-01	2.94E-02	NaN	PLIN2	
Synaptogenesis Signaling Pathway	4.61E-01	1.58E-02	NaN	CACNB4,DLG4,EPHA3,GRIA3,SYT1	
Oncogene Induced Senescence	4.55E-01	2.86E-02	NaN	ID1	
Sumoylation Pathway	4.54E-01	1.98E-02	NaN	ARHGDIB,RHOU	
Tuberculosis Active Signaling Pathway	4.52E-01	1.63E-02	NaN	C3,IL6,TNFSF13B,TNFSF14	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	4.45E-01	2.78E-02	NaN	TFAP2E	
ABC-family proteins mediated transport	4.43E-01	1.94E-02	NaN	ABCA8,ABCA9	
Netrin Signaling	4.4E-01	1.71E-02	NaN	CACNB4,TRIM9,UNC5B	
Th1 and Th2 Activation Pathway	4.36E-01	1.7E-02	NaN	ACVR1C,IL33,IL6	
Detoxification of Reactive Oxygen Species	4.36E-01	2.7E-02	NaN	SOD2	
Fatty acyl-CoA biosynthesis	4.36E-01	2.7E-02	NaN	TECRL	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	4.36E-01	2.7E-02	NaN	SOD2	
Cargo recognition for clathrin-mediated endocytosis	4.33E-01	1.9E-02	NaN	AGTR1,SYT1	
IGF-1 Signaling	4.33E-01	1.9E-02	NaN	IGFBP3,IGFBP7	
Regulation of TP53 Expression and Degradation	4.27E-01	2.63E-02	NaN	USP2	
Triglyceride metabolism	4.27E-01	2.63E-02	NaN	FABP3	
Inhibition of Matrix Metalloproteases	4.27E-01	2.63E-02	NaN	MMP24	
Neuroinflammation Signaling Pathway	4.2E-01	1.52E-02	NaN	ACVR1C,CCL2,IL6,SOD2,TLR7	
NGF-stimulated transcription	4.18E-01	2.56E-02	NaN	ID1	
Xenobiotic Metabolism Signaling	4.18E-01	1.51E-02	NaN	ALDH1L1,HS6ST3,IL6,SULT4A1,UGT1A7	
PPAR Signaling	4.17E-01	1.85E-02	NaN	IL33,PDGFRA	
Neurotransmitter release cycle	4.09E-01	2.5E-02	NaN	SYT1	
Class C/3 (Metabotropic glutamate/pheromone receptors)	4.09E-01	2.5E-02	NaN	TAS2R3	
Transcriptional Regulation by VENTX	4.09E-01	2.5E-02	NaN	IL6	
BBSome Signaling Pathway	3.97E-01	1.42E-02	NaN	AGTR1,GPER1,GPR146,GPR68,HTR1F,LPAR1,PTGIR	
DAP12 interactions	3.85E-01	2.33E-02	NaN	SIRPB1	
Smooth Muscle Contraction	3.85E-01	2.33E-02	NaN	ITGA1	
B Cell Activating Factor Signaling	3.85E-01	2.33E-02	NaN	TNFSF13B	
PI3K Cascade	3.78E-01	2.27E-02	NaN	FGF7	
Netrin-1 signaling	3.78E-01	2.27E-02	NaN	UNC5B	
TBC/RABGAPs	3.78E-01	2.27E-02	NaN	RAB6B	
Amyotrophic Lateral Sclerosis Signaling	3.76E-01	1.71E-02	NaN	CACNB4,GRIA3	
Cholecystokinin/Gastrin-mediated Signaling	3.76E-01	1.71E-02	NaN	IL33,RHOU	
Circadian Rhythm Signaling	3.74E-01	1.48E-02	NaN	CACNB4,GRIA3,PTGDS,RORA	
Colorectal Cancer Metastasis Signaling	3.72E-01	1.48E-02	NaN	IL6,MMP24,RHOU,TLR7	
Leukocyte Extravasation Signaling	3.71E-01	1.55E-02	NaN	ACTN2,MMP24,RAPGEF4	
Regulation of the Epithelial-Mesenchymal Transition Pathway	3.71E-01	1.55E-02	NaN	FGF11,FGF7,LOX	
Arachidonic acid metabolism	3.7E-01	2.22E-02	NaN	CYP2J2	
Sphingosine-1-phosphate Signaling	3.67E-01	1.68E-02	NaN	PDGFRA,RHOU	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	3.67E-01	1.68E-02	NaN	CACNB4,RAPGEF4	
IL-23 Signaling Pathway	3.63E-01	2.17E-02	NaN	RORA	
Interleukin-2 family signaling	3.56E-01	2.13E-02	NaN	CSF2RB	
Heme signaling	3.56E-01	2.13E-02	NaN	RORA	
Renin-Angiotensin Signaling	3.55E-01	1.64E-02	NaN	AGTR1,CCL2	
PI3K/AKT Signaling	3.52E-01	1.5E-02	NaN	CSF2RB,ITGA1,ITGA7	
IL-13 Signaling Pathway	3.51E-01	1.63E-02	NaN	IL33,POSTN	
Pulmonary Healing Signaling Pathway	3.49E-01	1.49E-02	NaN	CTRC,FGF7,MMP24	
Ephrin Receptor Signaling	3.46E-01	1.49E-02	NaN	EPHA3,ITGA1,ITGA7	
Pyruvate metabolism	3.43E-01	2.04E-02	NaN	PDK4	
iNOS Signaling	3.43E-01	2.04E-02	NaN	LBP	
PFKFB4 Signaling Pathway	3.43E-01	2.04E-02	NaN	PFKFB4	
Glucocorticoid Receptor Signaling	3.42E-01	1.33E-02	NaN	CCL2,CSF2RB,DNAH1,IL6,KRT15,KRT38,PDK4,SLPI	
nNOS Signaling in Neurons	3.37E-01	2E-02	NaN	DLG4	
GP6 Signaling Pathway	3.31E-01	1.56E-02	NaN	COL8A1,LAMA2	
Gap junction trafficking and regulation	3.31E-01	1.96E-02	NaN	GJC2	
Transcriptional and post-translational regulation of MITF-M expression and activity	3.31E-01	1.96E-02	NaN	ID1	
Glutathione-mediated Detoxification	3.31E-01	1.96E-02	NaN	PTGES	
Clathrin-mediated endocytosis	3.27E-01	1.55E-02	NaN	AGTR1,SYT1	
Signaling by FGFR1	3.25E-01	1.92E-02	NaN	FLRT1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	3.24E-01	1.54E-02	NaN	PRSS53,TMPRSS2	
TR/RXR Activation	3.2E-01	1.53E-02	NaN	DIO1,RCAN2	
Retinol Biosynthesis	3.13E-01	1.85E-02	NaN	AADAC	
IL-27 Signaling Pathway	3.1E-01	1.49E-02	NaN	RORA,TLR7	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3.08E-01	1.4E-02	NaN	C3,CD34,MADCAM1	
Sensory processing of sound by outer hair cells of the cochlea	3.07E-01	1.82E-02	NaN	OTOGL	
Lymphotoxin β Receptor Signaling	3.07E-01	1.82E-02	NaN	TNFSF14	
Complement cascade	3.03E-01	1.47E-02	NaN	C3,SERPING1	
NLR signaling pathways	3.02E-01	1.79E-02	NaN	TXNIP	
Interleukin-3, Interleukin-5 and GM-CSF signaling	3.02E-01	1.79E-02	NaN	CSF2RB	
E3 ubiquitin ligases ubiquitinate target proteins	3.02E-01	1.79E-02	NaN	RNF152	
Calcium Signaling	3E-01	1.38E-02	NaN	CACNB4,GRIA3,RCAN2	
RAC Signaling	2.99E-01	1.46E-02	NaN	ITGA1,ITGA7	
Ferroptosis Signaling Pathway	2.99E-01	1.46E-02	NaN	ANGPTL4,FTH1	
TNF signaling	2.97E-01	1.75E-02	NaN	USP2	
Folate Signaling Pathway	2.97E-01	1.75E-02	NaN	ALDH1L1	
SNARE Signaling Pathway	2.96E-01	1.45E-02	NaN	CACNB4,SYT1	
Reelin Signaling in Neurons	2.96E-01	1.45E-02	NaN	DNAH1,PDK4	
STAT3 Pathway	2.93E-01	1.44E-02	NaN	CSF2RB,PDGFRA	
Circadian Clock	2.91E-01	1.72E-02	NaN	RORA	
Cytoprotection by HMOX1	2.91E-01	1.72E-02	NaN	TXNIP	
Ephrin A Signaling	2.89E-01	1.43E-02	NaN	EPAS1,EPHA3	
Signaling by ERBB4	2.86E-01	1.69E-02	NaN	DLG4	
Th2 Pathway	2.86E-01	1.42E-02	NaN	ACVR1C,IL33	
GADD45 Signaling	2.81E-01	1.67E-02	NaN	ACVR1C	
MSP-RON Signaling in Cancer Cells Pathway	2.8E-01	1.4E-02	NaN	CSF2RB,ELF3	
Bone Mineralization Signaling Pathway	2.77E-01	1.39E-02	NaN	FGF11,FGF7	
G alpha (s) signalling events	2.74E-01	1.38E-02	NaN	ADM,PTGIR	
Role of NFAT in Cardiac Hypertrophy	2.72E-01	1.31E-02	NaN	CACNB4,IL6,RCAN2	
Primary Immunodeficiency Signaling	2.72E-01	1.61E-02	NaN	JCHAIN	
Triacylglycerol Degradation	2.67E-01	1.59E-02	NaN	AADAC	
Stearate Biosynthesis I (Animals)	2.67E-01	1.59E-02	NaN	CYP2E1	
Neurovascular Coupling Signaling Pathway	2.65E-01	1.29E-02	NaN	CACNB4,GRIA3,PTGIR	
Mitochondrial biogenesis	2.63E-01	1.56E-02	NaN	SOD2	
UFMylation Signaling Pathway	2.63E-01	1.56E-02	NaN	IL6	
RAB geranylgeranylation	2.58E-01	1.54E-02	NaN	RAB6B	
NAD Signaling Pathway	2.56E-01	1.32E-02	NaN	SLC22A13,SOD2	
WNT/SHH Axonal Guidance Signaling Pathway	2.56E-01	1.32E-02	NaN	BOC,PLXNA3	
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.54E-01	1.52E-02	NaN	IL6	
Agrin Interactions at Neuromuscular Junction	2.46E-01	1.47E-02	NaN	LAMA2	
IL-17A Signaling in Airway Cells	2.46E-01	1.47E-02	NaN	IL6	
IL-10 Signaling	2.45E-01	1.29E-02	NaN	IL33,IL6	
IL-12 Signaling and Production in Macrophages	2.43E-01	1.24E-02	NaN	C3,JCHAIN,POU2F2	
GM-CSF Signaling	2.38E-01	1.43E-02	NaN	CSF2RB	
Glioma Invasiveness Signaling	2.34E-01	1.41E-02	NaN	RHOU	
Remodeling of Epithelial Adherens Junctions	2.34E-01	1.41E-02	NaN	ACTN2	
Regulation of RUNX2 expression and activity	2.3E-01	1.39E-02	NaN	DLX5	
Inhibition of ARE-Mediated mRNA Degradation Pathway	2.27E-01	1.23E-02	NaN	TNFSF13B,TNFSF14	
COPII-mediated vesicle transport	2.26E-01	1.37E-02	NaN	SEC16B	
Signaling by FGFR2	2.26E-01	1.37E-02	NaN	FGF7	
Growth Hormone Signaling	2.26E-01	1.37E-02	NaN	IGFBP3	
Melatonin Signaling	2.23E-01	1.35E-02	NaN	RORA	
trans-Golgi Network Vesicle Budding	2.19E-01	1.33E-02	NaN	FTH1	
Granzyme A Signaling	2.19E-01	1.33E-02	NaN	GSDMB	
Cellular response to hypoxia	2.16E-01	1.32E-02	NaN	EPAS1	
Plasma lipoprotein assembly, remodeling, and clearance	2.16E-01	1.32E-02	NaN	ANGPTL4	
Macropinocytosis Signaling	2.16E-01	1.32E-02	NaN	CSF1	
Pre-NOTCH Expression and Processing	2.12E-01	1.3E-02	NaN	ELF3	
HIPPO signaling	2.12E-01	1.3E-02	NaN	DLG4	
VDR/RXR Activation	2.09E-01	1.28E-02	NaN	IGFBP3	
Maturity Onset Diabetes of Young (MODY) Signaling	2.09E-01	1.28E-02	NaN	CACNB4	
Hypoxia Signaling in the Cardiovascular System	2.09E-01	1.28E-02	NaN	UBE2U	
Signaling by MET	2.06E-01	1.27E-02	NaN	LAMA2	
Degradation of the extracellular matrix	1.99E-01	1.23E-02	NaN	SCUBE3	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	1.99E-01	1.23E-02	NaN	RNF125	
IL-3 Signaling	1.99E-01	1.23E-02	NaN	CSF2RB	
Dilated Cardiomyopathy Signaling Pathway	-0E00	6.62E-03	NaN	CACNB4	
Oxytocin in Brain Signaling Pathway	-0E00	9.95E-03	NaN	CACNB4,IL6	
Oxytocin Signaling Pathway	-0E00	1.05E-02	NaN	CACNB4,IL6,KCNT2	
CLEAR Signaling Pathway	-0E00	1.05E-02	NaN	CTSF,PDGFRA,TLR7	
Immunogenic Cell Death Signaling Pathway	-0E00	1.05E-02	NaN	IL6	
Ribonucleotide Reductase Signaling Pathway	-0E00	5.75E-03	NaN	IL6	
Neutrophil Extracellular Trap Signaling Pathway	-0E00	7.33E-03	NaN	COL8A1,JCHAIN,TLR7	
Synaptic Long Term Potentiation	-0E00	8.06E-03	NaN	GRIA3	
Synaptic Long Term Depression	-0E00	1.01E-02	NaN	CACNB4,GRIA3	
Huntington's Disease Signaling	-0E00	3.48E-03	NaN	DLG4	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	4.71E-03	NaN	MMP24,PLIN2,SNX10	
Myelination Signaling Pathway	-0E00	9.15E-03	NaN	LAMA2,NDRG1,PDGFRA	
ABRA Signaling Pathway	-0E00	1.14E-02	NaN	IL6	
DHCR24 Signaling Pathway	-0E00	6.99E-03	NaN	C3	
WNK Renal Signaling Pathway	-0E00	9.35E-03	NaN	AGTR1	
Acetylcholine Receptor Signaling Pathway	-0E00	1.01E-02	NaN	CACNB4,IL6	
GABAergic Receptor Signaling Pathway (Enhanced)	-0E00	7.14E-03	NaN	CACNB4	
Glutaminergic Receptor Signaling Pathway (Enhanced)	-0E00	6.13E-03	NaN	CACNB4,GRIA3	
Microautophagy Signaling Pathway	-0E00	6.29E-03	NaN	COL8A1	
NFKBIE Signaling Pathway	-0E00	4.45E-03	NaN	TNFSF13B,TNFSF14	
Orexin Signaling Pathway	-0E00	8.26E-03	NaN	CACNB4,IL6	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	-0E00	4.24E-03	NaN	LAMA2	
PPARα/RXRα Activation	-0E00	1.01E-02	NaN	ACVR1C,IL6	
Aryl Hydrocarbon Receptor Signaling	-0E00	1.09E-02	NaN	ALDH1L1,IL6	
p53 Signaling	-0E00	1.02E-02	NaN	DRAM1	
Glycerophospholipid biosynthesis	-0E00	7.81E-03	NaN	BCHE	
Integration of energy metabolism	-0E00	9.26E-03	NaN	RAPGEF4	
Generic Transcription Pathway	-0E00	6.99E-03	NaN	RORA,ZNF460,ZNF793	
EPH-Ephrin signaling	-0E00	1.08E-02	NaN	EPHA3	
Cellular response to heat stress	-0E00	9.9E-03	NaN	CRYAB	
Class B/2 (Secretin family receptors)	-0E00	1.05E-02	NaN	ADM	
Transcriptional regulation of white adipocyte differentiation	-0E00	1.19E-02	NaN	ANGPTL4	
Transport of bile salts and organic acids, metal ions and amine compounds	-0E00	1.19E-02	NaN	HEPH	
Transport of inorganic cations/anions and amino acids/oligopeptides	-0E00	9.26E-03	NaN	SLC43A2	
Interleukin-1 family signaling	-0E00	7.75E-03	NaN	IL33	
O-linked glycosylation	-0E00	8.85E-03	NaN	SPON2	
Hedgehog 'on' state	-0E00	6.94E-03	NaN	BOC	
Deubiquitination	-0E00	1.13E-02	NaN	IL33,TNIP3,USP2	
Keratinization	-0E00	9.26E-03	NaN	KRT15,KRT38	
RNA polymerase II transcribes snRNA genes	-0E00	1.2E-02	NaN	POU2F2	
COPI-mediated anterograde transport	-0E00	9.8E-03	NaN	SPTBN2	
Intra-Golgi and retrograde Golgi-to-ER traffic	-0E00	4.9E-03	NaN	RAB6B	
ESR-mediated signaling	-0E00	8.47E-03	NaN	KANK1	
Neddylation	-0E00	4.07E-03	NaN	EPAS1	
RHO GTPase cycle	-0E00	6.67E-03	NaN	ARHGDIB,PCDH7,RHOU	
GPER1 signaling	-0E00	9.71E-03	NaN	GPER1	
Amyloid fiber formation	-0E00	1.14E-02	NaN	ODAM	
Class I MHC mediated antigen processing and presentation	-0E00	7.87E-03	NaN	HECW2,TRIM9,UBE2U	
Mitochondrial Dysfunction	-0E00	1.16E-02	NaN	ATP1A2,CACNB4,PTGES,SOD2	
Pancreatic Secretion Signaling Pathway	-0E00	4.12E-03	NaN	ARHGDIB	
Protein Sorting Signaling Pathway	-0E00	5.52E-03	NaN	SNX10	
ROBO SLIT Signaling Pathway	-0E00	7.81E-03	NaN	UNC5B	
Nuclear Cytoskeleton Signaling Pathway	-0E00	9.05E-03	NaN	ITGA1,ITGA7	
Mitochondrial Division Signaling Pathway	-0E00	6.02E-03	NaN	CACNB4	
Post-translational modification: synthesis of GPI-anchored proteins	-0E00	1.08E-02	NaN	MDGA2	
Cyclophilin Signaling Pathway	-0E00	8.03E-03	NaN	CCL2,IL6	
Hepatitis B Chronic Liver Pathogenesis Signaling Pathway	-0E00	1.06E-02	NaN	CCL2,IL6	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	1.76E-03	NaN	IL6	
ID3 Signaling Pathway	-0E00	3.1E-03	NaN	AGTR1,IL33,IL6	
Clathrin-mediated Endocytosis Signaling	-0E00	9.57E-03	NaN	FGF11,FGF7	
IL-8 Signaling	-0E00	4.81E-03	NaN	RHOU	
Role of NFAT in Regulation of the Immune Response	-0E00	9.55E-04	NaN	RCAN2	
FcγRIIB Signaling in B Lymphocytes	-0E00	1.88E-03	NaN	CACNB4	
LPS-stimulated MAPK Signaling	-0E00	1.18E-02	NaN	LBP	
CCR5 Signaling in Macrophages	-0E00	2E-03	NaN	CACNB4	
CXCR4 Signaling	-0E00	5.95E-03	NaN	RHOU	
T Helper Cell Differentiation	-0E00	2.11E-03	NaN	IL6	
Dendritic Cell Maturation	-0E00	4.94E-03	NaN	IL33,IL6,JCHAIN	
Neuropathic Pain Signaling in Dorsal Horn Neurons	-0E00	9.9E-03	NaN	GRIA3	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	6.62E-03	NaN	ACVR1C	
Docosahexaenoic Acid (DHA) Signaling	-0E00	1.2E-02	NaN	FABP3,SPTBN2,SYT1	
Thrombin Signaling	-0E00	4.48E-03	NaN	RHOU	
Cardiac Hypertrophy Signaling	-0E00	1.15E-02	NaN	CACNB4,IL6,RHOU	
CDK5 Signaling	-0E00	9.43E-03	NaN	LAMA2	
Corticotropin Releasing Hormone Signaling	-0E00	6.45E-03	NaN	CACNB4	
GNRH Signaling	-0E00	5.18E-03	NaN	CACNB4	
Human Embryonic Stem Cell Pluripotency	-0E00	1E-02	NaN	ID1,PDGFRA	
Androgen Signaling	-0E00	5.71E-03	NaN	CACNB4	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	1.17E-02	NaN	ACTN2,RHOU	
Aldosterone Signaling in Epithelial Cells	-0E00	5.85E-03	NaN	CRYAB	
Type I Diabetes Mellitus Signaling	-0E00	1.95E-03	NaN	CPE	
Allograft Rejection Signaling	-0E00	2.03E-03	NaN	JCHAIN	
Glioma Signaling	-0E00	7.81E-03	NaN	PDGFRA	
Autoimmune Thyroid Disease Signaling	-0E00	2.16E-03	NaN	JCHAIN	
Acute Myeloid Leukemia Signaling	-0E00	1.09E-02	NaN	CSF2RB	
Graft-versus-Host Disease Signaling	-0E00	4.45E-03	NaN	IL33,IL6	
Type II Diabetes Mellitus Signaling	-0E00	6.58E-03	NaN	CACNB4	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00	1.04E-02	NaN	PPP1R3C,RHOU	
Gα12/13 Signaling	-0E00	7.46E-03	NaN	LPAR1	
p70S6K Signaling	-0E00	1.72E-03	NaN	AGTR1	
mTOR Signaling	-0E00	4.67E-03	NaN	RHOU	
Pancreatic Adenocarcinoma Signaling	-0E00	8E-03	NaN	CYP2E1	
G Beta Gamma Signaling	-0E00	7.69E-03	NaN	CACNB4	
Communication between Innate and Adaptive Immune Cells	-0E00	5.31E-03	NaN	IL33,IL6,JCHAIN,TLR7,TNFSF13B	
Systemic Lupus Erythematosus Signaling	-0E00	4.68E-03	NaN	IL33,IL6,JCHAIN,TLR7,TNFSF13B	
CDC42 Signaling	-0E00	3.46E-03	NaN	ITGA1,ITGA7	
ILK Signaling	-0E00	1.02E-02	NaN	ACTN2,RHOU	
AMPK Signaling	-0E00	4.1E-03	NaN	PFKFB4	
RHOA Signaling	-0E00	8.13E-03	NaN	LPAR1	
Phospholipase C Signaling	-0E00	3.56E-03	NaN	ITGA1,ITGA7,JCHAIN,RHOU	
HER-2 Signaling in Breast Cancer	-0E00	4.41E-03	NaN	ELF3	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	5.3E-03	NaN	CSF1,IL33,IL6,TLR7,TNFSF13B	
Regulation of eIF4 and p70S6K Signaling	-0E00	1.06E-02	NaN	ITGA1,ITGA7	
Estrogen-Dependent Breast Cancer Signaling	-0E00	1.2E-02	NaN	HSD17B1	
Glioblastoma Multiforme Signaling	-0E00	1.17E-02	NaN	PDGFRA,RHOU	
PKCθ Signaling in T Lymphocytes	-0E00	1.79E-03	NaN	CACNB4	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	1.19E-02	NaN	CCL2	
PI3K Signaling in B Lymphocytes	-0E00	1.69E-03	NaN	C3	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	5.62E-03	NaN	CACNB4	
Signaling by Rho Family GTPases	-0E00	1.12E-02	NaN	ITGA1,ITGA7,RHOU	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	1.21E-02	NaN	ACTN2,LAMA2,SPTBN2	
Gap Junction Signaling	-0E00	1.19E-02	NaN	GJC2,GRIA3,LPAR1,PDGFRA	
Telomerase Signaling	-0E00	9.26E-03	NaN	ELF3	
Mouse Embryonic Stem Cell Pluripotency	-0E00	9.71E-03	NaN	ID1	
Hematopoiesis from Pluripotent Stem Cells	-0E00	6.7E-03	NaN	CSF1,IL6,JCHAIN	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	6.1E-03	NaN	ACVR1C	
eNOS Signaling	-0E00	6.21E-03	NaN	LPAR1	
Serotonin Degradation	-0E00	1.05E-02	NaN	UGT1A7	
Epithelial Adherens Junction Signaling	-0E00	6.33E-03	NaN	ACVR1C	
Gαq Signaling	-0E00	1.18E-02	NaN	AGTR1,RHOU	
PEDF Signaling	-0E00	1.19E-02	NaN	SOD2	
Sperm Motility	-0E00	7.78E-03	NaN	EPHA3,PDGFRA	
TEC Kinase Signaling	-0E00	5.19E-03	NaN	ITGA1,ITGA7,RHOU	
Adipogenesis pathway	-0E00	7.25E-03	NaN	TXNIP	
Unfolded protein response	-0E00	1.09E-02	NaN	PDIA2	
Estrogen Receptor Signaling	-0E00	1.22E-02	NaN	CACNB4,DLG4,GPER1,MMP24,SOD2	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	8.33E-03	NaN	CACNB4	
Cardiac β-adrenergic Signaling	-0E00	5.88E-03	NaN	CACNB4	
Protein Ubiquitination Pathway	-0E00	1.08E-02	NaN	CRYAB,UBE2U,USP2	
JAK/STAT Signaling	-0E00	1.2E-02	NaN	IL6	
GABA Receptor Signaling	-0E00	7.52E-03	NaN	CACNB4	
IL-4 Signaling	-0E00	1.74E-03	NaN	COL8A1	
B Cell Receptor Signaling	-0E00	3.13E-03	NaN	JCHAIN,POU2F2	
WNT/β-catenin Signaling	-0E00	1.16E-02	NaN	ACVR1C,SFRP4	
Serotonin Receptor Signaling	-0E00	1.06E-02	NaN	CACNB4,CPE,IL33,IL6,RHOU	
Death Receptor Signaling	-0E00	1.03E-02	NaN	ARHGDIB	
p38 MAPK Signaling	-0E00	8.06E-03	NaN	IL33	
TGF-β Signaling	-0E00	1.03E-02	NaN	ACVR1C	
