© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Sphingosine-1-phosphate Signaling	7.78E-01	3.36E-02	NaN	ADCY3,GUCY1B1,RAC3,S1PR3	
DAG and IP3 signaling	7.75E-01	4.88E-02	NaN	ADCY3,KPNA2	
Mechanisms of Viral Exit from Host Cells	7.75E-01	4.88E-02	NaN	LMNB1,LMNB2	
HOTAIR Regulatory Pathway	7.53E-01	3.03E-02	NaN	EZH2,FOXM1,LEF1,RBM38,WNT7B	
Mitochondrial Division Signaling Pathway	7.45E-01	3.01E-02	NaN	AURKA,CCNB1,CCNB2,CDK1,S1PR3	
Transport of vitamins, nucleosides, and related molecules	7.43E-01	4.65E-02	NaN	SLC29A1,SLCO4A1	
Vasopressin regulates renal water homeostasis via Aquaporins	7.43E-01	4.65E-02	NaN	ADCY3,MYO5B	
Phenylalanine and tyrosine metabolism	7.43E-01	9.09E-02	NaN	ASRGL1	
NFE2L2 regulating tumorigenic genes	7.43E-01	9.09E-02	NaN	BCL2	
Glycine Betaine Degradation	7.43E-01	9.09E-02	NaN	SHMT1	
Folate Transformations I	7.43E-01	9.09E-02	NaN	SHMT1	
L1CAM interactions	7.34E-01	3.23E-02	NaN	KIF4A,RPS6KA5,SPTBN4,TUBA3C	
TP53 Regulates Transcription of Cell Death Genes	7.28E-01	4.55E-02	NaN	BIRC5,TP73	
Aspirin ADME	7.28E-01	4.55E-02	NaN	GLYATL1,GLYATL2	
Vitamin D (calciferol) metabolism	7.09E-01	8.33E-02	NaN	CYP24A1	
Signaling by Leptin	7.09E-01	8.33E-02	NaN	IRS1	
Signaling by LTK	7.09E-01	8.33E-02	NaN	IRS1	
γ-glutamyl Cycle	7.09E-01	8.33E-02	NaN	CHAC2	
Endocannabinoid Developing Neuron Pathway	7.01E-01	3.12E-02	NaN	ADCY3,BRCA1,GUCY1B1,RAC3	
M-decay: degradation of maternal mRNAs by maternally stored factors	6.99E-01	4.35E-02	NaN	BIRC5,KPNA2	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	6.96E-01	3.49E-02	NaN	BRCA1,LEF1,WNT7B	
Breast Cancer Regulation by Stathmin1	6.89E-01	2.31E-02	NaN	AURKA,AURKB,CDK1,CDK2,E2F1,E2F2,E2F8,FOXM1,GPR19,GPR3,RAC3,S1PR3,STMN1,TUBA3C	
Estrogen Biosynthesis	6.85E-01	4.26E-02	NaN	DHRS11,HSD17B8	
Trafficking and processing of endosomal TLR	6.78E-01	7.69E-02	NaN	CTSV	
Cytosolic iron-sulfur cluster assembly	6.78E-01	7.69E-02	NaN	BRIP1	
Advanced glycosylation endproduct receptor signaling	6.78E-01	7.69E-02	NaN	HMGB1	
Transcriptional regulation of testis differentiation	6.78E-01	7.69E-02	NaN	WT1	
Nephron development	6.78E-01	7.69E-02	NaN	WT1	
Cholesterol Biosynthesis I	6.78E-01	7.69E-02	NaN	LBR	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	6.78E-01	7.69E-02	NaN	LBR	
Cholesterol Biosynthesis III (via Desmosterol)	6.78E-01	7.69E-02	NaN	LBR	
Amyloid fiber formation	6.76E-01	3.41E-02	NaN	H2AX,H2AZ1,H2BC17	
G alpha (z) signalling events	6.71E-01	4.17E-02	NaN	ADCY3,RGS20	
NAP1L1 Transcription Regulation Signaling Pathway	6.67E-01	3.37E-02	NaN	CCNB1,E2F1,TUBA3C	
Acetylcholine binding and downstream events	6.49E-01	7.14E-02	NaN	CHRNA5	
Metabolism of nitric oxide: NOS3 activation and regulation	6.49E-01	7.14E-02	NaN	NOSTRIN	
Regulation of TP53 Activity through Association with Co-factors	6.49E-01	7.14E-02	NaN	TP73	
Formation of axial mesoderm	6.49E-01	7.14E-02	NaN	LEF1	
Gap junction trafficking and regulation	6.32E-01	3.92E-02	NaN	GJC1,TUBA3C	
Transcriptional regulation by RUNX2	6.32E-01	3.92E-02	NaN	CCNB1,CDK1	
Factors involved in megakaryocyte development and platelet production	6.3E-01	3.23E-02	NaN	CDK2,DOCK2,MYB	
Protein Ubiquitination Pathway	6.24E-01	2.51E-02	NaN	BRCA1,CDC20,DNAJC9,UBE2C,UBE2S,UBE2T,USP1	
Apelin Adipocyte Signaling Pathway	6.22E-01	3.19E-02	NaN	ADCY3,GUCY1B1,RAC3	
STAT3 Pathway	6.19E-01	2.88E-02	NaN	BCL2,CDC25A,IL7R,TNFRSF11A	
Opioid Signaling Pathway	6.14E-01	2.49E-02	NaN	ADCY3,GUCY1B1,LEF1,RAC3,RGS20,RGS7,RPS6KA5	
Immunogenic Cell Death Signaling Pathway	6.13E-01	3.16E-02	NaN	BCL2,CGAS,HMGB1	
Extrinsic Prothrombin Activation Pathway	5.99E-01	6.25E-02	NaN	F3	
Signaling by PTK6	5.85E-01	3.64E-02	NaN	CDK2,NRG1	
Bone Mineralization Signaling Pathway	5.85E-01	2.78E-02	NaN	CYP24A1,LEF1,SLC8A1,WNT7B	
Protein folding	5.8E-01	3.03E-02	NaN	CCNE2,RGS7,TUBA3C	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	5.76E-01	5.88E-02	NaN	IRS1	
Germ layer formation at gastrulation	5.76E-01	5.88E-02	NaN	LEF1	
Specification of the neural plate border	5.76E-01	5.88E-02	NaN	MYB	
E3 ubiquitin ligases ubiquitinate target proteins	5.74E-01	3.57E-02	NaN	H2BC17,PCNA	
Gαi Signaling	5.65E-01	2.72E-02	NaN	ADCY3,GUCY1B1,RGS7,S1PR3	
Endocannabinoid Cancer Inhibition Pathway	5.65E-01	2.72E-02	NaN	ADCY3,CCNE2,GUCY1B1,LEF1	
Triacylglycerol Biosynthesis	5.53E-01	3.45E-02	NaN	GPAT3,MBOAT1	
GPER1 signaling	5.49E-01	2.91E-02	NaN	ADCY3,CIT,PLK4	
Acetylcholine Receptor Signaling Pathway	5.46E-01	2.53E-02	NaN	ADCY3,BCL2,CHRFAM7A,CHRNA5,GUCY1B1	
TCF dependent signaling in response to WNT	5.46E-01	2.53E-02	NaN	H2AX,H2AZ2,H2BC17,KREMEN2,LEF1	
Signaling by ERBB4	5.43E-01	3.39E-02	NaN	NRG1,STMN1	
NAD Signaling Pathway	5.41E-01	2.65E-02	NaN	H1-4,H1-5,NAPRT,SLC29A1	
WNT/SHH Axonal Guidance Signaling Pathway	5.41E-01	2.65E-02	NaN	ADCY3,GUCY1B1,LEF1,WNT7B	
Signaling by Activin	5.35E-01	5.26E-02	NaN	FST	
Pulmonary Healing Signaling Pathway	5.3E-01	2.49E-02	NaN	CCNB1,CDC25C,FOXM1,LEF1,WNT7B	
WNK Renal Signaling Pathway	5.2E-01	2.8E-02	NaN	BRCA1,IRS1,RPS6KA5	
Signaling by Hippo	5.17E-01	5E-02	NaN	WWC1	
Apelin Liver Signaling Pathway	5.17E-01	5E-02	NaN	IRS1	
Primary Immunodeficiency Signaling	5.14E-01	3.23E-02	NaN	IL7R,TNFRSF13C	
Beta-catenin independent WNT signaling	5.1E-01	2.44E-02	NaN	CIT,LEF1,mir-25 (includes others),PLK4,RAC3	
Phase II - Conjugation of compounds	5.06E-01	2.75E-02	NaN	CHAC2,GLYATL1,GLYATL2	
Transcriptional Regulation by MECP2	5.04E-01	3.17E-02	NaN	AURKB,LBR	
Role of Tissue Factor in Cancer	4.96E-01	2.4E-02	NaN	BCL2,BIRC5,F3,RBL1,RPS6KA5	
Cytosolic sensors of pathogen-associated DNA	4.95E-01	3.12E-02	NaN	CGAS,DTX4	
ERB2-ERBB3 Signaling	4.95E-01	3.12E-02	NaN	ETV4,NRG1	
α-Adrenergic Signaling	4.92E-01	2.7E-02	NaN	ADCY3,GUCY1B1,SLC8A1	
Role of JAK2 in Hormone-like Cytokine Signaling	4.86E-01	3.08E-02	NaN	BCL2,IRS1	
Regulation of TLR by endogenous ligand	4.83E-01	4.55E-02	NaN	HMGB1	
Formation of paraxial mesoderm	4.83E-01	4.55E-02	NaN	LEF1	
Induction of Apoptosis by HIV1	4.78E-01	3.03E-02	NaN	BCL2,SLC25A10	
Abacavir ADME	4.69E-01	2.99E-02	NaN	CIT,PLK4	
RAF-independent MAPK1/3 activation	4.67E-01	4.35E-02	NaN	CDK1	
Nucleotide salvage	4.67E-01	4.35E-02	NaN	TK1	
Azathioprine ADME	4.67E-01	4.35E-02	NaN	SLC29A1	
TNFR2 non-canonical NF-kB pathway	4.61E-01	2.94E-02	NaN	TNFRSF11A,TNFRSF13C	
Agrin Interactions at Neuromuscular Junction	4.61E-01	2.94E-02	NaN	NRG1,RAC3	
Role of JAK1 and JAK3 in γc Cytokine Signaling	4.53E-01	2.9E-02	NaN	IL7R,IRS1	
Colorectal Cancer Metastasis Signaling	4.43E-01	2.21E-02	NaN	ADCY3,BIRC5,GUCY1B1,LEF1,RAC3,WNT7B	
Metabolism of cofactors	4.38E-01	4E-02	NaN	DHFR	
Growth hormone receptor signaling	4.38E-01	4E-02	NaN	IRS1	
Basal Cell Carcinoma Signaling	4.37E-01	2.82E-02	NaN	LEF1,WNT7B	
Glioma Invasiveness Signaling	4.37E-01	2.82E-02	NaN	HMMR,RAC3	
Dopamine Receptor Signaling	4.29E-01	2.78E-02	NaN	ADCY3,GUCY1B1	
WNT ligand biogenesis and trafficking	4.25E-01	3.85E-02	NaN	WNT7B	
Growth Hormone Signaling	4.22E-01	2.74E-02	NaN	IRS1,RPS6KA5	
Ephrin B Signaling	4.22E-01	2.74E-02	NaN	EPHB6,RAC3	
RHOA Signaling	4.19E-01	2.44E-02	NaN	ANLN,CIT,MYLK2	
ERK5 Signaling	4.15E-01	2.7E-02	NaN	FOSL1,RPS6KA5	
HER-2 Signaling in Breast Cancer	4.13E-01	2.2E-02	NaN	BIRC5,CCNE2,ETS2,NRG1,RBL1	
Cholesterol biosynthesis	4.12E-01	3.7E-02	NaN	LBR	
Syndecan interactions	4.12E-01	3.7E-02	NaN	SDC1	
Pyroptosis	4.12E-01	3.7E-02	NaN	HMGB1	
Cardiogenesis	4.12E-01	3.7E-02	NaN	LEF1	
Extra-nuclear estrogen signaling	4.08E-01	2.67E-02	NaN	BCL2,S1PR3	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	4.05E-01	2.18E-02	NaN	BCL2,CSF1R,LEF1,TNFRSF11A,WNT7B	
GDNF Family Ligand-Receptor Interactions	4.01E-01	2.63E-02	NaN	ARTN,IRS1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	4.01E-01	2.63E-02	NaN	ADCY3,GUCY1B1	
Sulfur amino acid metabolism	4E-01	3.57E-02	NaN	SLC25A10	
Signaling by NOTCH1	3.94E-01	2.6E-02	NaN	DTX4,NEURL1B	
SUMOylation of DNA damage response and repair proteins	3.94E-01	2.6E-02	NaN	BLM,BRCA1	
Leptin Signaling in Obesity	3.94E-01	2.6E-02	NaN	ADCY3,GUCY1B1	
Glycosaminoglycan metabolism	3.93E-01	2.34E-02	NaN	CSPG5,HMMR,SDC1	
Role of p14/p19ARF in Tumor Suppression	3.88E-01	3.45E-02	NaN	E2F1	
VDR/RXR Activation	3.87E-01	2.56E-02	NaN	CYP24A1,WT1	
Thyroid Cancer Signaling	3.87E-01	2.56E-02	NaN	IRS1,LEF1	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	3.87E-01	2.56E-02	NaN	LEF1,WNT7B	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	3.78E-01	2.12E-02	NaN	CLDN5,FOSL1,GUCY1B1,NECTIN1,RAC3	
Costimulation by the CD28 family	3.78E-01	2.29E-02	NaN	CIT,GRAP2,PLK4	
Signaling by NTRK3 (TRKC)	3.77E-01	3.33E-02	NaN	IRS1	
G alpha (12/13) signalling events	3.74E-01	2.5E-02	NaN	ARHGEF39,ECT2	
Signaling by NTRK1 (TRKA)	3.68E-01	2.47E-02	NaN	IRS1,RPS6KA5	
Nicotinate metabolism	3.66E-01	3.23E-02	NaN	NAPRT	
Superpathway of Cholesterol Biosynthesis	3.66E-01	3.23E-02	NaN	LBR	
Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	3.64E-01	2.08E-02	NaN	BCL2,CTSV,IL17B,LEF1,WNT7B	
BEX2 Signaling Pathway	3.62E-01	2.44E-02	NaN	BCL2,LEF1	
Estrogen-Dependent Breast Cancer Signaling	3.56E-01	2.41E-02	NaN	DHRS11,HSD17B8	
Sirtuin Signaling Pathway	3.53E-01	2.02E-02	NaN	E2F1,H1-4,H1-5,SUV39H1,TP73,TUBA3C	
AMPK Signaling	3.5E-01	2.05E-02	NaN	CCNA2,CHRFAM7A,CHRNA5,DPF1,IRS1	
Tuberculosis Active Signaling Pathway	3.46E-01	2.04E-02	NaN	BCL2,CGAS,CORO1A,EZH2,mir-25 (includes others)	
Activation of Matrix Metalloproteinases	3.46E-01	3.03E-02	NaN	CTSV	
MAPK targets/ Nuclear events mediated by MAP kinases	3.46E-01	3.03E-02	NaN	RPS6KA5	
Role of PKR in Interferon Induction and Antiviral Response	3.44E-01	2.17E-02	NaN	E2F1,HMGB1,SCARA3	
Neddylation	3.43E-01	2.03E-02	NaN	BIRC5,BRCA1,CCNF,DTL,LRR1	
Platelet homeostasis	3.38E-01	2.33E-02	NaN	GUCY1B1,SLC8A1	
Signaling by NOTCH2	3.37E-01	2.94E-02	NaN	NEURL1B	
Methylglyoxal Degradation III	3.37E-01	2.94E-02	NaN	DHRS11	
Signaling by NOTCH4	3.31E-01	2.13E-02	NaN	CIT,PLK4,TACC3	
Oxytocin in Spinal Neurons Signaling Pathway	3.28E-01	2.86E-02	NaN	GUCY1B1	
Coagulation System	3.28E-01	2.86E-02	NaN	F3	
IL-9 Signaling	3.28E-01	2.86E-02	NaN	IRS1	
Docosahexaenoic Acid (DHA) Signaling	3.27E-01	1.99E-02	NaN	ADCY3,BCL2,FABP5,GUCY1B1,SPTBN4	
ILK Signaling	3.25E-01	2.03E-02	NaN	IRS1,LEF1,RAC3,RPS6KA5	
Opioid Signalling	3.16E-01	2.22E-02	NaN	ADCY3,KPNA2	
Tuberculosis Latent Signaling Pathway	3.16E-01	2.22E-02	NaN	ADCY3,GUCY1B1	
Ceramide Signaling	3.11E-01	2.2E-02	NaN	BCL2,S1PR3	
Fatty acyl-CoA biosynthesis	3.11E-01	2.7E-02	NaN	HSD17B8	
Mitochondrial Fatty Acid Beta-Oxidation	3.11E-01	2.7E-02	NaN	ACBD7	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	3.11E-01	2.7E-02	NaN	LMNB1	
Interferon Signaling	3.11E-01	2.7E-02	NaN	BCL2	
Cachexia Signaling Pathway	3.07E-01	1.9E-02	NaN	ADCY3,BCL2,GUCY1B1,HMGB1,IL17B,IRS1,PTHLH	
Adrenomedullin signaling pathway	3.07E-01	1.98E-02	NaN	ADCY3,BCL2,GUCY1B1,MYLK2	
Cell junction organization	3.06E-01	2.17E-02	NaN	CLDN5,NECTIN1	
MAPK6/MAPK4 signaling	3.06E-01	2.17E-02	NaN	CDK1,ETV4	
Acute Myeloid Leukemia Signaling	3.06E-01	2.17E-02	NaN	CSF1R,LEF1	
Unfolded protein response	3.06E-01	2.17E-02	NaN	BCL2,DNAJC9	
Triglyceride metabolism	3.03E-01	2.63E-02	NaN	FABP5	
Inhibition of Matrix Metalloproteases	3.03E-01	2.63E-02	NaN	SDC1	
Notch Signaling	3.03E-01	2.63E-02	NaN	DTX4	
Post-translational modification: synthesis of GPI-anchored proteins	3.01E-01	2.15E-02	NaN	LY6K,LYPD1	
Sheddase Signaling Pathway	3.01E-01	1.96E-02	NaN	E2F1,E2F2,E2F8,ETS2	
Formation of Fibrin Clot (Clotting Cascade)	2.95E-01	2.56E-02	NaN	F3	
FLT3 Signaling	2.95E-01	2.56E-02	NaN	GRAP2	
Class B/2 (Secretin family receptors)	2.91E-01	2.11E-02	NaN	PTHLH,WNT7B	
Dilated Cardiomyopathy Signaling Pathway	2.91E-01	1.99E-02	NaN	ADCY3,BCL2,GUCY1B1	
PTEN Signaling	2.91E-01	1.99E-02	NaN	BCL2,RAC3,TNFRSF11A	
KEAP1-NFE2L2 pathway	2.87E-01	1.97E-02	NaN	BRCA1,CIT,PLK4	
RAR Activation	2.86E-01	1.85E-02	NaN	ADCY3,DPF1,FABP5,GUCY1B1,IL17B,ITGB3BP,RAC3,RPS6KA5	
RNA Polymerase III Transcription	2.8E-01	2.44E-02	NaN	SNAPC1	
RET signaling	2.8E-01	2.44E-02	NaN	ARTN	
Acetone Degradation I (to Methylglyoxal)	2.8E-01	2.44E-02	NaN	DHRS11	
Interferon gamma signaling	2.77E-01	2.04E-02	NaN	OAS3,TRIM6	
IL-1 Signaling	2.77E-01	2.04E-02	NaN	ADCY3,GUCY1B1	
Class I MHC mediated antigen processing and presentation	2.76E-01	1.84E-02	NaN	CCNF,CDC20,CTSV,HMGB1,LRR1,UBE2C,UBE2S	
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	2.73E-01	2.38E-02	NaN	HMGB1	
Pulmonary Fibrosis Idiopathic Signaling Pathway	2.73E-01	1.84E-02	NaN	BCL2,BIRC5,EZH2,LEF1,RPS6KA5,WNT7B	
Signaling by SCF-KIT	2.66E-01	2.33E-02	NaN	GRAP2	
DAP12 interactions	2.66E-01	2.33E-02	NaN	GRAP2	
Smooth Muscle Contraction	2.66E-01	2.33E-02	NaN	GUCY1B1	
B Cell Activating Factor Signaling	2.66E-01	2.33E-02	NaN	TNFRSF13C	
COPI-mediated anterograde transport	2.6E-01	1.96E-02	NaN	SPTBN4,TUBA3C	
PI3K Cascade	2.6E-01	2.27E-02	NaN	IRS1	
Netrin-1 signaling	2.6E-01	2.27E-02	NaN	SLIT1	
TAK1-dependent IKK and NF-kappa-B activation	2.6E-01	2.27E-02	NaN	HMGB1	
Assembly and cell surface presentation of NMDA receptors	2.6E-01	2.27E-02	NaN	TUBA3C	
Aggrephagy	2.6E-01	2.27E-02	NaN	TUBA3C	
Retinoid metabolism and transport	2.6E-01	2.27E-02	NaN	SDC1	
HMGB1 Signaling	2.59E-01	1.87E-02	NaN	HMGB1,IL17B,RAC3	
HEY1 Signaling Pathway	2.56E-01	1.86E-02	NaN	E2F1,E2F2,E2F8	
Preeclampsia Signaling Pathway	2.56E-01	1.86E-02	NaN	FOXM1,PKN3,STOX1	
Multiple Sclerosis Signaling Pathway	2.55E-01	1.83E-02	NaN	EZH2,IL17B,IL7R,SLC8A1	
Signaling by Insulin receptor	2.53E-01	2.22E-02	NaN	IRS1	
Carboxyterminal post-translational modifications of tubulin	2.53E-01	2.22E-02	NaN	TUBA3C	
Signaling by Retinoic Acid	2.47E-01	2.17E-02	NaN	FABP5	
Role of IL-17F in Allergic Inflammatory Airway Diseases	2.47E-01	2.17E-02	NaN	RPS6KA5	
Sleep REM Signaling Pathway	2.44E-01	1.89E-02	NaN	IL17B,RPS6KA5	
CDK5 Signaling	2.44E-01	1.89E-02	NaN	ADCY3,GUCY1B1	
Apoptosis Signaling	2.44E-01	1.89E-02	NaN	BCL2,CDK1	
Telomerase Signaling	2.36E-01	1.85E-02	NaN	E2F1,ETS2	
XBP1(S) activates chaperone genes	2.35E-01	2.08E-02	NaN	DDX11	
ISGylation Signaling Pathway	2.32E-01	1.83E-02	NaN	BIRC5,PCNA	
PFKFB4 Signaling Pathway	2.3E-01	2.04E-02	NaN	RPS6KA5	
Interleukin-4 and Interleukin-13 signaling	2.25E-01	1.8E-02	NaN	BCL2,BIRC5	
Signaling by ERBB2	2.24E-01	2E-02	NaN	NRG1	
Signaling by TGFBR3	2.24E-01	2E-02	NaN	HELLS	
Melanoma Signaling	2.24E-01	2E-02	NaN	E2F1	
MYC Mediated Apoptosis Signaling	2.24E-01	2E-02	NaN	BCL2	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	2.19E-01	1.96E-02	NaN	RBL1	
Transcriptional and post-translational regulation of MITF-M expression and activity	2.19E-01	1.96E-02	NaN	LEF1	
Signaling by EGFR	2.09E-01	1.89E-02	NaN	FAM83D	
UVB-Induced MAPK Signaling	2.04E-01	1.85E-02	NaN	RPS6KA5	
Somitogenesis	2E-01	1.82E-02	NaN	LEF1	
Neurovascular Coupling Signaling Pathway	-0E00	4.31E-03	NaN	GUCY1B1	
Oxytocin Signaling Pathway	-0E00	3.51E-03	NaN	GUCY1B1	
Pyroptosis Signaling Pathway	-0E00	9.8E-03	NaN	HMGB1	
Wound Healing Signaling Pathway	-0E00	4.02E-03	NaN	IL17B	
CLEAR Signaling Pathway	-0E00	3.51E-03	NaN	TNFRSF11A	
SNARE Signaling Pathway	-0E00	1.45E-02	NaN	ADCY3,GUCY1B1	
Macrophage Classical Activation Signaling Pathway	-0E00	1.06E-02	NaN	EZH2,IL17B	
MicroRNA Biogenesis Signaling Pathway	-0E00	1.07E-02	NaN	BRCA1,HOPX	
Pathogen Induced Cytokine Storm Signaling Pathway	-0E00	5.24E-03	NaN	CGAS,IL17B	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	-0E00	1.26E-02	NaN	BCL2,CSF1R,RAC3,TNFRSF11A	
Glucocorticoid Receptor Signaling	-0E00	1E-02	NaN	BCL2,BRCA1,DPF1,HMGB1,IL7R,RPS6KA5	
Natural Killer Cell Signaling	-0E00	4.93E-03	NaN	RAC3	
IL-10 Signaling	-0E00	1.29E-02	NaN	BCL2,CDKN2D	
Macrophage Alternative Activation Signaling Pathway	-0E00	1.56E-02	NaN	CSF1R,IRS1,RPS6KA5	
Neutrophil Extracellular Trap Signaling Pathway	-0E00	4.89E-03	NaN	HMGB1,RAC3	
S100 Family Signaling Pathway	-0E00	1.28E-02	NaN	BCL2,ETV4,GPR19,GPR3,LEF1,MCAM,RAC3,S100A2,S1PR3,WNT7B	
Neuregulin Signaling	-0E00	8.47E-03	NaN	NRG1	
Circadian Rhythm Signaling	-0E00	1.11E-02	NaN	ADCY3,GUCY1B1,RPS6KA5	
Leukocyte Extravasation Signaling	-0E00	5.15E-03	NaN	CLDN5	
Axonal Guidance Signaling	-0E00	1.16E-02	NaN	EPHB6,RAC3,RTN4R,SLIT1,TUBA3C,WNT7B	
Amyotrophic Lateral Sclerosis Signaling	-0E00	8.55E-03	NaN	BCL2	
Fc Epsilon RI Signaling	-0E00	1.67E-02	NaN	GRAP2,RAC3	
Actin Cytoskeleton Signaling	-0E00	1.65E-02	NaN	DIAPH3,IQGAP3,MYLK2,RAC3	
Synaptic Long Term Depression	-0E00	5.05E-03	NaN	GUCY1B1	
Huntington's Disease Signaling	-0E00	3.48E-03	NaN	UBE2S	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	3.14E-03	NaN	CIP2A,HMGB1	
IL-33 Signaling Pathway	-0E00	1.54E-02	NaN	H2AX,H2AZ1,H2AZ2	
Myelination Signaling Pathway	-0E00	1.22E-02	NaN	IRS1,LMNB1,NRG1,WNT7B	
NOD1/2 Signaling Pathway	-0E00	5.18E-03	NaN	IL17B	
Activin Inhibin Signaling Pathway	-0E00	1.42E-02	NaN	FOSL1,FST,LEF1	
Adrenergic Receptor Signaling Pathway (Enhanced)	-0E00	1.52E-02	NaN	ADCY3,GUCY1B1,IL17B	
GABAergic Receptor Signaling Pathway (Enhanced)	-0E00	1.43E-02	NaN	ADCY3,GUCY1B1	
Glutaminergic Receptor Signaling Pathway (Enhanced)	-0E00	6.13E-03	NaN	ADCY3,GUCY1B1	
NFKBIE Signaling Pathway	-0E00	2.23E-03	NaN	TNFRSF13C	
Orexin Signaling Pathway	-0E00	1.24E-02	NaN	ADCY3,GUCY1B1,SLC8A1	
NRF2-mediated Oxidative Stress Response	-0E00	7.41E-03	NaN	DNAJC9,FOSL1	
PPARα/RXRα Activation	-0E00	1.52E-02	NaN	ADCY3,GUCY1B1,IRS1	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	3.36E-03	NaN	FABP5	
G alpha (i) signalling events	-0E00	1.55E-02	NaN	ADCY3,RGS20,RGS7,S1PR3	
ISG15 antiviral mechanism	-0E00	1.35E-02	NaN	KPNA2	
PIP3 activates AKT signaling	-0E00	1.38E-02	NaN	IRS1,NRG1	
Potassium Channels	-0E00	9.71E-03	NaN	KCNH1	
Degradation of the extracellular matrix	-0E00	1.23E-02	NaN	CTSV	
Extracellular matrix organization	-0E00	9.35E-03	NaN	LRP4	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	-0E00	1.39E-02	NaN	TUBA3C	
Glycerophospholipid biosynthesis	-0E00	1.56E-02	NaN	GPAT3,MBOAT1	
Eukaryotic Translation Elongation	-0E00	8.2E-03	NaN	RPL39L	
Integration of energy metabolism	-0E00	9.26E-03	NaN	ADCY3	
Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	-0E00	1.64E-02	NaN	DPH6	
NLR signaling pathways	-0E00	1.79E-02	NaN	BCL2	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	-0E00	1.23E-02	NaN	HMGB1	
SRP-dependent cotranslational protein targeting to membrane	-0E00	7.04E-03	NaN	RPL39L	
Degradation of beta-catenin by the destruction complex	-0E00	1.1E-02	NaN	LEF1	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	-0E00	4.65E-03	NaN	RAET1E	
Assembly of collagen fibrils and other multimeric structures	-0E00	1.64E-02	NaN	CTSV	
TCR signaling	-0E00	7.94E-03	NaN	GRAP2	
Cell surface interactions at the vascular wall	-0E00	4.67E-03	NaN	SDC1	
Generic Transcription Pathway	-0E00	4.66E-03	NaN	ZNF311,ZNF724	
RNA Polymerase II Transcription	-0E00	1.33E-02	NaN	ALYREF,DDX39A	
Phase I - Functionalization of compounds	-0E00	8.85E-03	NaN	CYP24A1	
Selenoamino acid metabolism	-0E00	6.85E-03	NaN	RPL39L	
Fc epsilon receptor (FCERI) signaling	-0E00	4.85E-03	NaN	GRAP2	
EPH-Ephrin signaling	-0E00	1.08E-02	NaN	EPHB6	
HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand	-0E00	1.75E-02	NaN	TUBA3C	
Metabolism of polyamines	-0E00	1.69E-02	NaN	ODC1	
Class A/1 (Rhodopsin-like receptors)	-0E00	3.01E-03	NaN	S1PR3	
Signaling by ROBO receptors	-0E00	8.13E-03	NaN	RPL39L,SLIT1	
Olfactory Signaling Pathway	-0E00	1.35E-02	NaN	ADCY3	
G alpha (s) signalling events	-0E00	1.38E-02	NaN	ADCY3,PTHLH	
Cardiac conduction	-0E00	1.54E-02	NaN	KCNK12,SLC8A1	
Hedgehog 'off' state	-0E00	1.75E-02	NaN	ADCY3,TUBA3C	
C-type lectin receptors (CLRs)	-0E00	6.9E-03	NaN	RPS6KA5	
Hedgehog 'on' state	-0E00	1.39E-02	NaN	CIT,PLK4	
RAF/MAP kinase cascade	-0E00	1.53E-02	NaN	ARTN,IRS1,NRG1,SPTBN4	
Major pathway of rRNA processing in the nucleolus and cytosol	-0E00	1.08E-02	NaN	FBL,RPL39L	
Neurexins and neuroligins	-0E00	1.75E-02	NaN	EPB41	
Neutrophil degranulation	-0E00	1.05E-02	NaN	DOCK2,DSN1,FABP5,HMGB1,NAPRT	
PTEN Regulation	-0E00	1.33E-02	NaN	EZH2,mir-25 (includes others)	
RNA polymerase II transcribes snRNA genes	-0E00	1.2E-02	NaN	SNAPC1	
Processing of Capped Intron-Containing Pre-mRNA	-0E00	6.94E-03	NaN	ALYREF,DDX39A	
Eukaryotic Translation Initiation	-0E00	6.67E-03	NaN	RPL39L	
Eukaryotic Translation Termination	-0E00	8.2E-03	NaN	RPL39L	
Cargo recognition for clathrin-mediated endocytosis	-0E00	9.52E-03	NaN	IL7R	
