© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Macrophage Alternative Activation Signaling Pathway	1.12E00	3.12E-02	NaN	FPR1,MAPK11,TGFB2,TGFB3,THBS1,TSC22D3	
Regulation of CDH11 Expression and Function	1.12E00	6.67E-02	NaN	CDH11,SNAI1	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	1.12E00	6.67E-02	NaN	GPAM,LPCAT2	
SPINK1 Pancreatic Cancer Pathway	1.11E00	4.62E-02	NaN	CPQ,F2RL1,TMPRSS15	
BBSome Signaling Pathway	1.11E00	2.43E-02	NaN	ADGRE1,BDKRB2,CYSLTR2,F2RL1,FPR1,GPR37,MAPK11,NPY4R,OPN1SW,OPRL1,SMO,SUCNR1	
Endocannabinoid Neuronal Synapse Pathway	1.09E00	3.33E-02	NaN	CACNA2D1,CATSPER2,MAPK11,OPN1SW,PTGS2	
Nicotinate metabolism	1.09E00	6.45E-02	NaN	NNMT,PTGS2	
Sonic Hedgehog Signaling	1.09E00	6.45E-02	NaN	PTCH2,SMO	
PTEN Signaling	1.08E00	3.31E-02	NaN	ITGA10,ITGA11,ITGB8,MAGI1,PDGFRB	
G-Protein Coupled Receptor Signaling	1.08E00	2.24E-02	NaN	ADGRE1,BDKRB2,CYSLTR2,F2RL1,FPR1,GPR37,MAPK11,NPY4R,OPN1SW,OPRL1,PDE1C,PDE5A,PDE7B,RGS2,SMO,SUCNR1	
Adrenergic Receptor Signaling Pathway (Enhanced)	1.07E00	3.03E-02	NaN	ATP6V1B1,CACNA2D1,CATSPER2,TGFB2,TGFB3,TNFSF10	
RIPK1-mediated regulated necrosis	1.07E00	6.25E-02	NaN	PRKN,TNFSF10	
Lipid particle organization	1.05E00	1.67E-01	NaN	HILPDA	
Chondroitin and Dermatan Biosynthesis	1.05E00	1.67E-01	NaN	CHSY3	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	1.05E00	1.67E-01	NaN	AFMID	
Activation of Matrix Metalloproteinases	1.04E00	6.06E-02	NaN	COL18A1,MMP11	
Sialic acid metabolism	1.04E00	6.06E-02	NaN	SLC17A5,ST8SIA4	
Airway Inflammation in Asthma	1.04E00	6.06E-02	NaN	TGFB2,TGFB3	
Inhibition of Angiogenesis by TSP1	1.04E00	6.06E-02	NaN	MAPK11,THBS1	
ID1 Signaling Pathway	1.04E00	2.97E-02	NaN	BHLHE41,FN1,MAPK11,TGFB2,TGFB3,TNFRSF11B	
Signaling by NOTCH2	1.02E00	5.88E-02	NaN	CNTN1,DLL1	
Glioma Invasiveness Signaling	1.02E00	4.23E-02	NaN	RHOJ,TIMP3,VTN	
O-linked glycosylation	1.02E00	3.54E-02	NaN	ADAMTSL4,MUC1,THBS1,THBS2	
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.01E00	3.51E-02	NaN	FGF14,TGFB2,TGFB3,TNFSF10	
PD-1, PD-L1 cancer immunotherapy pathway	1.01E00	3.51E-02	NaN	STAT5A,TGFB2,TGFB3,TNFRSF11B	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.01E00	3.51E-02	NaN	ATP6V1B1,MAPK11,PLA2R1,PTGS2	
HEY1 Signaling Pathway	9.92E-01	3.11E-02	NaN	DLL1,MMP11,SMAD6,TGFB2,TGFB3	
Preeclampsia Signaling Pathway	9.92E-01	3.11E-02	NaN	FEZF1-AS1,KCNMB4,PTGS2,SMO,TGFB3	
Aryl hydrocarbon receptor signalling	9.9E-01	1.43E-01	NaN	ARNT2	
Epithelial-Mesenchymal Transition (EMT) during gastrulation	9.9E-01	1.43E-01	NaN	SNAI1	
HIF1α Signaling	9.81E-01	2.86E-02	NaN	EGLN3,HSPA2,LDHA,MMP11,SERPINE1,TGFB2	
Integrin Signaling	9.81E-01	2.86E-02	NaN	ACTC1,ACTG2,ITGA10,ITGA11,ITGB8,RHOJ	
Striated Muscle Contraction	9.8E-01	5.56E-02	NaN	ACTC1,TPM2	
Cerebral Malformation Signaling Pathway	9.78E-01	3.42E-02	NaN	CCL5,PTGS2,SNAI1,THBS1	
IL-4 Signaling	9.75E-01	2.26E-02	NaN	COL18A1,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A1,COL6A2,MAPK11,OPN1SW,TGFB2,TGFB3,TIMP3	
Gustation Pathway	9.74E-01	2.84E-02	NaN	ASIC1,CACNA2D1,CATSPER2,GABRE,GPR37,SCN9A	
Sphingosine-1-phosphate Signaling	9.58E-01	3.36E-02	NaN	OPN1SW,PDGFD,PDGFRB,RHOJ	
Cellular response to hypoxia	9.55E-01	3.95E-02	NaN	CA9,EGLN3,WTIP	
Nitric Oxide Signaling in the Cardiovascular System	9.48E-01	3.33E-02	NaN	BDKRB2,CACNA2D1,PDE1C,PDE5A	
Cachexia Signaling Pathway	9.44E-01	2.45E-02	NaN	CEBPD,DDIT4,HSPA2,MAPK11,STAT5A,TGFB2,TGFB3,TNFRSF11B,TNFSF10	
Notch Signaling	9.41E-01	5.26E-02	NaN	CNTN1,DLL1	
TRAIL signaling	9.35E-01	1.25E-01	NaN	TNFSF10	
STAT5 Activation	9.35E-01	1.25E-01	NaN	STAT5A	
Superoxide Radicals Degradation	9.35E-01	1.25E-01	NaN	SOD3	
Formation of Fibrin Clot (Clotting Cascade)	9.22E-01	5.13E-02	NaN	PROS1,SERPINE2	
IL-13 Signaling Pathway	9.2E-01	3.25E-02	NaN	CHI3L1,MAPK11,TGFB2,TGFB3	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	9.2E-01	3.25E-02	NaN	SMO,TCF7L1,WNT10B,WNT2B	
Cardiac β-adrenergic Signaling	9.19E-01	2.94E-02	NaN	CACNA2D1,OPN1SW,PDE1C,PDE5A,PDE7B	
Germ Cell-Sertoli Cell Junction Signaling	9.11E-01	2.92E-02	NaN	ACTC1,ACTG2,RHOJ,TGFB2,TGFB3	
L1CAM interactions	9.1E-01	3.23E-02	NaN	CNTN1,ITGA10,NRP2,SCN9A	
p38 MAPK Signaling	9.1E-01	3.23E-02	NaN	HSPB3,MAPK11,TGFB2,TGFB3	
Neurotransmitter release cycle	9.04E-01	5E-02	NaN	PPFIA4,SNAP25	
Chemokine Signaling	8.94E-01	3.7E-02	NaN	CCL5,MAPK11,OPN1SW	
Pathogenesis of Multiple Sclerosis	8.87E-01	1.11E-01	NaN	CCL5	
Mechanisms of Viral Exit from Host Cells	8.86E-01	4.88E-02	NaN	ACTC1,ACTG2	
NAFLD Signaling Pathway	8.84E-01	2.68E-02	NaN	GPAM,PTGS2,TGFB2,TGFB3,TNFRSF11B,TNFSF10	
Protein Ubiquitination Pathway	8.61E-01	2.51E-02	NaN	DNAJC12,DNAJC22,HSPA2,HSPB3,HSPB6,PRKN,SMO	
Neuroprotective Role of THOP1 in Alzheimer's Disease	8.57E-01	3.08E-02	NaN	C1R,FAP,HTRA1,TMPRSS15	
Role of NFAT in Cardiac Hypertrophy	8.52E-01	2.62E-02	NaN	CACNA2D1,CATSPER2,MAPK11,OPN1SW,TGFB2,TGFB3	
Opioid Signaling Pathway	8.49E-01	2.49E-02	NaN	CACNA2D1,CATSPER2,OPN1SW,OPRL1,PDE1C,PDK1,TCF7L1	
HGF Signaling	8.48E-01	3.05E-02	NaN	ITGA10,ITGA11,ITGB8,PTGS2	
Interleukin-9 signaling	8.45E-01	1E-01	NaN	STAT5A	
Prednisone ADME	8.45E-01	1E-01	NaN	AKR1C1	
Platelet homeostasis	8.39E-01	3.49E-02	NaN	KCNMB4,PDE5A,PECAM1	
CLEAR Signaling Pathway	8.27E-01	2.46E-02	NaN	ATP6V1B1,DDIT4,MAPK11,PDGFRB,PRKN,TGFB2,TNFRSF11B	
Ion channel transport	8.23E-01	2.73E-02	NaN	ANO7,ASIC1,ATP6V1B1,ATP8A1,TSC22D3	
Regulation of mRNA stability by proteins that bind AU-rich elements	8.07E-01	3.37E-02	NaN	ENPP2,MAPK11,ZFP36	
Regulation of Cellular Mechanics by Calpain Protease	8.07E-01	3.37E-02	NaN	ITGA10,ITGA11,ITGB8	
Metallothioneins bind metals	8.07E-01	9.09E-02	NaN	MT1E	
NAD biosynthesis II (from tryptophan)	8.07E-01	9.09E-02	NaN	AFMID	
Prostanoid Biosynthesis	8.07E-01	9.09E-02	NaN	PTGS2	
Signaling by Retinoic Acid	8.06E-01	4.35E-02	NaN	AKR1C3,PDK1	
Irritable Bowel Syndrome Signaling Pathway	8.06E-01	2.42E-02	NaN	MMP11,RHOJ,TGFB2,TGFB3,TNFSF10,WNT10B,WNT2B	
Estrogen Biosynthesis	7.92E-01	4.26E-02	NaN	AKR1C3,HSD17B6	
Role of PKR in Interferon Induction and Antiviral Response	7.91E-01	2.9E-02	NaN	HSPA2,MAPK11,PDGFD,PDGFRB	
Macrophage Classical Activation Signaling Pathway	7.9E-01	2.66E-02	NaN	CCL5,GBP2,TGFB2,TGFB3,TNFSF10	
White Adipose Tissue Browning Pathway	7.83E-01	2.88E-02	NaN	CACNA2D1,CATSPER2,LDHA,MAPK11	
cAMP-mediated signaling	7.8E-01	2.49E-02	NaN	FPR1,OPRL1,PDE1C,PDE5A,PDE7B,RGS2	
Unfolded protein response	7.77E-01	3.26E-02	NaN	CEBPD,DNAJC12,HSPA2	
IL-12 Signaling and Production in Macrophages	7.75E-01	2.48E-02	NaN	COL1A1,COL1A2,MAPK11,TGFB2,TGFB3,THBS1	
Presynaptic depolarization and calcium channel opening	7.72E-01	8.33E-02	NaN	CACNA2D1	
Signaling by Leptin	7.72E-01	8.33E-02	NaN	STAT5A	
Specification of primordial germ cells	7.72E-01	8.33E-02	NaN	PDPN	
Pyruvate metabolism	7.63E-01	4.08E-02	NaN	LDHA,PDK1	
Apelin Muscle Signaling Pathway	7.63E-01	4.08E-02	NaN	APLN,OPN1SW	
PFKFB4 Signaling Pathway	7.63E-01	4.08E-02	NaN	TGFB2,TGFB3	
Apelin Adipocyte Signaling Pathway	7.58E-01	3.19E-02	NaN	APLN,MAPK11,OPN1SW	
NOD1/2 Signaling Pathway	7.57E-01	2.59E-02	NaN	HSPA2,MAPK11,TGFB2,TGFB3,TNFSF10	
DHCR24 Signaling Pathway	7.53E-01	2.8E-02	NaN	C4A,C4B,PDGFD,VTN	
Signaling by NOTCH3	7.5E-01	4E-02	NaN	DLL1,PLXND1	
nNOS Signaling in Skeletal Muscle Cells	7.5E-01	4E-02	NaN	CACNA2D1,CATSPER2	
Immunogenic Cell Death Signaling Pathway	7.49E-01	3.16E-02	NaN	FPR1,HSPA2,TNFRSF11B	
Hedgehog 'on' state	7.46E-01	2.78E-02	NaN	CDON,GAS1,PTCH2,SMO	
FXR/RXR Activation	7.45E-01	2.56E-02	NaN	GSTA4,PTGS2,TGFB2,TGFB3,TNFSF10	
Nephron development	7.41E-01	7.69E-02	NaN	DLL1	
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	7.37E-01	3.92E-02	NaN	COL1A2,SERPINE1	
Transcriptional regulation by RUNX2	7.37E-01	3.92E-02	NaN	COL1A1,SMAD6	
Cyclophilin Signaling Pathway	7.36E-01	2.41E-02	NaN	MAPK11,SNAI1,STAT5A,TCF7L1,WNT10B,WNT2B	
Serotonin Receptor Signaling	7.3E-01	2.13E-02	NaN	CACNA2D1,GPR37,MAPK11,PDK1,PLA2R1,PTGS2,RHOJ,SNAI1,TGFB2,TGFB3	
LGI-ADAM interactions	7.12E-01	7.14E-02	NaN	LGI4	
Tryptophan catabolism	7.12E-01	7.14E-02	NaN	AFMID	
Glutamate and glutamine metabolism	7.12E-01	7.14E-02	NaN	RIMKLA	
Oxytocin in Brain Signaling Pathway	7.08E-01	2.49E-02	NaN	CACNA2D1,CATSPER2,PLA2R1,PTGS2,RGS2	
Apelin Cardiomyocyte Signaling Pathway	7.04E-01	3E-02	NaN	APLN,MAPK11,OPN1SW	
Neutrophil degranulation	7.04E-01	2.1E-02	NaN	ATP8A1,CHI3L1,ENPP4,FPR1,PECAM1,SELL,SLC44A2,SNAP25,SYNGR1,TNFAIP6	
NAD Signaling Pathway	6.96E-01	2.65E-02	NaN	GJA1,LDHA,SLC12A8,TGFB2	
Type II Diabetes Mellitus Signaling	6.9E-01	2.63E-02	NaN	CACNA2D1,CATSPER2,SLC27A3,TNFRSF11B	
Pyroptosis Signaling Pathway	6.87E-01	2.94E-02	NaN	GBP2,MAPK11,TNFRSF11B	
Interleukin-15 signaling	6.85E-01	6.67E-02	NaN	STAT5A	
Fatty Acid Activation	6.85E-01	6.67E-02	NaN	SLC27A3	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	6.85E-01	6.67E-02	NaN	SLC27A3	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	6.76E-01	2.6E-02	NaN	CCL5,TGFB2,TGFB3,TNFSF10	
Glucocorticoid Receptor Signaling	6.75E-01	2E-02	NaN	CCL5,GJA1,HSPA2,KRT18,KRT86,MAPK11,PTGS2,SERPINE1,STAT5A,TGFB2,TGFB3,TSC22D3	
Synaptogenesis Signaling Pathway	6.74E-01	2.22E-02	NaN	CACNA2D1,CDH11,EFNA3,SNAP25,SYT7,THBS1,THBS2	
Cardiac Hypertrophy Signaling	6.74E-01	2.3E-02	NaN	CACNA2D1,MAPK11,OPN1SW,RHOJ,TGFB2,TGFB3	
IL-10 Signaling	6.7E-01	2.58E-02	NaN	CCN4,DDIT4,MAPK11,STAT5A	
Relaxin Signaling	6.63E-01	2.56E-02	NaN	OPN1SW,PDE1C,PDE5A,PDE7B	
Clathrin-mediated Endocytosis Signaling	6.63E-01	2.39E-02	NaN	ACTC1,ACTG2,FGF14,ITGB8,PDGFD	
Caspase activation via Death Receptors in the presence of ligand	6.6E-01	6.25E-02	NaN	TNFSF10	
Extrinsic Prothrombin Activation Pathway	6.6E-01	6.25E-02	NaN	PROS1	
Breast Cancer Regulation by Stathmin1	6.56E-01	1.98E-02	NaN	ADGRE1,BDKRB2,CYSLTR2,F2RL1,FPR1,GPR37,NPY4R,OPN1SW,OPRL1,SMO,SUCNR1,TGFB2	
Sleep REM Signaling Pathway	6.55E-01	2.83E-02	NaN	TGFB2,TGFB3,TNFSF10	
Triacylglycerol Biosynthesis	6.53E-01	3.45E-02	NaN	GPAM,LPCAT2	
Cancer Drug Resistance by Drug Efflux	6.53E-01	3.45E-02	NaN	PDK1,PTGS2	
Signaling by ERBB4	6.42E-01	3.39E-02	NaN	SPARC,STAT5A	
Semaphorin Signaling in Neurons	6.42E-01	3.39E-02	NaN	DPYSL3,RHOJ	
Prolactin receptor signaling	6.37E-01	5.88E-02	NaN	STAT5A	
Specification of the neural plate border	6.37E-01	5.88E-02	NaN	TCF7L1	
Chondroitin Sulfate Degradation (Metazoa)	6.37E-01	5.88E-02	NaN	CEMIP	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	6.31E-01	2.33E-02	NaN	CLEC2D,COL1A1,COL1A2,COL3A1,SELL	
Inhibition of ARE-Mediated mRNA Degradation Pathway	6.26E-01	2.47E-02	NaN	MAPK11,TNFRSF11B,TNFSF10,ZFP36	
Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	6.21E-01	3.28E-02	NaN	GAS6,PROS1	
Visual phototransduction	6.21E-01	3.28E-02	NaN	HSD17B6,OPN1SW	
Formation of the nephric duct	6.15E-01	5.56E-02	NaN	HOXA6	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	6.15E-01	5.56E-02	NaN	CCL5	
Dermatan Sulfate Degradation (Metazoa)	6.15E-01	5.56E-02	NaN	CEMIP	
MSP-RON Signaling Pathway	6.11E-01	3.23E-02	NaN	ACTC1,ACTG2	
Multiple Sclerosis Signaling Pathway	6.1E-01	2.28E-02	NaN	ASIC1,MAPK11,TGFB2,TGFB3,TNFSF10	
ERK/MAPK Signaling	6.05E-01	2.27E-02	NaN	DUSP2,HSPB3,ITGA10,ITGA11,ITGB8	
Phase I - Functionalization of compounds	6.03E-01	2.65E-02	NaN	ARNT2,CYP39A1,PAOX	
Chondroitin Sulfate Biosynthesis (Late Stages)	6.01E-01	3.17E-02	NaN	CHST15,CHSY3	
RHO GTPase cycle	5.96E-01	2E-02	NaN	ACTC1,ARHGEF25,FMNL1,GJA1,GOLGA8K (includes others),PDE5A,PLXND1,RHOJ,SPATA13	
GABA synthesis, release, reuptake and degradation	5.95E-01	5.26E-02	NaN	SNAP25	
γ-linolenate Biosynthesis II (Animals)	5.95E-01	5.26E-02	NaN	SLC27A3	
Mitochondrial L-carnitine Shuttle Pathway	5.95E-01	5.26E-02	NaN	SLC27A3	
Semaphorin interactions	5.91E-01	3.12E-02	NaN	DPYSL3,PLXND1	
Gαq Signaling	5.85E-01	2.37E-02	NaN	ARHGEF25,OPN1SW,RGS2,RHOJ	
RAB geranylgeranylation	5.81E-01	3.08E-02	NaN	RAB17,RAB20	
Antioxidant Action of Vitamin C	5.75E-01	2.56E-02	NaN	MAPK11,PLA2R1,STAT5A	
Oxytocin Signaling Pathway	5.65E-01	2.11E-02	NaN	CACNA2D1,CCL5,GJA1,HSPB3,MAPK11,PTGS2	
CD40 Signaling	5.63E-01	2.99E-02	NaN	MAPK11,PTGS2	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	5.63E-01	2.99E-02	NaN	CCL5,OPN1SW	
Bladder Cancer Signaling	5.62E-01	2.52E-02	NaN	FGF14,MMP11,THBS1	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	5.62E-01	2.52E-02	NaN	CACNA2D1,CATSPER2,OPN1SW	
Virus Entry via Endocytic Pathways	5.55E-01	2.5E-02	NaN	ACTC1,ACTG2,ITGB8	
Agrin Interactions at Neuromuscular Junction	5.54E-01	2.94E-02	NaN	ACTC1,ACTG2	
Androgen Signaling	5.53E-01	2.29E-02	NaN	CACNA2D1,CATSPER2,OPN1SW,TGFB1I1	
Netrin Signaling	5.53E-01	2.29E-02	NaN	CACNA2D1,CATSPER2,DPYSL3,SNAP25	
Cell Cycle: G1/S Checkpoint Regulation	5.45E-01	2.9E-02	NaN	TGFB2,TGFB3	
Formation of paraxial mesoderm	5.41E-01	4.55E-02	NaN	DLL1	
Fatty Acid α-oxidation	5.41E-01	4.55E-02	NaN	PTGS2	
RHOA Signaling	5.36E-01	2.44E-02	NaN	ACTC1,ACTG2,NRP2	
Chondroitin Sulfate Biosynthesis	5.28E-01	2.82E-02	NaN	CHST15,CHSY3	
Remodeling of Epithelial Adherens Junctions	5.28E-01	2.82E-02	NaN	ACTC1,ACTG2	
RAF-independent MAPK1/3 activation	5.25E-01	4.35E-02	NaN	DUSP2	
NFE2L2 regulating anti-oxidant/detoxification enzymes	5.25E-01	4.35E-02	NaN	SOD3	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	5.25E-01	4.35E-02	NaN	CCL5	
Pancreatic Adenocarcinoma Signaling	5.24E-01	2.4E-02	NaN	PTGS2,TGFB2,TGFB3	
Erythropoietin Signaling Pathway	5.22E-01	2.21E-02	NaN	STAT5A,TGFB2,TGFB3,TNFSF10	
Aryl Hydrocarbon Receptor Signaling	5.12E-01	2.19E-02	NaN	GSTA4,HSPB3,TGFB2,TGFB3	
Dermatan Sulfate Biosynthesis	5.12E-01	2.74E-02	NaN	CHST15,CHSY3	
Interleukin-7 signaling	5.09E-01	4.17E-02	NaN	STAT5A	
Other interleukin signaling	5.09E-01	4.17E-02	NaN	SNAP25	
RHO GTPases Activate NADPH Oxidases	5.09E-01	4.17E-02	NaN	MAPK11	
Tryptophan Degradation III (Eukaryotic)	5.09E-01	4.17E-02	NaN	AFMID	
Cysteine Biosynthesis III (mammalia)	5.09E-01	4.17E-02	NaN	CBS	
Senescence Pathway	5.03E-01	1.99E-02	NaN	CACNA2D1,PDK1,SERPINE1,SMAD6,TGFB2,TGFB3	
Pancreatic Secretion Signaling Pathway	5.01E-01	2.06E-02	NaN	CA12,CA14,CA9,RGS2,SNAP25	
Insulin processing	4.95E-01	4E-02	NaN	SLC30A8	
Growth hormone receptor signaling	4.95E-01	4E-02	NaN	STAT5A	
G Beta Gamma Signaling	4.94E-01	2.31E-02	NaN	CACNA2D1,CATSPER2,OPN1SW	
Tuberculosis Active Signaling Pathway	4.93E-01	2.04E-02	NaN	ATP6V1B1,MAPK11,PTGS2,TNFRSF11B,TNFSF10	
Interferon alpha/beta signaling	4.89E-01	2.63E-02	NaN	GBP2,IFITM2	
Macropinocytosis Signaling	4.89E-01	2.63E-02	NaN	ITGB8,PDGFD	
TR/RXR Activation	4.89E-01	2.29E-02	NaN	AKR1C1,AKR1C2,AKR1C3	
Hepatitis B Chronic Liver Pathogenesis Signaling Pathway	4.88E-01	2.13E-02	NaN	CCL5,SNAI1,TGFB2,TGFB3	
Regulation of eIF4 and p70S6K Signaling	4.88E-01	2.13E-02	NaN	ITGA10,ITGA11,ITGB8,MAPK11	
Signaling by NOTCH1	4.81E-01	2.6E-02	NaN	CNTN1,DLL1	
Angiopoietin Signaling	4.81E-01	2.6E-02	NaN	ANGPT1,STAT5A	
Fertilization	4.81E-01	3.85E-02	NaN	CATSPER2	
Interleukin-20 family signaling	4.81E-01	3.85E-02	NaN	STAT5A	
Signaling by Erythropoietin	4.81E-01	3.85E-02	NaN	STAT5A	
Cardiomyocyte Differentiation via BMP Receptors	4.81E-01	3.85E-02	NaN	SMAD6	
The Visual Cycle	4.81E-01	3.85E-02	NaN	AKR1C3	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	4.81E-01	3.85E-02	NaN	AK4	
VDR/RXR Activation	4.74E-01	2.56E-02	NaN	CCL5,TGFB2	
Thyroid Cancer Signaling	4.74E-01	2.56E-02	NaN	PDK1,TCF7L1	
IL-27 Signaling Pathway	4.72E-01	2.24E-02	NaN	MAPK11,PTGS2,TNFRSF11B	
Docosahexaenoic Acid (DHA) Signaling	4.69E-01	1.99E-02	NaN	PLA2R1,PTGS2,SYT7,TGFB2,TNFRSF11B	
Integrin signaling	4.68E-01	3.7E-02	NaN	FN1	
IL-7 Signaling Pathway	4.67E-01	2.53E-02	NaN	MAPK11,STAT5A	
GNRH Signaling	4.66E-01	2.07E-02	NaN	CACNA2D1,CATSPER2,MAPK11,OPN1SW	
Endothelin-1 Signaling	4.62E-01	2.06E-02	NaN	MAPK11,OPN1SW,PLA2R1,PTGS2	
RAC Signaling	4.56E-01	2.19E-02	NaN	ITGA10,ITGA11,ITGB8	
Sulfur amino acid metabolism	4.55E-01	3.57E-02	NaN	CBS	
SNARE Signaling Pathway	4.51E-01	2.17E-02	NaN	CACNA2D1,SNAP25,SYT7	
Reelin Signaling in Neurons	4.51E-01	2.17E-02	NaN	ARHGEF25,MAPK8IP2,PDK1	
Adipogenesis pathway	4.51E-01	2.17E-02	NaN	CEBPD,SMO,WNT10B	
Sperm Motility	4.46E-01	1.95E-02	NaN	CATSPER2,OPN1SW,PDE1C,PDGFRB,PLA2R1	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.46E-01	2.44E-02	NaN	MAPK11,STAT5A	
BEX2 Signaling Pathway	4.46E-01	2.44E-02	NaN	MAP2,TCF7L1	
STAT3 Pathway	4.46E-01	2.16E-02	NaN	MAPK11,PDGFRB,TGFB2	
Interconversion of nucleotide di- and triphosphates	4.43E-01	3.45E-02	NaN	AK4	
TNFs bind their physiological receptors	4.43E-01	3.45E-02	NaN	TNFRSF11B	
GABAergic Receptor Signaling Pathway (Enhanced)	4.41E-01	2.14E-02	NaN	CACNA2D1,CATSPER2,GABRE	
Estrogen-Dependent Breast Cancer Signaling	4.4E-01	2.41E-02	NaN	HSD17B6,STAT5A	
Th2 Pathway	4.36E-01	2.13E-02	NaN	BHLHE41,DLL1,STAT5A	
PI3K/AKT Signaling	4.36E-01	2E-02	NaN	ITGA10,ITGA11,ITGB8,PTGS2	
Transcriptional regulation of white adipocyte differentiation	4.33E-01	2.38E-02	NaN	CEBPD,WNT10B	
PEDF Signaling	4.33E-01	2.38E-02	NaN	MAPK11,TCF7L1	
Activation of kainate receptors upon glutamate binding	4.31E-01	3.33E-02	NaN	GRIK2	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	4.31E-01	3.33E-02	NaN	ABCA6	
Signaling by CSF3 (G-CSF)	4.31E-01	3.33E-02	NaN	STAT5A	
Cyclins and Cell Cycle Regulation	4.2E-01	2.33E-02	NaN	TGFB2,TGFB3	
FGF Signaling	4.2E-01	2.33E-02	NaN	FGF14,MAPK11	
BAG2 Signaling Pathway	4.2E-01	2.33E-02	NaN	HSPA2,PRKN	
Signaling by BMP	4.2E-01	3.23E-02	NaN	SMAD6	
Iron homeostasis signaling pathway	4.17E-01	2.07E-02	NaN	ATP6V1B1,PDGFRB,STAT5A	
Apelin Endothelial Signaling Pathway	4.17E-01	2.07E-02	NaN	ANGPT1,APLN,OPN1SW	
PDGF Signaling	4.14E-01	2.3E-02	NaN	PDGFD,PDGFRB	
Selenoamino acid metabolism	4.12E-01	2.05E-02	NaN	CBS,INMT,NNMT	
Gαi Signaling	4.08E-01	2.04E-02	NaN	FPR1,OPN1SW,OPRL1	
Neuroinflammation Signaling Pathway	4.06E-01	1.82E-02	NaN	CCL5,GABRE,MAPK11,PTGS2,TGFB2,TGFB3	
IL-8 Signaling	4.05E-01	1.92E-02	NaN	ANGPT1,OPN1SW,PTGS2,RHOJ	
NRF2-mediated Oxidative Stress Response	4.01E-01	1.85E-02	NaN	ACTC1,ACTG2,DNAJC12,GSTA4,SOD3	
MAPK targets/ Nuclear events mediated by MAP kinases	3.99E-01	3.03E-02	NaN	MAPK11	
BMP signaling pathway	3.96E-01	2.22E-02	NaN	MAPK11,SMAD6	
Coronavirus Pathogenesis Pathway	3.93E-01	1.9E-02	NaN	CCL5,MAPK11,PTGS2,SERPINE1	
4-1BB Signaling in T Lymphocytes	3.89E-01	2.94E-02	NaN	MAPK11	
Fatty Acid β-oxidation I	3.89E-01	2.94E-02	NaN	SLC27A3	
Acute Myeloid Leukemia Signaling	3.85E-01	2.17E-02	NaN	STAT5A,TCF7L1	
Nucleotide catabolism	3.8E-01	2.86E-02	NaN	UPB1	
Transcriptional Regulation by NPAS4	3.8E-01	2.86E-02	NaN	ARNT2	
IL-9 Signaling	3.8E-01	2.86E-02	NaN	STAT5A	
Post-translational modification: synthesis of GPI-anchored proteins	3.79E-01	2.15E-02	NaN	NRN1,RECK	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.79E-01	2.15E-02	NaN	ACTC1,ACTG2	
Heparan Sulfate Biosynthesis (Late Stages)	3.74E-01	2.13E-02	NaN	CHST15,TNFAIP6	
Insulin Secretion Signaling Pathway	3.72E-01	1.79E-02	NaN	ASIC1,CACNA2D1,MAPK11,SNAP25,STAT5A	
MITF-M-dependent gene expression	3.69E-01	2.11E-02	NaN	SYTL2,TCF7L1	
Calcium Signaling	3.68E-01	1.83E-02	NaN	ACTC1,CACNA2D1,CATSPER2,TPM2	
Prolactin Signaling	3.63E-01	2.08E-02	NaN	KCNMB4,STAT5A	
Detoxification of Reactive Oxygen Species	3.62E-01	2.7E-02	NaN	SOD3	
Fatty acyl-CoA biosynthesis	3.62E-01	2.7E-02	NaN	SLC27A3	
Superpathway of Methionine Degradation	3.62E-01	2.7E-02	NaN	CBS	
Interferon Signaling	3.62E-01	2.7E-02	NaN	IFITM2	
VEGF Signaling	3.58E-01	2.06E-02	NaN	ACTC1,ACTG2	
p53 Signaling	3.53E-01	2.04E-02	NaN	SERPINE2,THBS1	
IL-1 Signaling	3.53E-01	2.04E-02	NaN	MAPK11,OPN1SW	
Triglyceride metabolism	3.53E-01	2.63E-02	NaN	GPAM	
